ID,Pipe_OD,Pipe_WT,Yield_Strength,Tensile_Strength,Elongation,%C,%Mn,%S,%P,%Si,%Al,%Cr,%Mo,%Ni,%Cu,%Nb,CE(IIW),Pipe_Grade
1384,16,0.25,66000,90500,26.9,0.253,1.23,0.011,0.028,0.022,0.004,0.029,0.007,0.025,0.432,0.001,0.496,X52
1383,14,0.25,50500,67000,32.8,0.232,0.809,0.021,0.006,0.01,0.011,0.024,0.006,0.02,0.07,0.001,0.379,X42
1383,14,0.25,52500,63000,24.3,0.211,0.599,0.014,0.014,0.008,0.001,0.012,0.004,0.022,0.051,0.001,0.319,X42
1386,16,0.281,64500,87500,26.1,0.247,1.13,0.014,0.016,0.016,0.006,0.048,0.02,0.017,0.011,0.02,0.461,X60
1386,16,0.281,69000,88000,23.3,0.238,1.15,0.015,0.015,0.028,0.004,0.043,0.017,0.025,0.015,0.024,0.456,X60
1386,16,0.281,72000,96500,22,0.247,1.37,0.019,0.015,0.025,0.004,0.048,0.017,0.024,0.021,0.027,0.503,X60
1388,8,0.156,58500,76000,29.5,0.224,0.819,0.012,0.006,0.011,0.007,0.028,0.012,0.055,0.138,0.001,0.381,X46
1388,8,0.156,63500,78500,28.4,0.224,0.819,0.012,0.006,0.011,0.007,0.028,0.012,0.055,0.138,0.001,0.381,X46
1390,6.625,0.188,48566,60233,24.9,0.24,1.31,0.019,0.01,0.07,0.001,0.031,0.006,0.044,0.04,0.001,0.471,X42
1391,6.625,0.188,62500,76500,25.9,0.247,1.02,0.022,0.007,0.032,0.008,0.032,0.007,0.018,0.026,0.001,0.428,X42
1393,12.75,0.265,53000,68000,29.7,0.142,0.68,0.02,0.007,0.005,0.002,0.048,0.007,0.047,0.047,0.001,0.273,X52
1402,16,0.25,53000,86500,30.5,0.231,1.16,0.016,0.016,0.104,0.021,0.049,0.021,0.051,0.05,0.001,0.445,X52
1402,16,0.25,58000,72500,29.8,0.225,0.85,0.018,0.013,0.006,0.009,0.021,0.004,0.01,0.017,0.001,0.373,X52
1402,16,0.25,58500,72000,31.6,0.25,0.92,0.02,0.012,0.006,0.006,0.025,0.005,0.012,0.016,0.001,0.411,X52
1405,8.625,0.188,63500,81500,32.4,0.159,0.734,0.01,0.006,0.006,0.002,0.013,0.004,0.008,0.012,0.001,0.296,X52
1405,8.625,0.188,67500,80000,9.4,0.159,0.734,0.01,0.006,0.006,0.002,0.013,0.004,0.008,0.012,0.001,0.296,X52
1405,8.625,0.188,67500,87500,29.7,0.13,0.76,0.008,0.007,0.004,0.002,0.014,0.004,0.009,0.013,0.001,0.273,X52
1405,8.625,0.188,69000,77500,11,0.13,0.76,0.008,0.007,0.004,0.002,0.014,0.004,0.009,0.013,0.001,0.273,X52
1412,12.75,0.25,51000,68000,27.7,0.216,0.432,0.027,0.007,0.032,0.003,0.017,0.005,0.027,0.073,0.001,0.299,X42
1412,12.75,0.25,68500,75000,8.7,0.216,0.432,0.027,0.007,0.032,0.003,0.017,0.005,0.027,0.073,0.001,0.299,X42
1414,24,0.312,57000,80500,27.9,0.239,1.005,0.023,0.0175,0.1355,0.001,0.027,0.008,0.0475,0.121,0.001,0.4247,X52
1414,24,0.312,59000,84500,26,0.309,1.15,0.0225,0.0182,0.145,0.001,0.032,0.011,0.076,0.182,0.001,0.5265,X52
1414,24,0.312,61000,82500,25.5,0.246,1.175,0.0185,0.0335,0.1175,0.001,0.036,0.008,0.043,0.1535,0.001,0.4637,X52
1414,24,0.312,62500,84000,26.2,0.246,1.01,0.0235,0.018,0.119,0.001,0.052,0.0355,0.2095,0.224,0.001,0.4607,X52
1414,24,0.312,63000,87500,29.5,0.244,1.205,0.0245,0.0145,0.1485,0.0015,0.026,0.011,0.0635,0.179,0.001,0.4684,X52
1414,24,0.312,63500,87000,27.1,0.285,1.12,0.0215,0.016,0.161,0.0015,0.026,0.016,0.108,0.205,0.001,0.5009,X52
1418,30,0.312,56800,82100,27.1,0.243,1.29,0.011,0.01,0.036,0.001,0.035,0.014,0.063,0.112,0.001,0.48,X52
1417,30,0.312,57700,83200,37,0.195,1.25,0.009,0.018,0.021,0.044,0.039,0.007,0.014,0.008,0.001,0.426,X52
1417,30,0.312,61500,80700,30.6,0.202,1.15,0.019,0.015,0.04,0.001,0.035,0.009,0.032,0.038,0.001,0.407,X52
1418,30,0.312,66300,93500,27,0.207,1.34,0.017,0.009,0.009,0.032,0.027,0.014,0.076,0.017,0.001,0.58,X52
1424,10.75,0.307,71500,56500,28.9,0.244,0.844,0.03,0.011,0.009,0.011,0.037,0.007,0.046,0.148,0.001,0.407,X42
1424,10.75,0.307,73000,56500,27.9,0.257,0.835,0.03,0.023,0.009,0.011,0.038,0.005,0.03,0.063,0.001,0.411,X42
1424,10.75,0.307,75000,63000,29.6,0.257,0.835,0.03,0.023,0.009,0.011,0.038,0.005,0.03,0.063,0.001,0.411,X42
1424,10.75,0.307,76000,63000,31.5,0.244,0.844,0.03,0.011,0.009,0.011,0.037,0.007,0.046,0.148,0.001,0.407,X42
1426,8.625,0.188,51500,71000,38.95,0.199,1.33,0.013,0.011,0.011,0.001,0.01,0.004,0.011,0.04,0.001,0.427,X42
1431,10.75,0.219,52500,61500,27.4,0.168,0.671,0.02,0.006,0.011,0.003,0.028,0.01,0.028,0.042,0.001,0.292,X42
1443,12.75,0.255,60500,84500,23.2,0.227,1.2,0.016,0.005,0.016,0.005,0.035,0.008,0.031,0.096,0.023,0.451,X60
1440,16,0.25,52000,66000,29.4,0.213,0.67,0.032,0.011,0.005,0.007,0.04,0.028,0.051,0.08,0.001,0.347,X42
1440,16,0.25,57000,71500,26.7,0.207,0.67,0.016,0.006,0.004,0.006,0.033,0.014,0.029,0.06,0.001,0.334,X42
1440,16,0.25,57000,70500,30.9,0.243,0.71,0.025,0.008,0.004,0.007,0.031,0.027,0.029,0.045,0.001,0.377,X42
1447,16,0.25,63500,83000,28,0.25,1.05,0.014,0.008,0.008,0.001,0.026,0.006,0.016,0.148,0.001,0.451,X52
1445,10.75,0.219,59500,78000,27.1,0.22,0.88,0.023,0.009,0.037,0.004,0.018,0.006,0.025,0.082,0.001,0.379,X42
1446,8.625,0.188,57000,77500,29.8,0.249,0.82,0.029,0.012,0.093,0.001,0.072,0.017,0.082,0.256,0.001,0.426,X52
1441,8.625,0.188,57500,68000,26.3,0.229,0.83,0.018,0.011,0.017,0.004,0.041,0.003,0.009,0.011,0.001,0.378,X52
1446,8.625,0.188,58500,78000,30.1,0.255,0.82,0.03,0.012,0.094,0.001,0.072,0.016,0.082,0.253,0.001,0.431,X52
1442,8.625,0.188,59500,74000,31.2,0.201,0.7,0.016,0.014,0.007,0.005,0.022,0.004,0.021,0.049,0.001,0.328,X52
1442,8.625,0.188,60500,71000,21.9,0.228,0.67,0.018,0.014,0.018,0.008,0.05,0.002,0.008,0.009,0.001,0.352,X52
1442,8.625,0.188,62000,74500,33.8,0.221,0.79,0.022,0.014,0.008,0.011,0.021,0.005,0.024,0.054,0.001,0.362,X52
1441,8.625,0.188,64500,81000,24.5,0.188,0.61,0.009,0.008,0.007,0.007,0.014,0.003,0.015,0.036,0.001,0.297,X52
1451,12.75,0.312,50500,66500,31.6,0.23,0.49,0.03,0.027,0.012,0.004,0.024,0.005,0.06,0.104,0.001,0.328,Grade B
1451,12.75,0.312,54500,69000,31.6,0.23,0.49,0.03,0.027,0.012,0.004,0.024,0.005,0.06,0.104,0.001,0.328,Grade B
1452,8.625,0.219,60000,82300,23.5,0.199,1.1,0.023,0.011,0.124,0.017,0.023,0.011,0.024,0.029,0.001,0.396,X52
1452,8.625,0.219,65000,87100,25,0.188,1.08,0.015,0.01,0.124,0.013,0.018,0.01,0.022,0.023,0.001,0.38,X52
1453,10.75,0.307,81500,99500,23.9,0.228,0.981,0.017,0.012,0.017,0.005,0.017,0.006,0.012,0.008,0.001,0.404,X60
1453,10.75,0.307,84000,102000,22.4,0.223,0.97,0.017,0.012,0.016,0.005,0.017,0.005,0.012,0.008,0.001,0.398,X60
1459,8.625,0.188,71500,95500,26.1,0.275,1.09,0.014,0.01,0.022,0.002,0.013,0.035,0.009,0.008,0.001,0.468,X52
1463,12.75,0.25,46500,72000,33.3,0.243,0.789,0.024,0.01,0.065,0.002,0.03,0.006,0.011,0.018,0.001,0.383,X42
1463,12.75,0.25,49300,75500,32.4,0.237,0.785,0.024,0.01,0.065,0.002,0.03,0.006,0.011,0.017,0.001,0.376,X42
1463,12.75,0.25,50000,72000,36.9,0.208,0.766,0.016,0.009,0.064,0.007,0.03,0.006,0.011,0.017,0.001,0.344,X42
1463,12.75,0.25,51500,75500,32.7,0.318,0.852,0.029,0.013,0.071,0.002,0.031,0.006,0.012,0.018,0.001,0.469,X42
1464,8.625,0.25,59000,79500,28.8,0.259,0.84,0.02,0.006,0.127,0.005,0.068,0.016,0.081,0.154,0.001,0.431,X52
1469,12.75,0.25,55500,74500,25.6,0.237,0.621,0.028,0.008,0.055,0.003,0.036,0.011,0.074,0.237,0.001,0.37,X42
1485,20,0.25,57400,78500,28.6,0.156,1.07,0.017,0.019,0.037,0.001,0.03,0.009,0.048,0.098,0.024,0.353,X52
1485,20,0.25,58100,82700,29.3,0.242,1.16,0.018,0.017,0.039,0.001,0.022,0.005,0.016,0.036,0.001,0.443,X52
1485,20,0.25,63300,80900,22.7,0.157,1.07,0.015,0.019,0.037,0.001,0.03,0.009,0.048,0.098,0.023,0.353,X52
1491,10.75,0.219,54000,73000,31.4,0.237,0.592,0.018,0.005,0.056,0.002,0.022,0.005,0.014,0.068,0.001,0.347,X42
1491,10.75,0.219,54000,73500,31.4,0.237,0.595,0.02,0.005,0.055,0.002,0.022,0.005,0.014,0.069,0.001,0.347,X42
1492,8.625,0.322,50600,65000,26.3,0.182,0.636,0.013,0.006,0.006,0.001,0.016,0.003,0.013,0.01,0.001,0.293,Grade B
1492,8.625,0.322,51000,63000,26.8,0.215,0.639,0.013,0.007,0.006,0.001,0.016,0.003,0.014,0.011,0.001,0.327,Grade B
1492,8.625,0.322,52500,66200,25.6,0.213,0.636,0.014,0.006,0.007,0.001,0.016,0.003,0.014,0.01,0.001,0.324,Grade B
,6.625,0.188,64800,75500,27.3,0.23,0.525,0.018,0.009,0.009,0.001,0.022,0.002,0.041,0.016,0.001,0.326,X46
,6.625,0.172,64200,79000,31,0.236,0.874,0.027,0.015,0.077,0.001,0.066,0.015,0.059,0.146,0.001,0.412,X42
,8.625,0.156,56900,73200,28,0.222,0.941,0.01,0.011,0.01,0.001,0.03,0.011,0.052,0.081,0.001,0.396,X46
,6.625,0.156,69300,83800,21.6,0.257,0.889,0.022,0.009,0.012,0.003,0.009,0.004,0.008,0.006,0.001,0.409,X42
,6.625,0.28,40000,67500,32.8,0.261,0.469,0.022,0.005,0.022,0.015,0.023,0.003,0.01,0.024,0.001,0.346,Grade B
,6.625,0.28,39500,65000,38.3,0.203,0.43,0.02,0.005,0.01,0.001,0.016,0.001,0.007,0.007,0.001,0.279,Grade B
1503,22,0.5,47500,76200,27,0.252,0.825,0.026,0.01,0.155,0.007,0.008,0.006,0.009,0.009,0.001,0.394,X42
1503,22,0.5,48200,76500,37.5,0.287,0.833,0.016,0.018,0.143,0.001,0.013,0.007,0.015,0.015,0.001,0.432,X42
1503,22,0.5,48300,76500,38,0.276,0.831,0.016,0.016,0.144,0.006,0.011,0.006,0.014,0.014,0.001,0.42,X42
1503,22,0.5,51000,79000,33.6,0.261,0.838,0.026,0.017,0.143,0.009,0.013,0.008,0.016,0.016,0.001,0.407,X42
1505,12.75,0.25,63900,85000,30.1,0.197,1.17,0.019,0.009,0.055,0.009,0.049,0.008,0.014,0.013,0.001,0.422,X60
1507,14,0.281,59700,88100,27,0.274,1.09,0.006,0.011,0.046,0.001,0.011,0.006,0.01,0.081,0.001,0.472,X52
1507,14,0.281,62000,85600,24.3,0.24,1.19,0.022,0.029,0.028,0.001,0.076,0.011,0.037,0.04,0.001,0.461,X52
1509,6.625,0.125,77800,87100,24.4,0.18,0.715,0.018,0.003,0.018,0.041,0.094,0.025,0.087,0.153,0.001,0.347,X60
1509,6.625,0.125,82300,90900,23.3,0.181,0.763,0.017,0.004,0.021,0.042,0.059,0.025,0.078,0.137,0.001,0.349,X60
1511,30,0.53,72000,91000,33.2,0.068,0.156,0.002,0.014,0.283,0.034,0.016,0.008,0.034,0.009,0.068,0.164,X70
1511,30,0.405,69800,87800,25.2,0.171,0.12,0.023,0.007,0.023,0.001,0.036,0.015,0.011,0.009,0.022,0.392,X65
1512,8.625,0.188,48900,64300,29.6,0.235,0.801,0.027,0.005,0.017,0.009,0.018,0.016,0.029,0.194,0.001,0.391,X42
1514,8.637,0.375,50100,61700,27.7,0.065,0.882,0.013,0.012,0.019,0.042,0.019,0.004,0.009,0.015,0.032,0.299,X52
1514,8.623,0.225,58600,71200,30.7,0.09,0.741,0.014,0.007,0.019,0.055,0.015,0.004,0.008,0.02,0.018,0.219,X42
1514,8.625,0.375,74500,82600,24,0.062,0.907,0.013,0.009,0.022,0.058,0.019,0.005,0.008,0.018,0.035,0.22,X52
1514,8.623,0.224,60200,73000,28.2,0.094,0.753,0.014,0.007,0.02,0.055,0.016,0.004,0.008,0.021,0.018,0.225,X42
1514,8.629,0.377,73400,86600,24.2,0.061,1.007,0.01,0.009,0.021,0.044,0.016,0.005,0.009,0.013,0.038,0.235,X52
1515,10.75,0.188,56800,79200,28.5,0.165,0.933,0.014,0.009,0.026,0.001,0.04,0.008,0.025,0.04,0.034,0.342,X52
1515,10.75,0.188,62800,78300,27.8,0.192,0.927,0.02,0.03,0.028,0.004,0.047,0.012,0.04,0.037,0.033,0.37,X52
1516,20,0.312,50300,75700,32.4,0.256,1.04,0.023,0.009,0.023,0.002,0.015,0.08,0.007,0.008,0.001,0.435,X42
1516,20,0.312,44400,68900,23.4,0.24,0.57,0.027,0.007,0.041,0.004,0.015,0.004,0.007,0.01,0.001,0.34,X42
1518,8.625,0.188,57500,76700,26.6,0.274,0.99,0.012,0.007,0.01,0.005,0.013,0.008,0.012,0.091,0.001,0.45,X52
1519,6.625,0.432,50700,80100,38,0.262,0.813,0.013,0.011,0.199,0.005,0.026,0.008,0.013,0.008,0.001,0.406,Grade B
1519,4.5,0.337,40600,71000,42.6,0.19,0.795,0.013,0.005,0.021,0.017,0.016,0.013,0.005,0.004,0.001,0.329,Grade B
1519,6.625,0.28,39400,61000,30.6,0.197,0.665,0.041,0.018,0.293,0.019,0.068,0.019,0.139,0.182,0.001,0.347,Grade B
1519,4.5,0.237,42500,65900,38.4,0.21,0.655,0.021,0.007,0.061,0.021,0.105,0.021,0.024,0.033,0.001,0.349,Grade B
1520,16,0.25,48600,65700,30.6,0.209,0.926,0.016,0.007,0.011,0.001,0.036,0.006,0.019,0.033,0.001,0.375,X42
1522,10.75,0.188,50000,69100,32.4,0.237,0.751,0.02,0.01,0.08,0.002,0.025,0.004,0.053,0.041,0.001,0.374,X42
1523,10.828,0.207,71000,82000,26.8,0.09,1.15,0.01,0.013,0.014,0.026,0.028,0.006,0.011,0.011,0.04,0.151,X60
1523,10.828,0.211,65500,79500,25.9,0.084,1.09,0.009,0.013,0.014,0.031,0.03,0.008,0.013,0.011,0.04,0.142,X60
1523,20.03125,0.283,68000,84000,23.3,0.079,1.01,0.017,0.006,0.024,0.042,0.025,0.007,0.017,0.029,0.06,0.135,X60
1523,20,0.344,64000,81500,26.1,0.066,0.97,0.013,0.005,0.032,0.052,0.024,0.007,0.017,0.025,0.074,0.119,X60
1525,12.75,0.25,48600,67400,26.8,0.235,0.739,0.017,0.007,0.008,0.001,0.024,0.006,0.034,0.064,0.001,0.371,X46
1525,12.75,0.25,50000,65700,26.8,0.239,0.768,0.019,0.007,0.006,0.001,0.021,0.005,0.031,0.034,0.001,0.377,X46
1517,10.75,0.344,48500,65000,30.6,0.208,0.693,0.018,0.004,0.005,0.001,0.011,0.003,0.011,0.017,0.001,0.329,X52
1526,8.625,0.277,57900,78000,30.1,0.122,0.412,0.022,0.072,0.186,0.014,0.006,0.002,0.005,0.01,0.001,0.193,Grade B
1526,8.625,0.277,60700,82300,29,0.185,0.465,0.03,0.093,0.24,0.033,0.007,0.004,0.004,0.011,0.001,0.265,Grade B
1527,8.625,0.358,69400,74400,27.6,0.074,0.946,0.009,0.017,0.141,0.01,0.025,0.008,0.022,0.008,0.011,0.13,X52
1528,18,0.312,55500,82000,22.8,0.279,0.83,0.031,0.01,0.109,0.001,0.03,0.007,0.062,0.225,0.001,0.444,X42
1528,18,0.312,55000,73000,28.7,0.254,0.63,0.022,0.009,0.077,0.006,0.033,0.009,0.067,0.154,0.001,0.383,X42
1529,20,0.406,60500,75500,37.4,0.057,1.3,0.002,0.014,0.297,0.039,0.012,0.004,0.005,0.005,0.025,0.135,X52
1529,26,0.406,60000,81500,28.5,0.073,0.87,0.003,0.007,0.209,0.04,0.023,0.005,0.013,0.024,0.022,0.127,X52
1530,8.625,0.188,52000,69500,32.1,0.2,0.67,0.01,0.005,0.01,0.014,0.008,0.003,0.013,0.075,0.001,0.321,X46
1531,8.625,0.25,51000,62500,32.9,0.223,0.6,0.019,0.012,0.014,0.003,0.042,0.01,0.054,0.094,0.001,0.343,X42
1533,8.615,0.25,64800,87800,25,0.272,0.978,0.02,0.017,0.031,0.019,0.009,0.003,0.006,0.013,0.001,0.439,Grade B
1533,8.615,0.25,66600,88600,25.2,0.251,0.827,0.023,0.013,0.028,0.013,0.011,0.003,0.009,0.012,0.001,0.395,Grade B
1533,8.615,0.25,51600,73600,35.7,0.228,0.881,0.03,0.019,0.021,0.004,0.012,0.006,0.011,0.17,0.001,0.38,Grade B
1533,8.615,0.25,50600,75000,33.6,0.24,0.873,0.025,0.021,0.027,0.014,0.01,0.004,0.007,0.011,0.001,0.39,Grade B
1534,16.031,0.25,48500,65000,30.2,0.198,0.714,0.019,0.016,0.067,0.001,0.043,0.007,0.039,0.103,0.001,0.336,X46
1534,16.031,0.25,50000,65500,32.6,0.214,0.708,0.027,0.018,0.058,0.001,0.034,0.007,0.044,0.132,0.001,0.352,X46
1535,6.672,0.191,63000,75500,24.9,0.198,0.633,0.021,0.02,0.01,0.001,0.085,0.012,0.085,0.319,0.001,0.355,X42
1535,6.672,0.189,59000,71000,26.8,0.167,0.668,0.026,0.01,0.008,0.001,0.081,0.012,0.079,0.385,0.001,0.328,X42
1535,6.672,0.183,56500,70000,29,0.209,0.495,0.025,0.004,0.032,0.001,0.052,0.016,0.089,0.249,0.001,0.328,X42
1535,6.656,0.18,53500,66000,29.9,0.201,0.624,0.022,0.005,0.006,0.001,0.052,0.01,0.07,0.342,0.001,0.345,X42
1535,6.672,0.189,55000,67500,29,0.179,0.686,0.029,0.005,0.042,0.009,0.042,0.009,0.071,0.212,0.001,0.323,X42
1535,6.672,0.183,58500,72500,27,0.164,0.661,0.023,0.009,0.007,0.001,0.079,0.001,0.077,0.375,0.001,0.323,X42
1535,6.688,0.195,65500,81500,26.1,0.188,0.655,0.026,0.022,0.008,0.001,0.086,0.001,0.086,0.321,0.001,0.344,X42
1535,6.688,0.188,59000,69000,26,0.22,0.499,0.028,0.004,0.034,0.001,0.088,0.007,0.088,0.246,0.001,0.339,X42
1536,4.531,0.185,63000,67500,35.3,0.05,0.965,0.006,0.007,0.181,0.035,0.02,0.005,0.004,0.006,0.021,0.107,X42
1536,4.531,0.186,69500,75500,33.1,0.068,0.945,0.006,0.016,0.269,0.024,0.02,0.014,0.068,0.129,0.012,0.135,X42
1534,16.031,0.312,57000,73500,28.5,0.24,0.763,0.026,0.029,0.044,0.001,0.019,0.008,0.039,0.115,0.001,0.383,X46
1534,16,0.25,53300,66000,28.3,0.228,0.696,0.023,0.012,0.058,0.001,0.023,0.007,0.042,0.113,0.001,0.36,X46
1534,16.031,0.312,58500,76000,26.5,0.279,0.774,0.037,0.036,0.041,0.001,0.027,0.007,0.036,0.103,0.001,0.424,X46
1537,6.734,0.158,54500,66500,33.4,0.132,0.896,0.018,0.024,0.147,0.002,0.012,0.004,0.007,0.01,0.001,0.286,X52
1538,16,0.312,57800,75400,25.7,0.259,0.979,0.032,0.018,0.007,0.009,0.029,0.006,0.021,0.037,0.001,0.433,X52
1538,16,0.312,59800,76600,23.5,0.254,0.965,0.027,0.017,0.008,0.015,0.028,0.006,0.021,0.037,0.001,0.426,X52
1539,6,0.28,54400,80200,35.2,0.226,0.758,0.005,0.007,0.261,0.021,0.063,0.02,0.083,0.164,0.001,0.386,X42
1539,4,0.237,56200,85100,30.9,0.254,0.952,0.009,0.008,0.246,0.03,0.028,0.011,0.007,0.012,0.001,0.422,X42
1540,12.75,0.312,46300,73500,35,0.292,0.685,0.024,0.007,0.031,0.002,0.018,0.003,0.007,0.007,0.007,0.411,X42
1540,12.75,0.312,43500,67600,39.4,0.273,0.666,0.022,0.005,0.016,0.001,0.013,0.004,0.007,0.007,0.007,0.389,X42
1540,12.75,0.312,43700,70400,37.6,0.289,0.609,0.024,0.01,0.025,0.008,0.017,0.003,0.007,0.008,0.007,0.396,X42
1541,22,0.5,52400,80900,37,0.235,0.878,0.014,0.011,0.162,0.016,0.011,0.006,0.012,0.014,0.001,0.386,X42
1541,22,0.5,52700,85500,31.3,0.264,0.902,0.018,0.016,0.162,0.009,0.012,0.007,0.015,0.022,0.001,0.421,X42
1541,22,0.5,47200,82300,35.7,0.284,0.853,0.015,0.017,0.133,0.013,0.012,0.007,0.015,0.016,0.001,0.432,X42
1541,22,0.5,54100,83300,31.8,0.287,0.838,0.018,0.018,0.126,0.013,0.009,0.004,0.009,0.009,0.001,0.43,X42
1542,18,0.281,58000,77800,23.8,0.266,0.77,0.022,0.007,0.059,0.001,0.092,0.011,0.071,0.041,0.001,0.422,X45
1542,18,0.375,61600,80100,29.6,0.282,1.1,0.021,0.018,0.038,0.001,0.072,0.042,0.198,0.176,0.001,0.514,X45
1543,4.5,0.237,49000,65100,32.4,0.109,0.431,0.035,0.023,0.161,0.021,0.141,0.01,0.068,0.164,0.001,0.153,Grade B
1543,4.5,0.237,44000,63000,35.1,0.105,0.401,0.028,0.019,0.159,0.018,0.091,0.012,0.057,0.131,0.001,0.144,Grade B
1543,4.5,0.237,40500,61500,43.5,0.141,0.422,0.025,0.011,0.165,0.02,0.051,0.012,0.064,0.128,0.001,0.179,Grade B
1543,4.5,0.237,44100,73500,32.4,0.246,0.663,0.008,0.01,0.231,0.016,0.067,0.014,0.036,0.014,0.001,0.376,Grade B
1543,4.5,0.237,46700,65600,33.8,0.125,0.468,0.038,0.021,0.161,0.012,0.057,0.009,0.059,0.163,0.001,0.231,Grade B
1543,4.5,0.237,47900,76700,31.9,0.246,0.658,0.01,0.009,0.232,0.018,0.065,0.019,0.041,0.024,0.001,0.377,Grade B
1543,4.5,0.237,61700,73800,34.4,0.196,0.68,0.009,0.019,0.014,0.055,0.041,0.004,0.024,0.023,0.001,0.321,X42
1544,12.75,0.312,55700,67100,31,0.226,0.489,0.026,0.011,0.007,0.043,0.03,0.009,0.032,0.048,0.001,0.321,Grade B
1544,12.75,0.219,65900,83300,25.8,0.168,1.03,0.013,0.007,0.02,0.004,0.014,0.005,0.014,0.014,0.024,0.345,X52
1545,14,0.312,39500,67500,37.3,0.239,0.56,0.015,0.009,0.035,0.005,0.008,0.003,0.005,0.002,0.001,0.335,Grade B
1545,12.75,0.33,48300,67000,38,0.137,0.69,0.019,0.01,0.041,0.055,0.016,0.003,0.01,0.023,0.001,0.258,X42
1545,12.75,0.312,47200,68000,37.2,0.152,0.41,0.011,0.012,0.009,0.002,0.066,0.002,0.024,0.071,0.001,0.238,X42
1545,12.75,0.375,51000,71500,36.1,0.195,1.07,0.006,0.006,0.213,0.026,0.067,0.024,0.068,0.013,0.001,0.393,X46
1545,12.75,0.344,44000,60500,32.7,0.155,0.69,0.023,0.007,0.014,0.024,0.013,0.002,0.007,0.022,0.001,0.275,X42
1545,12.75,0.281,45200,66000,34.6,0.247,0.5,0.018,0.008,0.012,0.004,0.026,0.001,0.005,0.008,0.001,0.335,X42
1545,12.75,0.281,46000,69900,32.5,0.264,0.45,0.022,0.021,0.007,0.001,0.069,0.003,0.026,0.077,0.001,0.358,X42
1545,10.75,0.344,41000,60500,39.7,0.163,0.64,0.012,0.006,0.011,0.02,0.01,0.002,0.008,0.018,0.001,0.272,Grade B
1546,10.75,0.203,56500,74200,20.4,0.253,0.808,0.02,0.015,0.007,0.016,0.038,0.005,0.01,0.016,0.001,0.398,X46
1546,10.75,0.219,55500,72400,27.8,0.248,0.777,0.025,0.014,0.007,0.002,0.021,0.005,0.015,0.027,0.001,0.386,X46
1547,12.75,0.25,59700,71200,21.5,0.253,0.474,0.037,0.007,0.086,0.002,0.047,0.009,0.071,0.208,0.001,0.362,X52
1547,12.75,0.25,59000,70000,20.4,0.249,0.468,0.038,0.009,0.078,0.002,0.041,0.007,0.061,0.228,0.001,0.356,X52
1547,12.75,0.25,56600,69200,23.9,0.261,0.45,0.034,0.011,0.084,0.001,0.043,0.007,0.06,0.216,0.001,0.365,X52
1548,4.5,0.188,57600,73900,31.8,0.223,0.574,0.019,0.005,0.008,0.001,0.026,0.003,0.012,0.072,0.001,0.33,X52
1548,4.5,0.188,57200,75400,33.2,0.242,0.575,0.019,0.006,0.008,0.001,0.026,0.003,0.013,0.074,0.001,0.35,X52
1549,12.75,0.219,56500,75500,29.6,0.222,1.03,0.03,0.023,0.048,0.003,0.029,0.006,0.031,0.069,0.001,0.407,X52
1550,16,0.312,48191,75441,33.6,0.272,0.825,0.025,0.008,0.033,0.004,0.021,0.013,0.009,0.01,0.001,0.418,X46
1551,6.25,0.188,45961,57208,30.2,0.12,0.407,0.02,0.004,0.004,0.001,0.033,0.02,0.112,0.113,0.001,0.213,Grade B
1551,6.25,0.188,46500,60706,35.2,0.157,0.585,0.028,0.006,0.007,0.001,0.03,0.009,0.049,0.093,0.001,0.272,Grade B
1551,6.25,0.188,51908,63246,25.9,0.164,0.458,0.024,0.013,0.011,0.004,0.037,0.006,0.026,0.032,0.001,0.253,Grade B
1553,6.625,0.188,59600,71900,28.6,0.203,1,0.018,0.005,0.05,0.001,0.018,0.01,0.021,0.028,0.001,0.378,X42
1553,6.625,0.188,59000,71800,28.2,0.201,1.011,0.02,0.005,0.03,0.001,0.018,0.01,0.022,0.027,0.001,0.379,X42
1557,8.72,0.245,82900,104000,13.8,0.223,0.881,0.011,0.009,0.02,0.001,0.015,0.006,0.016,0.009,0.001,0.383,X60
1557,8.56,0.24,81400,102200,17.2,0.223,0.887,0.013,0.01,0.02,0.001,0.015,0.006,0.016,0.009,0.001,0.384,X60
1557,8.58,0.242,76700,98000,16.4,0.22,0.886,0.018,0.008,0.014,0.001,0.013,0.005,0.014,0.008,0.001,0.38,X60
1557,6.66,0.276,79700,92000,29.4,0.195,0.773,0.011,0.007,0.239,0.024,0.126,0.042,0.159,0.162,0.001,0.379,X52
1558,6.625,0.188,57700,74200,27.6,0.153,0.694,0.021,0.008,0.007,0.001,0.053,0.026,0.089,0.114,0.001,0.298,Grade B
1558,6.625,0.188,54500,68600,32.2,0.184,0.701,0.023,0.008,0.008,0.001,0.054,0.026,0.09,0.116,0.001,0.331,Grade B
1558,6.625,0.188,53300,67600,33,0.177,0.717,0.03,0.008,0.009,0.001,0.053,0.026,0.88,0.113,0.001,0.379,Grade B
1559,6.625,0.156,55083,69225,29.4,0.237,0.784,0.025,0.008,0.034,0.004,0.036,0.008,0.023,0.059,0.001,0.382,X42
1559,6.625,0.156,55481,69483,28.9,0.246,0.792,0.024,0.008,0.036,0.002,0.037,0.009,0.023,0.059,0.001,0.393,X42
1560,6.625,0.219,48939,70424,34.4,0.225,0.732,0.027,0.012,0.017,0.002,0.018,0.008,0.022,0.094,0.001,0.36,X42
