name,Yield_Strength,Tensile_Strength,Pipe Vintage,%C,%Mn,%S,%Si,%P,%Al,%Cr,%Mo,%V,%Ni,%Cu,%Sn,%Ti,%Nb,%Co,Grade_Early_bin
384,49100,71500,1952,0.181,0.471,0.012,0.127,0.073,0.042,0.006,0.006,0.001,0.006,0.013,0.001,0.001,0.001,0.003,0
385,53000,77500,1952,0.16,1.16,0.019,0.159,0.018,0.003,0.011,0.004,0.001,0.01,0.018,0.001,0.001,0.001,0.004,0
386,36000,59000,1942,0.059,0.359,0.05,0.004,0.093,0.002,0.007,0.001,0.002,0.005,0.005,0.001,0.001,0.001,0.002,0
387,51500,68500,1953,0.142,0.68,0.02,0.005,0.007,0.002,0.048,0.007,0,0.047,0.047,0.008,0.001,0.001,0.001,0
388,53000,68000,1953,0.142,0.68,0.02,0.005,0.007,0.002,0.048,0.007,0,0.047,0.047,0.008,0.001,0.001,0.001,0
389,60500,84500,1970,0.227,1.2,0.016,0.016,0.005,0.005,0.035,0.008,0.005,0.031,0.096,0.005,0.001,0.023,0.004,0
390,42200,61500,1970,0.215,0.47,0.002,0.024,0.004,0.035,0.014,0.011,0,0.008,0.01,0,0.007,0.001,0,0
391,52900,74200,1948,0.23,0.75,0.04,0.038,0.019,0,0.026,0.012,0.001,0.086,0.23,0.029,0.001,0,0.018,0
392,55500,83500,1967,0.307,1.2,0.016,0.047,0.008,0.014,0.025,0.002,0.002,0.012,0.025,0.002,0.003,0.004,0.005,0
393,57500,78500,1953,0.23,0.79,0.025,0.055,0.04,0,0.028,0.005,0.001,0.04,0.19,0.019,0.001,0,0.02,0
394,58000,77000,1948,0.22,0.82,0.028,0.054,0.019,0.007,0.035,0.007,0.001,0.035,0.17,0.024,0.002,0,0.012,0
395,58000,79000,1948,0.27,0.73,0.017,0.025,0.023,0.005,0.028,0.009,0.001,0.075,0.18,0.035,0.002,0,0.019,0
396,59000,78000,1948,0.23,0.76,0.026,0.052,0.029,0.004,0.037,0.014,0.001,0.11,0.23,0.037,0.002,0,0.019,0
397,59000,83000,1948,0.24,0.89,0.023,0.057,0.024,0.003,0.032,0.084,0.001,0.084,0.25,0.032,0.001,0,0.021,0
398,60000,79500,1953,0.25,0.77,0.019,0.055,0.021,0.002,0.018,0.004,0.002,0.032,0.22,0.012,0.002,0.002,0.017,0
399,60500,82500,1953,0.3,0.93,0.02,0.068,0.012,0.003,0.039,0.008,0.002,0.061,0.27,0.028,0.002,0.002,0.013,0
400,62500,82500,1952,0.24,0.8,0.024,0.07,0.019,0.001,0.026,0.002,0.001,0.43,0.29,0.034,0.002,0.002,0.015,0
401,64700,82200,1952,0.25,0.75,0.028,0.24,0.018,0.003,0.1,0.044,0.001,0.15,0.21,0.035,0.002,0,0.009,0
402,65000,85000,1948,0.27,0.82,0.017,0.047,0.049,0,0.057,0.01,0.001,0.098,0.17,0.028,0.001,0,0.026,0
403,65000,89500,1968,0.245,1.31,0.024,0.021,0.011,0.001,0.044,0.005,0.002,0.03,0.024,0.001,0.001,0.014,0.005,0
404,66000,78700,1948,0.27,0.9,0.024,0.048,0.018,0.001,0.018,0.01,0,0.062,0.2,0.03,0.001,0,0.023,0
405,67000,93500,1968,0.245,1.31,0.024,0.021,0.011,0.001,0.044,0.005,0.002,0.03,0.024,0.001,0.001,0.014,0.005,0
406,70500,92000,1963,0.247,1.29,0.018,0.053,0.018,0.001,0.054,0.002,0.003,0.017,0.022,0.002,0.001,0.018,0.005,0
407,72500,92000,1968,0.204,1.28,0.018,0.023,0.01,0.002,0.051,0.01,0.003,0.02,0.023,0.003,0.002,0.026,0.008,0
408,74000,90500,1968,0.204,1.28,0.018,0.023,0.01,0.002,0.051,0.01,0.003,0.02,0.023,0.003,0.002,0.026,0.008,0
409,61000,89000,1949,0.27,1.06,0.023,0.15,0.03,0.003,0.038,0.01,0.004,0.069,0.26,0.048,0.002,0.004,0.012,0
410,63000,89000,1949,0.28,1.01,0.04,0.11,0.025,0.002,0.039,0.011,0.004,0.072,0.29,0.064,0.002,0.004,0.011,0
411,63000,89000,1949,0.27,1.06,0.023,0.15,0.03,0.003,0.038,0.01,0.004,0.069,0.26,0.048,0.002,0.004,0.012,0
412,65000,91000,1949,0.28,1.01,0.04,0.11,0.025,0.002,0.039,0.011,0.004,0.072,0.29,0.064,0.002,0.004,0.011,0
413,45900,62500,1974,0.22,0.76,0.022,0.004,0.009,0.011,0.013,0.008,0.001,0.009,0.016,0.002,0.002,0.002,0.004,0
414,49700,65000,1974,0.22,0.76,0.022,0.004,0.009,0.011,0.013,0.008,0.001,0.009,0.016,0.002,0.002,0.002,0.004,0
415,51500,66500,1974,0.22,0.76,0.022,0.004,0.009,0.011,0.013,0.008,0.001,0.009,0.016,0.002,0.002,0.002,0.004,0
416,53500,68500,1969,0.278,0.841,0.016,0.028,0.009,0.001,0.04,0.009,0.002,0.015,0.017,0,0.002,0.002,0,0
417,54500,79500,1949,0.269,0.981,0.027,0.02,0.022,0.003,0.031,0.007,0.002,0.02,0.033,0.006,0.002,0.002,0.007,0
418,57400,78500,1967,0.156,1.07,0.017,0.037,0.019,0.001,0.03,0.009,0,0.048,0.098,0.006,0.001,0.024,0.007,0
419,58100,82700,1967,0.242,1.16,0.018,0.039,0.017,0.001,0.022,0.005,0,0.016,0.036,0.003,0.001,0.001,0.006,0
420,63300,80900,1967,0.157,1.07,0.015,0.037,0.019,0.001,0.03,0.009,0,0.048,0.098,0.006,0.001,0.023,0.007,0
421,63500,82500,1975,0.224,1.18,0.013,0.017,0.009,0.002,0.055,0.006,0.051,0.042,0.028,0.002,0,0.027,0.002,0
422,63500,87000,1973,0.245,1.24,0.02,0.021,0.011,0.008,0.023,0.009,0,0.043,0.034,0.001,0.001,0.019,0.001,0
423,69500,82000,1968,0.22,1.1,0.015,0.03,0.016,0.002,0.019,0.002,0.002,0.018,0.083,0.002,0.001,0.014,0.022,0
424,71000,95000,2006,0.047,1.7,0.002,0.215,0.011,0.048,0.069,0.191,0.006,0.118,0.234,0.014,0.019,0.074,0.009,0
425,75000,90500,2006,0.036,1.66,0.004,0.177,0.009,0.031,0.059,0.189,0.005,0.122,0.24,0.016,0.018,0.067,0.009,0
426,78500,89500,2006,0.036,1.66,0.004,0.177,0.009,0.031,0.059,0.189,0.005,0.122,0.24,0.016,0.018,0.067,0.009,0
427,87000,95500,2006,0.047,1.7,0.002,0.215,0.011,0.048,0.069,0.191,0.006,0.118,0.234,0.014,0.019,0.074,0.009,0
428,45600,69000,1978,0.281,1.22,0.013,0.015,0.005,0.007,0.021,0.005,0.002,0.016,0.021,0.002,0.002,0.002,0.006,0
429,52500,80500,1943,0.338,0.517,0.03,0.069,0.036,0.003,0.039,0.007,0,0.026,0.054,0.006,0.002,0.001,0.005,0
430,55000,73500,1960,0.173,0.95,0.026,0.307,0.024,0.033,0.068,0.012,0,0.052,0.125,0.011,0.002,0.001,0.018,0
431,57500,77500,1960,0.188,0.919,0.025,0.314,0.018,0.039,0.068,0.015,0,0.056,0.139,0.014,0.002,0.001,0.019,0
432,39100,55500,1953,0.059,0.334,0.056,0.003,0.098,0.003,0.006,0.004,0.005,0.004,0.005,0.001,0.002,0.001,0.003,0
433,39800,61500,1940,0.132,0.451,0.015,0.004,0.006,0,0.018,0.003,0,0.012,0.035,0.005,0.002,0.001,0.005,0
434,47400,71000,1960,0.25,0.69,0.025,0.013,0.006,0.073,0.016,0.008,0.001,0.029,0.081,0.016,0.002,0.002,0.013,0
435,48200,71500,1964,0.187,1.27,0.027,0.354,0.009,0.026,0.032,0.009,0.002,0.076,0.225,0.014,0.003,0.003,0.01,0
436,48800,60000,1953,0.059,0.334,0.056,0.003,0.098,0.003,0.006,0.004,0.005,0.004,0.005,0.001,0.002,0.001,0.003,0
437,49600,69500,1964,0.191,1.29,0.03,0.363,0.009,0.029,0.032,0.009,0.003,0.075,0.22,0.015,0.002,0.003,0.01,0
438,52000,66000,1959,0.213,0.67,0.032,0.005,0.011,0.007,0.04,0.028,0,0.051,0.08,0.01,0.001,0.001,0.003,0
439,53000,73000,1954,0.25,0.77,0.02,0.005,0.012,0.03,0.027,0.007,0.001,0.009,0.016,0.002,0.002,0.002,0.005,0
440,53000,86500,1954,0.231,1.16,0.016,0.104,0.016,0.021,0.049,0.021,0,0.051,0.05,0.004,0.001,0.001,0.004,0
441,53500,70000,1940,0.142,0.68,0.02,0.005,0.007,0.002,0.048,0.007,0,0.047,0.047,0.008,0.001,0.001,0.001,0
442,54000,68000,1960,0.177,0.47,0.026,0.184,0.028,0.016,0.042,0.008,0.001,0.041,0.096,0.008,0.002,0.002,0.019,0
443,55000,73000,1954,0.27,0.86,0.021,0.004,0.016,0.022,0.023,0.007,0.002,0.01,0.022,0.002,0.002,0.002,0.005,0
444,55000,81000,1972,0.258,1.19,0.014,0.022,0.012,0.003,0.047,0.009,0.001,0.041,0.066,0.004,0.001,0.019,0.003,0
445,55500,71500,1961,0.247,0.848,0.021,0.03,0.007,0.006,0.042,0.012,0.002,0.032,0.06,0.004,0.002,0.004,0.006,0
446,56000,76000,1954,0.27,0.89,0.022,0.004,0.011,0.017,0.019,0.016,0.002,0.013,0.02,0.003,0.002,0.002,0.005,0
447,56000,79500,1960,0.307,1.09,0.019,0.065,0.015,0.003,0.023,0.008,0.002,0.02,0.034,0.003,0.002,0.002,0.004,0
448,57000,71500,1959,0.207,0.67,0.016,0.004,0.006,0.006,0.033,0.014,0,0.029,0.06,0.008,0.001,0.001,0.003,0
449,57000,70500,1959,0.243,0.71,0.025,0.004,0.008,0.007,0.031,0.027,0,0.029,0.045,0.004,0.001,0.001,0.004,0
450,57500,78000,1972,0.232,1.15,0.012,0.013,0.007,0.004,0.02,0.007,0.001,0.019,0.018,0.001,0.001,0.016,0.002,0
451,58000,72500,1973,0.186,1.1,0.021,0.034,0.006,0.001,0.011,0.001,0.001,0.01,0.01,0,0.001,0.025,0.004,0
452,58000,72500,1954,0.225,0.85,0.018,0.006,0.013,0.009,0.021,0.004,0,0.01,0.017,0.001,0.001,0.001,0.002,0
453,58500,78500,1963,0.249,0.785,0.018,0.043,0.028,0.002,0.02,0.008,0,0.054,0.127,0.01,0.001,0.001,0.011,0
454,58500,72000,1954,0.25,0.92,0.02,0.006,0.012,0.006,0.025,0.005,0,0.012,0.016,0.001,0.001,0.001,0.002,0
455,59000,86500,1961,0.274,1.23,0.025,0.218,0.032,0.019,0.032,0.012,0.003,0.068,0.383,0.014,0.003,0.003,0.012,0
456,60000,85000,1961,0.288,1.18,0.019,0.029,0.026,0.002,0.022,0.018,0.003,0.068,0.346,0.009,0.002,0.003,0.011,0
457,61000,85500,1961,0.268,1.17,0.026,0.037,0.027,0.001,0.025,0.017,0.003,0.078,0.395,0.008,0.002,0.003,0.013,0
458,61500,82000,1961,0.306,1.02,0.025,0.041,0.008,0.015,0.013,0.011,0.002,0.011,0.014,0.001,0.009,0.001,0.006,0
459,61500,81500,1961,0.314,1.05,0.028,0.043,0.009,0.015,0.013,0.012,0.003,0.011,0.014,0.002,0.012,0.002,0.006,0
460,61500,88500,1961,0.266,1.17,0.02,0.038,0.029,0.002,0.024,0.02,0.003,0.097,0.418,0.012,0.002,0.004,0.013,0
461,62500,93000,1961,0.279,1.15,0.02,0.04,0.029,0.004,0.035,0.015,0.003,0.07,0.357,0.01,0.002,0.004,0.012,0
462,63000,87500,1961,0.275,1.25,0.023,0.068,0.027,0.001,0.028,0.017,0.004,0.105,0.364,0.012,0.003,0.004,0.012,0
463,63500,83000,1969,0.25,1.05,0.014,0.008,0.008,0.001,0.026,0.006,0.04,0.016,0.148,0.008,0.001,0.001,0.021,0
464,66000,90500,1966,0.253,1.23,0.011,0.022,0.028,0.004,0.029,0.007,0,0.025,0.432,0.005,0.002,0.001,0.01,0
465,70500,83000,1993,0.065,1.16,0.004,0.194,0.012,0.033,0.022,0.006,0.006,0.011,0.009,0.001,0.002,0.04,0.002,0
466,73500,88000,1977,0.055,1.05,0.014,0.034,0.008,0.05,0.028,0.003,0.002,0.021,0.028,0.002,0.001,0.063,0.003,0
467,78500,91000,2013,0.051,1.59,0.002,0.265,0.013,0.044,0.036,0.013,0.034,0.023,0.029,0.002,0.016,0.08,0.005,0
468,81500,93000,2013,0.048,1.59,0.002,0.286,0.014,0.04,0.035,0.011,0.035,0.013,0.023,0.002,0.014,0.076,0.003,0
469,83500,97500,2012,0.048,1.55,0.002,0.251,0.011,0.021,0.056,0.024,0.068,0.054,0.13,0.009,0.003,0.053,0.006,0
470,87000,98500,2012,0.042,1.58,0.003,0.246,0.011,0.02,0.047,0.02,0.073,0.048,0.132,0.009,0.004,0.051,0.006,0
471,46800,69500,1950,0.21,0.46,0.026,0.12,0.009,0.002,0.025,0.007,0.001,0.07,0.18,0.026,0.002,0.003,0.023,0
472,60500,80000,1975,0.237,1.33,0.02,0.013,0.009,0.005,0.015,0.014,0.036,0.012,0.012,0.001,0.002,0.03,0.006,0
473,67500,82500,2002,0.051,1.07,0.006,0.196,0.007,0.033,0.018,0.006,0.004,0.006,0.01,0.002,0.003,0.04,0.003,0
474,68000,84500,1981,0.058,1.03,0.014,0.021,0.008,0.038,0.018,0.007,0,0.019,0.029,0.001,0.001,0.056,0,0
475,70000,86000,1981,0.053,1.05,0.02,0.021,0.005,0.039,0.023,0.007,0,0.014,0.02,0,0.001,0.06,0.001,0
476,70000,86000,1981,0.055,1.06,0.02,0.022,0.005,0.039,0.023,0.007,0,0.014,0.02,0.001,0.001,0.06,0.001,0
477,72000,82500,1981,0.05,1.01,0.014,0.023,0.006,0.053,0.023,0.009,0.002,0.013,0.025,0.002,0.002,0.055,0.005,0
478,73000,82000,2002,0.054,1.08,0.005,0.198,0.007,0.033,0.019,0.006,0.004,0.007,0.011,0.002,0.003,0.041,0.003,0
479,75500,87000,1981,0.064,1.03,0.02,0.024,0.006,0.042,0.013,0.009,0.002,0.011,0.02,0.002,0.002,0.063,0.004,0
480,77000,86500,2002,0.054,1.08,0.005,0.198,0.007,0.033,0.019,0.006,0.004,0.007,0.011,0.002,0.003,0.041,0.003,0
481,78000,83000,2002,0.051,1.07,0.006,0.196,0.007,0.033,0.018,0.006,0.004,0.006,0.01,0.002,0.003,0.04,0.003,0
482,38500,46800,1962,0.052,0.363,0.012,0.004,0.003,0.001,0.02,0.007,0,0.031,0.049,0.002,0.001,0.001,0.002,1
483,40400,53200,1962,0.075,0.405,0.008,0.008,0.005,0.004,0.022,0.009,0,0.033,0.074,0.009,0.001,0.001,0.003,1
484,40800,67400,2007,0.224,1.15,0.022,0.462,0.019,0.069,0.386,0.07,0.001,0.151,0.103,0.006,0.002,0.001,0.015,0
485,42400,66500,1957,0.222,0.766,0.027,0.035,0.007,0.004,0.011,0.006,0.001,0.029,0.112,0.014,0.002,0.001,0.008,0
486,46100,62500,1958,0.16,0.66,0.018,0.009,0.005,0.001,0.13,0.004,0.001,0.008,0.24,0.002,0.002,0.002,0.006,0
487,46500,72000,1954,0.243,0.789,0.024,0.065,0.01,0.002,0.03,0.006,0,0.011,0.018,0.001,0.005,0.001,0.005,0
488,46600,71500,1971,0.207,0.627,0.015,0.189,0.006,0.032,0.022,0.004,0.001,0.005,0.008,0.002,0.002,0.003,0.005,0
489,47200,66500,1958,0.215,0.656,0.027,0.006,0.006,0,0.124,0.005,0.001,0.008,0.24,0.002,0.002,0.001,0.006,0
490,47500,77000,1963,0.306,1.3,0.019,0.038,0.011,0.004,0.063,0.025,0.054,0.034,0.038,0.003,0.001,0.001,0.017,0
491,47600,69500,1958,0.25,0.83,0.019,0.005,0.007,0.002,0.15,0.005,0.002,0.013,0.26,0.004,0.002,0.002,0.006,0
492,47700,72500,2000,0.188,0.936,0.004,0.231,0.011,0.045,0.013,0.004,0.003,0.032,0.032,0.002,0.003,0.001,0.011,0
493,47900,66000,1950,0.26,0.79,0.02,0.012,0.012,0.004,0.033,0.012,0.002,0.032,0.075,0.008,0.002,0.003,0.006,0
494,48700,80000,1963,0.306,1.3,0.019,0.038,0.011,0.004,0.063,0.025,0.054,0.034,0.038,0.003,0.001,0.001,0.017,0
495,49100,63500,1958,0.246,0.895,0.025,0.007,0.008,0.001,0.159,0.003,0.001,0.015,0.328,0.003,0.001,0.001,0.005,0
496,49200,68500,1958,0.234,0.68,0.021,0.008,0.006,0.001,0.139,0.003,0,0.012,0.256,0.001,0.001,0.001,0.002,0
497,49300,75500,1954,0.237,0.785,0.024,0.065,0.01,0.002,0.03,0.006,0,0.011,0.017,0.001,0.005,0.001,0.005,0
498,49400,69000,1958,0.23,0.68,0.012,0.009,0.005,0.001,0.136,0.004,0.001,0.008,0.234,0.002,0.002,0.002,0.005,0
499,49800,70500,1958,0.26,0.69,0.013,0.005,0.005,0,0.14,0.004,0.001,0.008,0.25,0.002,0.002,0.001,0.005,0
500,49900,65000,1958,0.165,0.689,0.015,0.004,0.004,0.001,0.14,0.009,0.002,0.023,0.192,0.003,0.002,0.003,0.005,0
501,49900,68000,1958,0.219,0.678,0.015,0.004,0.005,0,0.119,0.005,0.001,0.013,0.202,0.002,0.002,0.001,0.005,0
502,50000,69500,1958,0.228,0.605,0.023,0.004,0.006,0,0.121,0.004,0.001,0.01,0.235,0.002,0.002,0.001,0.005,0
503,50000,72000,1954,0.208,0.766,0.016,0.064,0.009,0.007,0.03,0.006,0,0.011,0.017,0.001,0.005,0.001,0.005,0
504,50500,66000,1950,0.27,0.78,0.03,0.003,0.012,0.001,0.028,0.011,0.001,0.036,0.13,0.015,0.002,0.002,0.006,0
505,50500,64500,1958,0.178,0.68,0.015,0.003,0.006,0,0.146,0.012,0.001,0.022,0.216,0.002,0.002,0.001,0.006,0
506,51000,68000,1954,0.216,0.432,0.027,0.032,0.007,0.003,0.017,0.005,0,0.027,0.073,0.007,0.001,0.001,0.003,0
507,51500,71500,1958,0.22,0.71,0.015,0.006,0.005,0.001,0.15,0.005,0.002,0.011,0.27,0.002,0.002,0.002,0.006,0
508,51500,68000,1958,0.21,0.64,0.014,0.008,0.004,0.001,0.12,0.004,0.001,0.008,0.24,0.002,0.002,0.001,0.006,0
509,51500,66000,1968,0.172,1.19,0.023,0.013,0.006,0.005,0.026,0.007,0.004,0.011,0.015,0.002,0.002,0.021,0.008,0
510,51500,75500,1954,0.318,0.852,0.029,0.071,0.013,0.002,0.031,0.006,0,0.012,0.018,0.001,0.006,0.001,0.005,0
511,51900,78700,1962,0.14,0.88,0.01,0.096,0.01,0.01,0.013,0.014,0.022,0.014,0.02,0,0,0,0,0
512,52000,69000,1958,0.252,0.801,0.017,0.004,0.008,0,0.019,0.005,0.001,0.008,0.313,0.002,0.002,0.001,0.005,0
513,52000,67500,1958,0.241,0.659,0.016,0.005,0.005,0,0.118,0.004,0.001,0.008,0.257,0.002,0.002,0.001,0.005,0
514,52500,72000,1957,0.231,0.84,0.022,0.036,0.009,0.005,0.016,0.005,0,0.024,0.101,0.009,0.002,0.001,0.003,0
515,52700,79000,1962,0.14,0.88,0.01,0.096,0.01,0.01,0.013,0.014,0.022,0.014,0.02,0,0,0,0,0
516,53000,71000,1958,0.26,0.709,0.014,0.008,0.005,0.001,0.153,0.003,0,0.011,0.266,0.001,0.001,0.001,0.004,0
517,53500,73000,1958,0.32,0.78,0.016,0.007,0.005,0.001,0.154,0.005,0.002,0.01,0.279,0.003,0.002,0.002,0.006,0
518,53500,71000,1958,0.22,0.63,0.016,0.005,0.005,0.001,0.147,0.009,0.001,0.028,0.158,0.006,0.002,0.002,0.006,0
519,53500,71500,1958,0.185,0.645,0.016,0.004,0.004,0,0.135,0.004,0.001,0.007,0.209,0.001,0.002,0.001,0.005,0
520,53500,64000,1968,0.17,0.987,0.016,0.009,0.006,0.002,0.02,0.006,0.013,0.019,0.014,0.001,0.002,0,0.006,0
521,54000,74500,1959,0.19,0.75,0.011,0.006,0.008,0.001,0.16,0.007,0.002,0.008,0.27,0.002,0.002,0.002,0.004,0
522,54000,72000,1958,0.27,0.83,0.012,0.004,0.005,0.001,0.141,0.006,0.002,0.01,0.208,0.003,0.002,0.002,0.006,0
523,54000,70500,1958,0.205,0.641,0.019,0.006,0.005,0.002,0.136,0.002,0,0.013,0.246,0.002,0.001,0.001,0.005,0
524,54000,69500,1958,0.238,0.748,0.021,0.01,0.005,0.001,0.113,0.004,0,0.012,0.22,0.001,0.001,0.001,0.002,0
525,54000,71000,1958,0.197,0.712,0.009,0.006,0.005,0.001,0.144,0.002,0,0.009,0.284,0.001,0.001,0.001,0.003,0
526,54000,71000,1958,0.231,0.732,0.021,0.008,0.005,0.001,0.112,0.004,0,0.012,0.223,0.001,0.001,0.001,0.002,0
527,54500,70000,1958,0.25,0.57,0.015,0.004,0.005,0.001,0.118,0.004,0.001,0.009,0.201,0.002,0.002,0.002,0.0006,0
528,54500,69500,1958,0.249,0.71,0.01,0.007,0.004,0.001,0.152,0.001,0.001,0.017,0.257,0.003,0.001,0.002,0.004,0
529,54500,68500,1958,0.241,0.736,0.014,0.008,0.005,0.001,0.136,0,0.001,0.011,0.268,0.003,0,0.001,0.004,0
530,55000,80500,1958,0.28,0.872,0.017,0.005,0.006,0.001,0.177,0.007,0.002,0.014,0.29,0.002,0.002,0.001,0.006,0
531,55000,68000,1954,0.215,0.604,0.016,0.007,0.011,0,0.023,0.004,0,0.019,0.042,0.004,0,0.001,0.005,0
532,55500,75500,1957,0.249,1.05,0.026,0.045,0.009,0.002,0.017,0.003,0.001,0.025,0.106,0.013,0.001,0.002,0.006,0
533,55500,74500,1958,0.219,0.677,0.021,0.006,0.005,0.001,0.148,0.001,0,0.009,0.231,0.001,0.001,0.001,0.004,0
534,55500,71000,1958,0.173,0.652,0.019,0.006,0.004,0.001,0.135,0.002,0,0.009,0.195,0.001,0.001,0.001,0.003,0
535,55500,74500,1954,0.237,0.621,0.028,0.055,0.008,0.003,0.036,0.011,0,0.074,0.237,0.022,0.001,0.001,0.007,0
536,56000,73500,1958,0.26,0.76,0.018,0.015,0.005,0.001,0.15,0.008,0.002,0.015,0.3,0.002,0.002,0.002,0.006,0
537,56000,76500,1958,0.268,0.773,0.017,0.006,0.007,0.001,0.186,0.002,0.001,0.01,0.271,0.002,0.001,0.001,0.005,0
538,56500,74500,1958,0.216,0.559,0.016,0.004,0.004,0.002,0.138,0.01,0.002,0.024,0.214,0.004,0.002,0.004,0.006,0
539,57000,72500,1958,0.253,0.784,0.015,0.007,0.008,0.004,0.161,0.007,0.002,0.017,0.282,0.003,0.002,0.003,0.007,0
540,57000,76500,1958,0.293,0.905,0.028,0.004,0.008,0.002,0.15,0.007,0.002,0.014,0.317,0.003,0.002,0.001,0.006,0
541,57000,77500,1941,0.237,0.59,0.032,0.05,0.007,0.001,0.021,0.005,0,0.047,0.141,0.019,0.001,0.001,0.008,0
542,57000,79000,1961,0.267,1.17,0.015,0.041,0.028,0.001,0.026,0.008,0.001,0.058,0.423,0.021,0.001,0.001,0.01,0
543,58000,74000,1954,0.234,0.96,0.022,0.058,0.014,0.002,0.025,0.004,0.002,0.044,0.146,0.02,0.001,0.002,0.009,0
544,58275,82850,1985,0.218,1.01,0.006,0.021,0.008,0.036,0.023,0.004,0,0.01,0.013,0.001,0.001,0.001,0.001,0
545,58500,77000,1961,0.256,1.15,0.02,0.035,0.026,0.002,0.02,0.009,0.001,0.056,0.39,0.013,0.001,0.001,0.01,0
546,58500,81000,1961,0.255,1.17,0.017,0.034,0.026,0.001,0.021,0.008,0.001,0.054,0.386,0.01,0.001,0.001,0.01,0
547,59000,77000,1954,0.267,0.86,0.018,0.007,0.012,0.01,0.024,0.005,0,0.026,0.042,0.004,0.001,0.001,0.005,0
548,59500,84500,1961,0.256,1.16,0.017,0.034,0.028,0.001,0.02,0.008,0.001,0.056,0.396,0.014,0.001,0.001,0.009,0
549,60000,79000,1958,0.29,0.81,0.015,0.005,0.005,0.003,0.174,0.011,0.002,0.032,0.359,0.005,0.002,0.002,0.007,0
550,60000,76000,1958,0.267,0.917,0.016,0.005,0.011,0.011,0.029,0.008,0.001,0.012,0.031,0.002,0.006,0.002,0.006,0
551,60000,76000,1951,0.205,0.686,0.02,0.007,0.007,0,0.023,0.007,0.001,0.023,0.094,0.007,0.002,0.001,0.006,0
552,60000,74500,1958,0.219,0.677,0.021,0.006,0.005,0.001,0.148,0.001,0,0.009,0.231,0.001,0.001,0.001,0.004,0
553,61000,84000,1961,0.27,1.19,0.023,0.048,0.03,0.001,0.028,0.013,0.003,0.076,0.402,0.022,0.002,0.002,0.01,0
554,61000,84500,1961,0.271,1.08,0.032,0.041,0.037,0.001,0.088,0.013,0.002,0.079,0.404,0.018,0.001,0.001,0.01,0
555,67000,81000,1961,0.253,1.25,0.024,0.043,0.034,0.001,0.03,0.01,0.002,0.145,0.428,0.016,0.001,0.001,0.01,0
556,61000,84500,1961,0.266,1.19,0.024,0.034,0.03,0.002,0.021,0.008,0.001,0.052,0.385,0.013,0.001,0.001,0.009,0
557,62000,84000,1961,0.205,1.37,0.037,0.026,0.011,0.002,0.032,0.008,0.002,0.061,0.22,0.012,0.001,0.001,0.01,0
558,63000,85000,1961,0.271,1.14,0.016,0.033,0.025,0.001,0.02,0.011,0.002,0.05,0.37,0.01,0.002,0.002,0.011,0
559,63000,73500,1958,0.241,0.736,0.014,0.008,0.005,0.001,0.136,0,0.001,0.011,0.268,0.003,0,0.001,0.004,0
560,63500,90500,1961,0.275,1.15,0.015,0.039,0.024,0.002,0.028,0.012,0.003,0.061,0.397,0.011,0.002,0.002,0.01,0
561,63500,87500,1961,0.269,1.15,0.024,0.039,0.031,0.001,0.038,0.015,0.003,0.105,0.507,0.02,0.002,0.002,0.01,0
562,63500,89500,1961,0.278,1.21,0.029,0.053,0.027,0.002,0.058,0.012,0.002,0.079,0.402,0.024,0.001,0.001,0.008,0
563,64000,88500,1961,0.301,1.38,0.019,0.03,0.039,0.002,0.03,0.015,0.003,0.068,0.4,0.014,0.002,0.002,0.01,0
564,64000,88000,1961,0.249,1.14,0.028,0.046,0.033,0.001,0.053,0.015,0.001,0.107,0.404,0.016,0.001,0.001,0.009,0
565,64000,90500,1961,0.286,1.25,0.025,0.043,0.034,0.003,0.053,0.011,0.002,0.082,0.412,0.018,0.001,0.001,0.01,0
566,64500,89500,1961,0.304,1.21,0.021,0.038,0.031,0.001,0.036,0.016,0.003,0.124,0.418,0.017,0.002,0.002,0.011,0
567,64500,89000,1961,0.27,1.13,0.027,0.05,0.031,0.001,0.035,0.014,0.002,0.078,0.432,0.018,0.002,0.002,0.01,0
568,64500,84500,1961,0.282,1.15,0.021,0.035,0.029,0.002,0.02,0.008,0.001,0.05,0.414,0.018,0.001,0.001,0.009,0
569,65000,79000,1973,0.201,0.737,0.014,0.014,0.008,0.008,0.023,0.006,0.001,0.036,0.054,0.002,0.002,0.028,0.012,0
570,65000,84500,1961,0.249,1.11,0.037,0.056,0.028,0.002,0.053,0.012,0.001,0.084,0.436,0.017,0.001,0.001,0.009,0
571,66500,95500,1961,0.278,1.15,0.015,0.037,0.029,0,0.028,0.013,0.002,0.062,0.407,0.012,0.002,0.002,0.011,0
572,68500,75000,1954,0.216,0.432,0.027,0.032,0.007,0.003,0.017,0.005,0,0.027,0.073,0.007,0.001,0.001,0.003,0
573,72500,91000,1971,0.204,0.729,0.016,0.01,0.006,0.009,0.02,0.004,0.001,0.033,0.03,0.001,0.002,0.03,0.013,0
574,41100,62000,1939,0.165,0.433,0.025,0.046,0.017,0.008,0.012,0.004,0,0.014,0.029,0.003,0.001,0.001,0.008,0
575,42800,71500,1930,0.299,0.53,0.03,0.073,0.012,0.029,0.033,0.014,0.001,0.039,0.052,0.009,0.002,0.002,0.005,0
