name,Yield_Strength,Tensile_Strength,Pipe Vintage,%C,%Mn,%S,%Si,%P,%Al,%Cr,%Mo,%V,%Ni,%Cu,%Sn,%Ti,%Nb,%Co,Grade_Early_bin
1157,53232,69271,1958,0.293,0.733,0.014,0.007,0.005,0.001,0.149,0.005,0,0.017,0.268,0.001,0.001,0.001,0.003,0
1158,54187,68674,1958,0.293,0.733,0.014,0.007,0.005,0.001,0.149,0.005,0,0.017,0.268,0.001,0.001,0.001,0.003,0
1159,57500,70200,1954,0.182,0.514,0.025,0.031,0.005,0.008,0.042,0.017,0,0.078,0.254,0.019,0.001,0.001,0.006,0
1160,54400,67200,1954,0.228,0.589,0.027,0.038,0.004,0.001,0.068,0.021,0,0.086,0.283,0.026,0.001,0.001,0.007,0
1161,52700,67700,1954,0.216,0.548,0.018,0.037,0.004,0.002,0.058,0.019,0,0.068,0.171,0.014,0.001,0.001,0.006,0
1162,50700,65300,1954,0.183,0.485,0.036,0.029,0.004,0.011,0.044,0.02,0,0.072,0.244,0.03,0.001,0.001,0.008,0
1163,54200,65200,1954,0.203,0.523,0.024,0.031,0.008,0.002,0.067,0.022,0,0.076,0.202,0.018,0.001,0.001,0.007,0
1164,48574,80225,1953,0.267,0.654,0.032,0.045,0.011,0.022,0.022,0.004,0,0.009,0.011,0.001,0.006,0.001,0.004,0
1165,47682,73044,1953,0.283,0.538,0.016,0.153,0.018,0.018,0.02,0.009,0,0.023,0.036,0.003,0.001,0.001,0.003,0
1166,52100,69100,1968,0.223,0.571,0.015,0.01,0.005,0.004,0.035,0.015,0,0.074,0.107,0.007,0.001,0.001,0.007,0
1167,50700,69700,1968,0.239,0.617,0.019,0.017,0.009,0.002,0.045,0.008,0,0.039,0.102,0.005,0.001,0.001,0.007,0
1168,54800,73900,1968,0.286,0.642,0.024,0.014,0.008,0.001,0.031,0.01,0,0.049,0.089,0.006,0.001,0.001,0.007,0
1169,54300,72900,1968,0.283,0.63,0.019,0.013,0.008,0.002,0.031,0.009,0,0.048,0.087,0.006,0.001,0.001,0.007,0
1170,52136,67127,1997,0.253,0.726,0.002,0.133,0.007,0.046,0.01,0.006,0,0.018,0.069,0.002,0.002,0.001,0.002,0
1171,53481,67079,1997,0.246,0.722,0.002,0.132,0.007,0.046,0.01,0.006,0,0.018,0.068,0.002,0.002,0.001,0.002,0
1172,53005,67131,1966,0.258,0.888,0.02,0.013,0.009,0.002,0.009,0.005,0,0.008,0.006,0.001,0.001,0.001,0.002,0
1173,66754,79601,1966,0.258,0.861,0.021,0.012,0.009,0.001,0.009,0.005,0,0.009,0.006,0.001,0.001,0.001,0.002,0
1174,64440,77767,1966,0.257,0.879,0.018,0.013,0.009,0.003,0.009,0.005,0,0.008,0.006,0.001,0.001,0.001,0.002,0
1175,67649,80008,1997,0.208,0.846,0.015,0.028,0.007,0.002,0.015,0.009,0,0.02,0.028,0.002,0.001,0.001,0.008,0
1176,51500,67000,1967,0.209,0.809,0.024,0.014,0.008,0.039,0.019,0.004,0,0.011,0.071,0.001,0.001,0.001,0.023,0
1177,48000,64500,1967,0.209,0.809,0.024,0.014,0.008,0.039,0.019,0.004,0,0.011,0.071,0.001,0.001,0.001,0.023,0
1178,48700,66000,1967,0.209,0.809,0.024,0.014,0.008,0.039,0.019,0.004,0,0.011,0.071,0.001,0.001,0.001,0.023,0
1179,51000,66000,1967,0.209,0.809,0.024,0.014,0.008,0.039,0.019,0.004,0,0.011,0.071,0.001,0.001,0.001,0.023,0
1180,52500,65500,1967,0.209,0.809,0.024,0.014,0.008,0.039,0.019,0.004,0,0.011,0.071,0.001,0.001,0.001,0.023,0
1181,51500,64500,1967,0.209,0.809,0.024,0.014,0.008,0.039,0.019,0.004,0,0.011,0.071,0.001,0.001,0.001,0.023,0
1182,73268,74913,2014,0.053,1.03,0.001,0.17,0.006,0.025,0.009,0.003,0,0.008,0.008,0.001,0.001,0.02,0.004,0
1183,58595,67924,1977,0.203,0.963,0.018,0.022,0.008,0.04,0.025,0.006,0,0.012,0.012,0,0.002,0.001,0.001,0
1184,36120,51352,1948,0.048,0.33,0.008,0.004,0.003,0.001,0.03,0.009,0,0.025,0.022,0.002,0.001,0.001,0.002,0
1185,35548,51030,1948,0.048,0.33,0.008,0.004,0.003,0.001,0.03,0.009,0,0.025,0.022,0.002,0.001,0.001,0.002,0
1186,34476,49733,1948,0.048,0.33,0.008,0.004,0.003,0.001,0.03,0.009,0,0.025,0.022,0.002,0.001,0.001,0.002,0
1187,35309,50591,1948,0.038,0.378,0.013,0.005,0.013,0.001,0.025,0.012,0,0.031,0.022,0.001,0.001,0.001,0.003,0
1188,33401,49099,1948,0.038,0.378,0.013,0.005,0.013,0.001,0.025,0.012,0,0.031,0.022,0.001,0.001,0.001,0.003,0
1189,33065,49868,1948,0.038,0.378,0.013,0.005,0.013,0.001,0.025,0.012,0,0.031,0.022,0.001,0.001,0.001,0.003,0
1190,33217,45492,1948,0.048,0.33,0.008,0.004,0.003,0.001,0.03,0.009,0,0.025,0.022,0.002,0.001,0.001,0.002,0
1191,34015,45814,1948,0.048,0.33,0.008,0.004,0.003,0.001,0.03,0.009,0,0.025,0.022,0.002,0.001,0.001,0.002,0
1192,34073,46183,1948,0.048,0.33,0.008,0.004,0.003,0.001,0.03,0.009,0,0.025,0.022,0.002,0.001,0.001,0.002,0
1193,35448,48143,1948,0.038,0.378,0.013,0.005,0.013,0.001,0.025,0.012,0,0.031,0.022,0.001,0.001,0.001,0.003,0
1194,35619,47387,1948,0.038,0.378,0.013,0.005,0.013,0.001,0.025,0.012,0,0.031,0.022,0.001,0.001,0.001,0.003,0
1195,35184,46681,1948,0.038,0.378,0.013,0.005,0.013,0.001,0.025,0.012,0,0.031,0.022,0.001,0.001,0.001,0.003,0
1196,60587,78012,1963,0.232,1.187,0.022,0.065,0.012,0.001,0.02,0.007,0,0.063,0.089,0.005,0.001,0.001,0.012,0
1197,61966,70353,1963,0.179,1.197,0.023,0.078,0.009,0.001,0.019,0.006,0,0.054,0.063,0.003,0.001,0.001,0.016,0
1198,62541,70531,1963,0.185,1.162,0.018,0.071,0.009,0.001,0.015,0.005,0,0.049,0.044,0.002,0.001,0.001,0.016,0
1199,58982,70016,1963,0.19,1.075,0.022,0.037,0.013,0.001,0.023,0.005,0,0.04,0.045,0.004,0.001,0.001,0.013,0
1200,65140,82151,1963,0.23,1.188,0.026,0.065,0.013,0.001,0.021,0.007,0,0.062,0.089,0.006,0.001,0.001,0.012,0
1201,63136,79222,1963,0.232,1.188,0.023,0.082,0.022,0.001,0.021,0.007,0,0.058,0.064,0.005,0.001,0.001,0.017,0
1202,66989,79900,1963,0.184,1.297,0.018,0.029,0.007,0.073,0.02,0.009,0,0.038,0.109,0.01,0.001,0.002,0.011,0
1203,62828,79135,1963,0.224,1.165,0.02,0.079,0.02,0.001,0.021,0.007,0,0.057,0.065,0.004,0.001,0.001,0.016,0
1204,60815,78056,1963,0.243,1.163,0.019,0.085,0.014,0.001,0.023,0.005,0,0.046,0.062,0.004,0.001,0.001,0.014,0
1205,49457,74336,1970,0.199,1.12,0.012,0.202,0.009,0.012,0.013,0.006,0.059,0.015,0.006,0,0.001,0.001,0.005,0
1206,47817,76060,1970,0.199,1.12,0.012,0.202,0.009,0.012,0.013,0.006,0.059,0.015,0.006,0,0.001,0.001,0.005,0
1207,47724,71422,1960,0.256,0.844,0.024,0.04,0.006,0.007,0.022,0.007,0,0.008,0.009,0,0.007,0.001,0.004,0
1208,48515,77801,1960,0.23,0.863,0.023,0.134,0.013,0.001,0.034,0.016,0,0.048,0.04,0.003,0.001,0.001,0.003,0
1209,44585,75184,1960,0.243,0.87,0.023,0.148,0.012,0.001,0.031,0.016,0,0.046,0.033,0.003,0.001,0.001,0.003,0
1210,52852,83443,1960,0.253,0.919,0.024,0.147,0.01,0.002,0.028,0.016,0,0.045,0.033,0.003,0.001,0.001,0.003,0
1211,50837,81469,1957,0.3,0.954,0.022,0.051,0.009,0.013,0.023,0.005,0,0.011,0.01,0.001,0.003,0.001,0.004,0
1212,49364,77701,1957,0.274,0.989,0.023,0.117,0.012,0.014,0.02,0.02,0,0.013,0.016,0.001,0.005,0.001,0.004,0
1213,46732,73596,1937,0.245,0.783,0.028,0.052,0.013,0.036,0.01,0.003,0.003,0.007,0.013,0.002,0,0.001,0.003,0
1214,55476,74505,1937,0.245,0.783,0.028,0.052,0.013,0.036,0.01,0.003,0.003,0.007,0.013,0.002,0,0.001,0.003,0
1215,51344,74873,1959,0.261,0.892,0.024,0.018,0.006,0.021,0.016,0.007,0,0.029,0.089,0.008,0.001,0.001,0.007,0
1216,57411,76739,1959,0.244,0.883,0.022,0.018,0.006,0.007,0.016,0.007,0,0.029,0.088,0.007,0.001,0.001,0.007,0
1217,53311,75879,1959,0.279,0.87,0.019,0.019,0.006,0.006,0.021,0.006,0,0.02,0.038,0.005,0.001,0.002,0.009,0
1218,50573,73656,1959,0.278,0.867,0.017,0.022,0.009,0.004,0.018,0.005,0,0.018,0.036,0.004,0.001,0.002,0.008,0
1219,48633,69600,1959,0.29,0.808,0.028,0.015,0.007,0.004,0.018,0.005,0,0.029,0.112,0.01,0.001,0.001,0.007,0
1220,49124,69045,1959,0.26,0.826,0.021,0.017,0.008,0.002,0.018,0.005,0,0.026,0.111,0.008,0.001,0.001,0.007,0
1221,50303,72375,1959,0.267,0.782,0.03,0.016,0.008,0.006,0.019,0.007,0,0.028,0.11,0.013,0.001,0.001,0.008,0
1222,51081,70091,1959,0.266,0.781,0.018,0.016,0.007,0.001,0.024,0.004,0,0.018,0.047,0.004,0.001,0.001,0.007,0
1223,52572,73303,1959,0.268,0.84,0.016,0.015,0.006,0.005,0.02,0.005,0,0.019,0.038,0.004,0.001,0.001,0.007,0
1224,48263,70828,1959,0.26,0.773,0.027,0.017,0.006,0.005,0.019,0.007,0,0.029,0.096,0.01,0.001,0.001,0.007,0
1225,44996,72838,1950,0.243,0.806,0.011,0.012,0.009,0.005,0.028,0.014,0,0.024,0.033,0.002,0.001,0.001,0.004,0
1226,53325,68877,1948,0.229,0.752,0.023,0.008,0.037,0.001,0.017,0.008,0,0.027,0.038,0.003,0.001,0.001,0.004,0
1227,59889,81372,1948,0.27,0.916,0.022,0.009,0.046,0.014,0.027,0.006,0,0.049,0.064,0.007,0.001,0.001,0.005,0
1228,58568,79832,1948,0.256,0.553,0.033,0.054,0.032,0.001,0.027,0.007,0,0.048,0.392,0.035,0.001,0.001,0.008,0
1229,55558,73242,1948,0.254,0.712,0.036,0.05,0.015,0.002,0.034,0.012,0,0.078,0.237,0.018,0.001,0.001,0.008,0
1230,59871,79909,1948,0.286,0.67,0.026,0.056,0.01,0.002,0.025,0.008,0,0.061,0.245,0.024,0.001,0.001,0.008,0
1231,59337,77256,1948,0.254,0.54,0.026,0.051,0.03,0.001,0.027,0.007,0,0.048,0.393,0.035,0.001,0.001,0.008,0
1232,63692,79102,1948,0.238,0.616,0.031,0.05,0.038,0.001,0.037,0.007,0,0.054,0.411,0.043,0.001,0.001,0.008,0
1233,49136,63969,1956,0.225,0.736,0.029,0.013,0.029,0.067,0.016,0.005,0,0.024,0.116,0.003,0.001,0.001,0.036,0
1234,53662,68462,1956,0.241,0.716,0.031,0.014,0.031,0.006,0.014,0.004,0,0.023,0.111,0.002,0.001,0.001,0.038,0
1235,41519,71107,1978,0.254,0.741,0.018,0.015,0.008,0.011,0.02,0.011,0.001,0.026,0.025,0.002,0.001,0,0.006,0
1236,54896,69026,1946,0.229,0.435,0.038,0.044,0.01,0.0004,0.039,0.007,0.004,0.029,0.036,0.003,0,0.001,0.004,0
1237,58731,72953,1946,0.229,0.435,0.038,0.044,0.01,0.0004,0.039,0.007,0.004,0.029,0.036,0.003,0,0.001,0.004,0
1238,53500,67000,1948,0.293,0.96,0.031,0.128,0.038,0.001,0.044,0.009,0,0.059,0.204,0.048,0.001,0.001,0.013,0
1239,60900,82200,1948,0.241,1.14,0.031,0.161,0.042,0.001,0.04,0.01,0,0.045,0.117,0.014,0.001,0.001,0.011,0
1240,60400,82200,1948,0.268,1.06,0.026,0.117,0.022,0.001,0.036,0.011,0,0.079,0.259,0.032,0,0.001,0.012,0
1241,64500,84900,1948,0.278,1.01,0.02,0.13,0.013,0.001,0.019,0.007,0,0.048,0.164,0.032,0,0.001,0.011,0
1242,49700,65900,1956,0.172,0.65,0.016,0.006,0.009,0.001,0.026,0.003,0,0.016,0.017,0.002,0,0.001,0.004,0
1243,59200,71300,1970,0.212,0.608,0.029,0.035,0.005,0.003,0.051,0.018,0,0.074,0.223,0.02,0.001,0.001,0.007,0
1244,57100,71100,1970,0.21,0.6,0.027,0.034,0.005,0.002,0.05,0.018,0,0.074,0.224,0.02,0.001,0.001,0.007,0
1245,51300,64700,1970,0.206,0.598,0.022,0.027,0.004,0.005,0.041,0.016,0,0.071,0.185,0.019,0.001,0.001,0.008,0
1246,57400,69400,1970,0.21,0.602,0.029,0.034,0.005,0.003,0.05,0.018,0,0.074,0.225,0.02,0.001,0.001,0.007,0
1247,52800,64300,1970,0.191,0.59,0.023,0.023,0.003,0.006,0.047,0.018,0,0.06,0.147,0.013,0.001,0.001,0.006,0
1248,50300,62200,1970,0.202,0.557,0.013,0.013,0.003,0.003,0.034,0.01,0,0.041,0.118,0.011,0.001,0.001,0.005,0
1249,53100,65000,1970,0.218,0.583,0.024,0.031,0.007,0.003,0.053,0.014,0,0.071,0.195,0.022,0.001,0.001,0.006,0
1250,57300,70600,1970,0.212,0.604,0.029,0.034,0.005,0.004,0.051,0.018,0,0.074,0.222,0.02,0.001,0.001,0.007,0
1251,54400,65400,1970,0.183,0.564,0.021,0.019,0.004,0.003,0.045,0.015,0,0.134,0.181,0.018,0.001,0.001,0.007,0
1252,42700,65800,1970,0.123,0.505,0.022,0.026,0.056,0.098,0.007,0.007,0,0.007,0.011,0.001,0.001,0.001,0.001,0
1253,62300,73700,1970,0.199,0.546,0.022,0.021,0.004,0.007,0.034,0.014,0,0.083,0.167,0.015,0.001,0.001,0.006,0
1254,65200,70248,1970,0.052,0.975,0.006,0.189,0.007,0.034,0.02,0.006,0,0.005,0.006,0.009,0.002,0.023,0,0
1255,61300,68600,1970,0.06,0.877,0.006,0.195,0.009,0.039,0.016,0.006,0,0.004,0.004,0.001,0.002,0.016,0,0
1256,49100,78000,1962,0.286,0.89,0.024,0.065,0.007,0.001,0.018,0.01,0,0.032,0.041,0.013,0.001,0.001,0.004,0
1257,47900,76000,1962,0.291,1.01,0.026,0.07,0.006,0.001,0.025,0.011,0,0.054,0.046,0.005,0.001,0.001,0.005,0
1258,83460,90873,2017,0.036,1.56,0.003,0.113,0.011,0.041,0.082,0.19,0.001,0.089,0.25,0.009,0.02,0.064,0.009,0
1259,82995,92531,2017,0.036,1.56,0.003,0.113,0.011,0.041,0.082,0.19,0.001,0.089,0.25,0.009,0.02,0.064,0.009,0
1260,87076,96987,2017,0.049,1.55,0.004,0.169,0.011,0.053,0.075,0.184,0.001,0.099,0.274,0.012,0.02,0.067,0.009,0
1261,88842,100660,2017,0.049,1.55,0.004,0.169,0.011,0.053,0.075,0.184,0.001,0.099,0.274,0.012,0.02,0.067,0.009,0
1262,63894,77502,1957,0.282,0.69,0.019,0.051,0.007,0.001,0.014,0.005,0,0.038,0.196,0.008,0.001,0.001,0.008,0
1263,63661,85490,1957,0.274,0.94,0.02,0.046,0.032,0.001,0.031,0.011,0,0.069,0.211,0.016,0.001,0.001,0.008,0
1264,51025,72529,1957,0.162,0.639,0.046,0.25,0.02,0.001,0.028,0.002,0,0.02,0.077,0.005,0,0.001,0.004,0
1265,46773,74686,1952,0.254,0.676,0.023,0.137,0.017,0.01,0.056,0.056,0,0.022,0.064,0.009,0,0.001,0.003,0
1266,47882,73734,1952,0.25,0.67,0.021,0.134,0.016,0.01,0.003,0.003,0,0.022,0.064,0.009,0,0.001,0.003,0
1267,59498,73047,1953,0.264,0.718,0.027,0.009,0.01,0.001,0.023,0.006,0,0.036,0.122,0.03,0,0.001,0.004,0
1268,74600,99600,1968,0.184,1.01,0.018,0.018,0.01,0.001,0.014,0.004,0.052,0.012,0.009,0.001,0.001,0.026,0.003,0
1269,65947,77332,1972,0.105,1.3,0.01,0.351,0.017,0.033,0.014,0.005,0,0.021,0.011,0.001,0.002,0.001,0.003,0
1270,65941,86952,1972,0.186,1.23,0.01,0.423,0.019,0.045,0.017,0.004,0,0.017,0.018,0.001,0.003,0.001,0.005,0
1271,49752,60437,1951,0.15,0.66,0.016,0.005,0.007,0.002,0.026,0.006,0,0.038,0.108,0.012,0,0.001,0.004,0
1272,44879,74652,1940,0.239,0.529,0.02,0.154,0.012,0.022,0.02,0.011,0,0.028,0.035,0.002,0.001,0.001,0.002,0
1273,64509,80594,1954,0.27,0.794,0.032,0.005,0.011,0.025,0.035,0.004,0,0.01,0.018,0.001,0,0.001,0.003,0
1274,62120,82654,1960,0.279,0.782,0.028,0.073,0.036,0.001,0.042,0.014,0,0.075,0.177,0.009,0.001,0.001,0.009,0
1275,57942,78281,1960,0.267,0.819,0.028,0.056,0.033,0.001,0.038,0.015,0,0.071,0.157,0.009,0.001,0.001,0.01,0
1276,60128,78903,1960,0.24,0.746,0.036,0.05,0.031,0.001,0.039,0.014,0,0.078,0.185,0.01,0.001,0.001,0.008,0
1277,55218,76711,1972,0.216,0.701,0.02,0.018,0.006,0.009,0.009,0.009,0,0.005,0.003,0,0.001,0.001,0.002,0
1278,61871,80491,1966,0.264,0.718,0.027,0.009,0.01,0.001,0.023,0.006,0,0.036,0.122,0.03,0,0.001,0.004,0
1279,58438,74943,1966,0.264,0.718,0.027,0.009,0.01,0.001,0.023,0.006,0,0.036,0.122,0.03,0,0.001,0.004,0
1280,40453,68055,1949,0.223,0.54,0.024,0.021,0.017,0.028,0.037,0.057,0,0.049,0.02,0.001,0.001,0.001,0.002,0
1281,49465,74285,1945,0.232,0.664,0.017,0.033,0.014,0.011,0.009,0.002,0,0.009,0.015,0.001,0.001,0.001,0.003,0
1282,35453,60037,1958,0.123,0.607,0.027,0.003,0.056,0.003,0.021,0.003,0,0.014,0.059,0.006,0.001,0.001,0.002,1
1283,51985,62029,1960,0.096,0.63,0.011,0.006,0.003,0.001,0.06,0.014,0,0.073,0.191,0.008,0.001,0.007,0.008,0
1284,61950,81701,1972,0.2,0.972,0.02,0.017,0.01,0.001,0.021,0.004,0,0.034,0.037,0.002,0.001,0.036,0.009,0
1285,50164,77529,1945,0.153,0.427,0.024,0.2,0.079,0.022,0.008,0.005,0,0.006,0.012,0.001,0.001,0.001,0.001,0
1286,65253,78765,1968,0.289,1.17,0.017,0.065,0.005,0.001,0.026,0.008,0.003,0.02,0.03,0.004,0,0.001,0.005,0
1287,52608,78949,1948,0.256,0.82,0.023,0.005,0.056,0.019,0.038,0.003,0.002,0.024,0.028,0.003,0,0,0.005,0
1288,53598,72346,1949,0.234,0.936,0.019,0.07,0.014,0.001,0.02,0.004,0,0.067,0.048,0.007,0,0.001,0.021,0
1289,49884,71933,1949,0.227,0.708,0.025,0.008,0.033,0.003,0.043,0.005,0,0.03,0.045,0.009,0.001,0.001,0.003,0
1290,51957,71061,1949,0.226,0.718,0.028,0.008,0.035,0.003,0.043,0.005,0,0.029,0.045,0.009,0.001,0.001,0.003,0
1291,55538,71486,1975,0.215,0.74,0.016,0.012,0.012,0.001,0.05,0.015,0,0.089,0.094,0.004,0.001,0.001,0.008,0
1292,29214,52386,1929,0.105,0.506,0.03,0.022,0.011,0.009,0.016,0.002,0,0.009,0.048,0.008,0.001,0.001,0.002,1
1293,56363,72828,1968,0.246,0.892,0.01,0.002,0.013,0.001,0.025,0.004,0.003,0.018,0.036,0.001,0,0.001,0.01,0
1294,50950,69436,1974,0.217,1.26,0.01,0.007,0.009,0.002,0.012,0.005,0,0.014,0.049,0.001,0,0.001,0.014,0
1295,60579,70780,2011,0.06,0.634,0.006,0.112,0.009,0.039,0.045,0.006,0.004,0.017,0.063,0.003,0.002,0.029,0.004,0
1296,41435,68318,1955,0.258,0.535,0.025,0.027,0.005,0.013,0.032,0.003,0.002,0.007,0.013,0.001,0,0.001,0.005,0
1297,48424,70209,1977,0.24,1.082,0.022,0.019,0.009,0.005,0.034,0.004,0,0.009,0.02,0.002,0.001,0.001,0.002,0
1298,65333,76582,1956,0.184,0.544,0.024,0.013,0.004,0.006,0.045,0.014,0.002,0.137,0.168,0.019,0,0.001,0.009,0
1299,59876,85478,1949,0.274,1.07,0.026,0.011,0.059,0.029,0.023,0.007,0,0.06,0.064,0.005,0.001,0.001,0.005,0
1300,58436,78915,1954,0.239,0.996,0.023,0.012,0.012,0.004,0.031,0.004,0.003,0.025,0.045,0.007,0,0.001,0.005,0
1301,52702,78723,1954,0.239,0.996,0.023,0.012,0.012,0.004,0.031,0.004,0.003,0.025,0.045,0.007,0,0.001,0.005,0
1302,60063,80154,1954,0.268,1.155,0.027,0.023,0.012,0.004,0.035,0.005,0.004,0.043,0.018,0.001,0,0.001,0.005,0
1303,52903,79592,1954,0.268,1.155,0.027,0.023,0.012,0.004,0.035,0.005,0.004,0.043,0.018,0.001,0,0.001,0.005,0
1304,56444,76663,1954,0.249,0.961,0.018,0.011,0.014,0.007,0.032,0.003,0.003,0.013,0.032,0.001,0,0.001,0.005,0
1305,49770,75049,1954,0.249,0.961,0.018,0.011,0.014,0.007,0.032,0.003,0.003,0.013,0.032,0.001,0,0.001,0.005,0
1306,60398,83233,1954,0.279,1.082,0.021,0.02,0.013,0.002,0.04,0.005,0.004,0.025,0.048,0.008,0,0.002,0.006,0
1307,52622,82360,1954,0.279,1.082,0.021,0.02,0.013,0.002,0.04,0.005,0.004,0.025,0.048,0.008,0,0.002,0.006,0
1308,56169,78151,1954,0.258,0.995,0.022,0.021,0.014,0.004,0.033,0.004,0.003,0.02,0.033,0.003,0,0.002,0.005,0
1309,50686,77397,1954,0.258,0.995,0.022,0.021,0.014,0.004,0.033,0.004,0.003,0.02,0.033,0.003,0,0.002,0.005,0
1310,25559,47173,1929,0.039,0.4,0.021,0.003,0.011,0.001,0.007,0.002,0,0.007,0.01,0.001,0,0.001,0.002,1
1311,26652,47054,1929,0.076,0.297,0.028,0.005,0.006,0.014,0.007,0.001,0,0.032,0.008,0.003,0,0.001,0.003,1
1312,25428,46492,1929,0.053,0.392,0.012,0.005,0.009,0.001,0.008,0.002,0,0.006,0.01,0.001,0,0.001,0.002,1
1313,51299,76839,1970,0.292,1.01,0.016,0.012,0.022,0.004,0.013,0.004,0,0.011,0.063,0.002,0.001,0.001,0.023,0
1314,55433,72393,1954,0.244,0.749,0.025,0.05,0.009,0.001,0.03,0.007,0,0.023,0.051,0.007,0.001,0.001,0.003,0
