ID,Yield_Strength,Tensile_Strength,C,Mn,Nb,Pipe_Vintage,Pipe_Grade
2626,35112,57259,6.52E-02,4.77E-01,7.44E-04,1972,1
2627,40837,64702,2.43E-01,9.18E-01,1.10E-03,1962,1
2628,56944,78327,1.87E-01,5.15E-01,2.87E-03,1939,1
2629,58756,77434,2.22E-01,6.27E-01,9.84E-04,1964,1
2630,83303,92345,2.93E-01,7.29E-01,3.48E-02,1956,1
2631,62370,83620,2.21E-01,7.97E-01,1.53E-02,1955,1
2632,71275,87110,1.39E-01,6.91E-01,5.42E-02,2001,1
2633,79940,91389,5.58E-02,1.49E+00,4.76E-02,2024,8
2634,38073,54872,1.10E-01,2.25E-01,6.31E-04,1942,1
2635,54450,51691,2.49E-01,4.73E-01,3.76E-03,2013,1
2636,52352,70674,1.46E-01,5.94E-01,7.41E-03,1966,1
2637,50847,66454,2.28E-01,9.29E-01,8.05E-04,1953,1
2638,85146,84797,4.35E-01,5.71E-01,1.04E-02,1950,1
2639,62259,87256,1.07E-01,8.94E-01,2.19E-02,1961,1
2640,68831,87415,5.07E-02,1.17E+00,4.69E-02,2021,1
2641,77045,94420,5.21E-02,1.56E+00,4.71E-02,1994,8
2642,35298,67747,1.20E-01,2.54E-01,1.20E-03,1957,1
2643,39161,73821,1.68E-01,3.67E-01,3.88E-03,1974,1
2644,49987,71882,3.23E-01,9.79E-01,7.37E-03,1972,1
2645,50832,70016,2.60E-01,5.97E-01,8.23E-04,1957,1
2646,76612,94684,3.20E-01,9.16E-01,2.52E-02,1957,1
2647,63902,86825,1.79E-01,7.71E-01,3.21E-02,1977,1
2648,68549,81215,1.66E-01,1.33E+00,5.93E-02,2003,1
2649,81975,96041,6.57E-02,1.53E+00,3.76E-02,2011,8
2650,33044,56078,1.23E-01,7.88E-01,1.01E-03,1967,1
2651,41215,69689,1.87E-01,1.04E+00,1.41E-03,1968,1
2652,54083,79701,2.07E-01,7.45E-01,8.63E-03,1984,1
2653,55616,75636,2.91E-01,8.37E-01,7.90E-04,1948,1
2654,83673,118324,2.28E-01,1.26E+00,3.01E-03,1953,1
2655,66371,78429,2.27E-01,1.31E+00,3.13E-02,1976,1
2656,73639,92771,1.92E-01,1.31E+00,7.06E-02,2013,1
2657,79913,89704,7.06E-02,2.19E+00,7.88E-02,2004,8
2658,32266,53361,4.08E-02,1.89E-01,1.54E-03,1935,1
2659,45608,63078,2.97E-01,6.21E-01,2.31E-03,1937,1
2660,58575,64800,2.95E-01,8.45E-01,1.36E-03,1951,1
2661,54886,73366,2.50E-01,7.87E-01,1.32E-03,1949,1
2662,84038,99928,4.78E-01,1.79E+00,2.64E-02,1951,1
2663,65693,79518,1.00E-01,1.26E+00,1.43E-02,1953,1
2664,69910,86999,5.29E-02,1.35E+00,5.54E-02,2004,1
2665,83880,92510,3.86E-02,1.20E+00,4.67E-02,2001,8
2666,37691,55312,1.02E-01,3.69E-01,3.52E-04,1963,1
2667,49819,65340,2.90E-01,5.93E-01,3.54E-03,1945,1
2668,53632,76091,3.17E-01,1.07E+00,4.92E-03,1976,1
2669,56861,71647,2.53E-01,9.87E-01,2.03E-03,1943,1
2670,91256,84124,3.57E-01,1.47E+00,7.23E-03,1953,1
2671,65277,85909,2.74E-01,1.10E+00,2.10E-02,1966,1
2672,75606,93249,1.26E-01,9.21E-01,4.35E-02,2006,1
2673,84013,91146,3.93E-02,1.46E+00,6.00E-02,2008,8
2674,34766,58107,7.40E-02,3.21E-01,1.29E-03,1958,1
2675,41429,62370,2.16E-01,8.73E-01,4.42E-04,1990,1
2676,58076,72777,1.41E-01,9.24E-01,4.57E-03,1962,1
2677,60098,68526,2.42E-01,8.82E-01,4.52E-04,1959,1
2678,76128,100421,3.21E-01,1.07E+00,1.13E-02,1952,1
2679,65364,74386,1.50E-01,1.50E+00,4.84E-02,1989,1
2680,73915,86086,1.28E-01,8.81E-01,5.11E-02,1965,1
2681,81010,93932,3.64E-02,1.02E+00,4.97E-02,1990,8
2682,32056,52621,1.42E-01,3.34E-01,7.31E-04,1967,1
2683,39344,73415,2.20E-01,9.54E-01,2.45E-03,1936,1
2684,61093,68719,1.77E-01,8.13E-01,3.38E-03,1944,1
2685,60362,83928,2.26E-01,5.75E-01,2.11E-03,1954,1
2686,82116,106489,2.77E-01,8.24E-01,8.75E-03,1954,1
2687,68259,97437,1.42E-01,1.08E+00,8.85E-03,1961,1
2688,70700,96429,6.87E-02,8.14E-01,6.46E-02,1959,1
2689,81283,92372,5.60E-02,1.96E+00,4.28E-02,1982,8
2690,33691,52491,1.54E-01,3.79E-01,8.94E-04,1951,1
2691,50682,62346,2.36E-01,7.46E-01,1.02E-03,1958,1
2692,55731,79478,2.47E-01,7.06E-01,4.06E-03,1980,1
2693,55663,70430,2.60E-01,7.87E-01,1.03E-03,1974,1
2694,87929,104940,2.09E-02,1.15E+00,3.19E-03,1955,1
2695,66834,89989,2.19E-01,1.31E+00,2.62E-03,1979,1
2696,73221,88732,5.19E-02,1.42E+00,4.39E-02,1994,1
2697,81631,92941,7.37E-02,1.43E+00,6.12E-02,2005,8
2698,32969,57427,1.09E-01,3.49E-01,8.63E-04,1965,1
2699,46313,71553,1.26E-01,5.51E-01,3.65E-03,1977,1
2700,57438,58181,2.11E-01,8.63E-01,3.08E-03,1949,1
2701,56856,76049,2.45E-01,8.63E-01,9.09E-04,1972,1
2702,86102,109396,4.57E-01,9.42E-01,1.29E-02,1949,1
2703,72520,104732,2.96E-01,7.06E-01,2.30E-02,1967,1
2704,70148,86093,7.13E-02,1.65E+00,4.76E-02,2004,1
2705,79746,89845,6.32E-02,8.24E-01,6.28E-02,1998,8
2706,36988,60848,7.63E-02,5.91E-01,1.81E-03,1950,1
2707,46340,62035,1.59E-01,4.75E-01,1.19E-03,1941,1
2708,48776,75913,3.10E-01,8.53E-01,8.98E-03,1971,1
2709,55267,73006,2.40E-01,8.34E-01,7.93E-04,1937,1
2710,79365,99797,1.73E-01,5.86E-01,3.31E-02,1951,1
2711,67925,89045,2.34E-01,6.85E-01,8.44E-03,1950,1
2712,70940,94360,1.81E-01,1.39E+00,1.95E-02,1984,1
2713,82093,85217,4.02E-02,1.50E+00,1.14E-02,1992,8
2714,38285,56656,8.06E-02,4.30E-01,1.17E-03,1958,1
2715,57398,66995,1.96E-01,4.86E-01,1.18E-04,1987,1
2716,52716,73459,2.56E-01,7.69E-01,2.91E-03,1956,1
2717,83478,104426,3.54E-01,9.84E-01,8.50E-03,1953,1
2718,66429,95739,1.33E-01,1.43E+00,1.11E-02,1960,1
2719,73933,96555,1.24E-01,1.50E+00,3.55E-02,2004,1
2720,79956,86731,6.29E-02,1.34E+00,5.40E-02,1986,8
2721,37308,57020,7.44E-02,1.02E-01,9.24E-04,1967,1
2722,47852,56924,2.22E-01,5.77E-01,5.52E-03,1940,1
2723,57641,63174,2.28E-01,8.15E-01,1.35E-03,1943,1
2724,85622,81404,3.17E-01,1.03E+00,2.34E-02,1950,1
2725,62192,82252,2.05E-01,1.18E+00,8.88E-03,1988,1
2726,72739,88688,2.09E-01,1.27E+00,4.75E-02,2000,1
2727,78674,98100,6.19E-02,9.52E-01,6.30E-02,1997,8
2728,34204,49509,3.06E-02,8.40E-01,4.89E-04,1967,1
2729,54031,65019,1.65E-01,4.31E-01,2.14E-03,1980,1
2730,48911,70481,2.56E-01,8.87E-01,1.03E-03,1949,1
2731,89316,105937,3.97E-01,6.12E-01,7.10E-03,1956,1
2732,66086,103416,2.28E-01,9.06E-01,2.57E-02,1987,1
2733,71207,88164,1.02E-01,1.46E+00,5.79E-02,1999,1
2734,76445,92109,2.43E-02,1.36E+00,4.81E-02,2018,8
2735,35893,57173,1.40E-01,5.56E-01,9.53E-04,1955,1
2736,52921,73632,2.46E-01,4.93E-01,8.31E-04,1957,1
2737,51310,82143,2.87E-01,7.79E-01,6.79E-04,1938,1
2738,79087,94573,3.29E-01,6.64E-01,2.19E-02,1950,1
2739,68856,76084,1.20E-01,1.15E+00,1.13E-02,1967,1
2740,75774,91417,2.40E-01,1.54E+00,5.05E-02,1991,1
2741,81875,99155,4.93E-02,1.75E+00,6.88E-02,2009,8
2742,35021,59893,1.64E-01,3.53E-01,1.78E-03,1947,1
2743,44181,58225,2.34E-01,7.98E-01,2.47E-04,1961,1
2744,59299,79977,1.79E-01,8.66E-01,3.28E-03,1970,1
2745,80747,99609,3.52E-01,1.13E+00,2.72E-02,1951,1
2746,60203,75440,9.98E-02,1.23E+00,9.90E-03,1972,1
2747,72208,89276,9.64E-02,6.24E-01,6.67E-02,1985,1
2748,78466,98292,4.22E-02,1.78E+00,4.51E-02,1993,8
2749,35159,54921,1.69E-01,5.55E-01,4.22E-04,1963,1
2750,46684,54561,5.55E-02,5.85E-01,2.21E-04,1972,1
2751,53569,78964,2.35E-01,7.92E-01,8.18E-04,1958,1
2752,78447,76046,2.19E-01,4.35E-01,2.93E-02,1953,1
2753,64218,81389,2.14E-01,1.03E+00,1.58E-02,1984,1
2754,75967,93140,1.11E-01,1.33E+00,2.58E-02,1995,1
2755,82177,98670,1.08E-01,1.39E+00,7.32E-02,2013,8
2756,38135,48314,1.72E-01,5.10E-01,9.45E-04,1973,1
2757,48753,79576,2.62E-01,5.31E-01,4.38E-03,1929,1
2758,55245,75707,2.42E-01,7.09E-01,1.08E-03,1950,1
2759,90785,89441,2.95E-01,1.73E+00,3.90E-03,1955,1
2760,63586,106420,1.87E-01,1.27E+00,3.51E-02,1974,1
2761,75347,92455,1.85E-03,1.21E+00,6.65E-02,1976,1
2762,81313,105767,5.31E-02,1.81E+00,4.32E-02,2015,8
2763,34267,56848,7.49E-02,2.81E-01,1.80E-04,1935,1
2764,39402,77495,9.45E-02,6.41E-01,4.75E-04,2007,1
2765,58934,68899,2.28E-01,7.44E-01,1.39E-03,1962,1
2766,80727,95931,1.92E-01,1.61E+00,4.89E-02,1953,1
2767,64845,77358,2.39E-01,1.18E+00,3.39E-02,1982,1
2768,69480,92173,1.37E-01,1.69E+00,4.06E-02,2003,1
2769,82742,95432,5.68E-02,1.55E+00,3.41E-02,2000,8
2770,35049,54575,1.97E-02,3.85E-01,1.24E-03,1954,1
2771,45660,74092,2.58E-01,6.92E-01,5.27E-03,1952,1
2772,50771,78630,2.81E-01,6.38E-01,9.82E-04,1950,1
2773,76684,95948,3.58E-01,1.17E+00,2.68E-02,1954,1
2774,64219,90880,1.82E-01,1.49E+00,3.99E-03,1941,1
2775,75275,90098,1.14E-01,6.16E-01,4.33E-02,2012,1
2776,80840,92420,8.80E-02,1.03E+00,2.28E-02,1987,8
2777,32757,54835,3.37E-02,4.11E-01,4.88E-04,1954,1
2778,38948,56342,1.76E-01,9.99E-01,2.60E-03,1965,1
2779,50019,81365,2.16E-01,6.87E-01,1.95E-03,1943,1
2780,84523,110038,3.12E-01,1.64E+00,4.06E-02,1957,1
2781,76339,84419,2.10E-01,9.64E-01,2.80E-02,1965,1
2782,71937,96352,1.94E-01,1.36E+00,5.57E-02,1982,1
2783,79678,96921,5.26E-02,1.95E+00,8.85E-02,1991,8
2784,36528,44437,5.56E-02,6.15E-01,6.16E-05,1962,1
2785,51764,59743,2.31E-01,8.97E-01,3.57E-04,1943,1
2786,48943,83519,1.98E-01,9.31E-01,1.73E-03,1973,1
2787,91460,99988,3.19E-01,1.48E+00,1.22E-02,1955,1
2788,65917,90107,2.89E-01,1.22E+00,2.32E-02,1962,1
2789,68209,87805,5.65E-02,9.03E-01,5.30E-02,1998,1
2790,80797,99258,4.32E-02,1.42E+00,7.30E-02,2006,8
2791,32736,53600,9.28E-02,2.77E-01,2.94E-04,1943,1
2792,54038,73597,3.02E-01,6.68E-01,1.40E-03,1943,1
2793,92942,95066,3.29E-01,1.31E+00,2.58E-02,1950,1
2794,64792,90076,1.83E-01,1.23E+00,2.86E-02,1958,1
2795,72325,89077,6.08E-02,1.43E+00,4.52E-02,2024,1
2796,77240,104925,7.48E-02,1.15E+00,3.66E-02,1954,8
2797,31343,54818,1.20E-01,4.82E-01,1.32E-03,1964,1
2798,36577,67381,2.13E-01,4.97E-01,8.32E-04,1940,1
2799,59845,76904,2.22E-01,8.66E-01,6.94E-04,1971,1
2800,76815,83746,1.39E-01,1.08E+00,3.86E-03,1953,1
2801,63627,78274,3.07E-02,1.07E+00,4.85E-03,1962,1
2802,75020,92331,6.47E-02,1.31E+00,4.15E-02,1998,1
2803,82931,100859,6.27E-02,1.71E+00,4.65E-02,1979,8
2804,36199,52452,6.27E-02,3.58E-01,8.80E-04,1971,1
2805,38131,52433,2.63E-01,6.43E-01,4.35E-03,1964,1
2806,50325,80927,2.44E-01,9.39E-01,1.51E-03,1951,1
2807,78444,108710,3.51E-01,5.71E-01,1.81E-02,1955,1
2808,66476,89624,1.95E-01,8.09E-01,5.30E-02,1983,1
2809,69998,86749,1.41E-01,4.90E-01,5.59E-02,1988,1
2810,80220,94835,5.09E-02,1.16E+00,7.95E-02,1986,8
2811,31350,63862,6.69E-02,4.64E-01,9.51E-04,1945,1
2812,47811,68052,1.61E-01,3.68E-01,1.62E-04,1984,1
2813,51973,79519,2.49E-01,7.80E-01,1.93E-03,1955,1
2814,90965,104669,3.29E-01,8.26E-01,2.62E-02,1952,1
2815,64101,93107,2.04E-01,9.21E-01,1.60E-02,1972,1
2816,72037,82743,1.21E-01,1.44E+00,4.68E-02,2013,1
2817,83977,94871,4.16E-02,1.33E+00,5.68E-02,2019,8
2818,34609,72005,8.85E-02,4.14E-01,5.94E-04,1933,1
2819,40998,73991,2.85E-01,5.12E-01,1.67E-03,1942,1
2820,51236,66870,2.72E-01,9.00E-01,1.34E-03,1974,1
2821,85245,78118,2.82E-01,3.02E-01,4.11E-02,1952,1
2822,61516,90259,1.89E-01,1.14E+00,2.30E-02,1942,1
2823,71620,95000,6.68E-02,2.06E+00,3.60E-02,1990,1
2824,79748,95895,8.66E-02,1.32E+00,6.35E-02,1989,8
2825,33250,53357,1.25E-01,2.55E-01,8.46E-04,1944,1
2826,45573,60271,1.36E-01,4.55E-01,3.95E-05,1950,1
2827,58535,76094,2.25E-01,9.05E-01,2.35E-03,1969,1
2828,82557,98440,1.54E-01,1.20E+00,1.55E-02,1952,1
2829,75536,78726,2.19E-01,1.57E+00,1.72E-02,1970,1
2830,74350,80036,1.44E-01,1.56E+00,5.40E-02,1995,1
2831,78342,93202,7.96E-02,1.53E+00,5.60E-02,2008,8
2832,33849,50068,1.40E-02,4.35E-01,1.05E-03,1958,1
2833,48468,62788,1.78E-01,6.47E-01,1.65E-03,1968,1
2834,55790,70717,2.19E-01,8.03E-01,2.26E-03,1969,1
2835,78965,94597,1.96E-01,6.15E-01,4.00E-03,1957,1
2836,68361,88206,1.24E-01,9.29E-01,4.63E-02,1943,1
2837,69764,83287,1.11E-01,4.47E-01,4.28E-02,1956,1
2838,78949,92267,3.59E-02,1.66E+00,5.37E-02,2011,8
2839,33741,53762,3.25E-02,1.96E-01,1.04E-03,1945,1
2840,43951,80251,1.98E-01,4.71E-01,2.85E-03,1980,1
2841,53012,74922,2.22E-01,8.19E-01,8.64E-05,1950,1
2842,88278,107044,2.00E-01,1.36E+00,2.04E-02,1952,1
2843,62816,90010,2.41E-01,1.22E+00,1.79E-02,1973,1
2844,72217,83579,1.68E-01,4.07E-01,3.77E-02,2015,1
2845,79588,87385,3.64E-02,6.29E-01,4.48E-02,1997,8
2846,37322,57872,1.03E-01,3.28E-01,6.09E-04,1941,1
2847,41060,52411,1.44E-01,7.15E-01,4.39E-03,1906,1
2848,49691,76697,2.72E-01,8.02E-01,5.73E-04,1973,1
2849,86366,110704,4.41E-01,1.15E+00,1.50E-02,1954,1
2850,62196,86583,1.85E-01,1.04E+00,2.22E-02,1974,1
2851,72577,91658,8.77E-02,1.26E+00,2.45E-02,2003,1
2852,78574,98726,5.16E-02,1.62E+00,9.23E-02,2010,8
2853,34003,54591,7.28E-02,8.33E-01,3.33E-04,1961,1
2854,38214,59084,2.79E-01,7.31E-01,4.63E-03,1939,1
2855,58011,67296,2.56E-01,7.30E-01,1.31E-03,1957,1
2856,85672,110940,3.92E-01,4.60E-01,5.22E-03,1951,1
2857,62852,89220,3.05E-01,1.12E+00,9.54E-03,1963,1
2858,75744,81102,1.14E-01,8.64E-01,3.77E-02,1973,1
2859,80432,96810,2.02E-02,1.35E+00,3.35E-02,2009,8
2860,36088,49123,9.05E-02,4.13E-01,7.59E-04,1953,1
2861,49708,63354,1.72E-01,1.06E+00,3.65E-03,1959,1
2862,59918,78465,2.56E-01,8.13E-01,1.37E-03,1966,1
2863,81711,93071,1.88E-01,1.22E+00,2.53E-02,1955,1
2864,64546,98959,1.43E-01,1.33E+00,1.68E-02,1976,1
2865,73638,85693,4.81E-02,1.30E+00,4.34E-02,1979,1
2866,82209,93117,9.01E-02,1.57E+00,4.08E-02,1983,8
2867,35363,55503,1.31E-01,5.58E-01,1.39E-03,1972,1
2868,50229,59302,1.82E-01,8.65E-01,1.25E-03,1978,1
2869,52251,73747,2.05E-01,8.05E-01,1.70E-03,1956,1
2870,85512,90316,2.31E-01,1.33E+00,1.05E-02,1953,1
2871,64748,83036,1.01E-01,1.22E+00,1.48E-02,1975,1
2872,72049,90474,2.37E-01,1.16E+00,4.52E-02,1970,1
2873,83428,88032,2.36E-03,7.85E-01,5.65E-02,1992,8
2874,33936,49851,1.22E-01,4.11E-01,4.59E-04,1969,1
2875,37540,79638,2.07E-01,4.39E-01,6.68E-04,1942,1
2876,57943,75138,2.51E-01,6.11E-01,1.62E-04,1965,1
2877,79308,100797,3.11E-01,7.76E-01,3.30E-02,1953,1
2878,67681,80091,2.67E-01,1.01E+00,3.48E-02,1977,1
2879,72051,81976,1.78E-01,1.14E+00,4.82E-02,1968,1
2880,83084,98078,7.12E-02,1.46E+00,8.98E-02,1999,8
2881,35271,59522,4.95E-02,6.55E-01,1.63E-03,1945,1
2882,54296,59951,2.73E-01,4.18E-01,6.27E-04,1977,1
2883,55628,79204,2.15E-01,7.33E-01,2.65E-03,1974,1
2884,77562,101058,2.68E-01,1.10E+00,3.01E-03,1953,1
2885,60384,88796,2.73E-01,1.48E+00,1.14E-02,1960,1
2886,71432,97144,6.12E-02,1.30E+00,4.98E-02,2004,1
2887,80560,91477,5.29E-02,1.47E+00,6.19E-02,2005,8
2888,35035,59944,8.39E-02,2.87E-01,4.00E-04,1957,1
2889,42992,58005,1.03E-01,6.66E-01,8.25E-04,1934,1
2890,56428,81377,1.73E-01,7.98E-01,1.75E-03,1961,1
2891,86595,91453,3.25E-01,9.61E-01,3.24E-02,1954,1
2892,67656,103508,2.25E-01,1.16E+00,3.34E-02,1950,1
2893,74262,93448,9.02E-02,1.16E+00,4.44E-02,1997,1
2894,81270,89092,6.29E-02,1.37E+00,6.54E-02,2018,8
2895,37553,52237,1.11E-01,1.13E-01,1.18E-03,1951,1
2896,57906,68922,2.10E-01,4.12E-01,1.19E-03,1994,1
2897,53845,65407,2.52E-01,6.92E-01,8.98E-04,1957,1
2898,91962,78282,5.01E-01,1.05E+00,4.82E-02,1953,1
2899,71943,76743,2.41E-01,1.57E+00,2.00E-02,1971,1
2900,72464,86172,1.31E-01,1.32E+00,3.86E-02,2009,1
2901,78993,87861,3.36E-02,1.54E+00,7.36E-02,2002,8
2902,35828,56035,5.92E-03,3.47E-01,1.80E-03,1962,1
2903,43028,63063,1.83E-01,5.14E-01,8.63E-04,1959,1
2904,53505,70114,2.93E-01,7.60E-01,1.88E-03,1952,1
2905,93168,83522,4.37E-01,1.25E+00,1.50E-02,1954,1
2906,62003,89285,1.37E-01,1.26E+00,1.92E-02,1980,1
2907,73901,77401,8.54E-03,1.30E+00,4.22E-02,1990,1
2908,85580,96594,2.11E-02,1.76E+00,6.78E-02,1995,8
2909,35688,51603,1.20E-01,1.44E-01,1.60E-03,1961,1
2910,42575,73643,1.20E-01,6.12E-01,2.18E-04,1971,1
2911,48582,78349,2.61E-01,8.80E-01,1.70E-03,1973,1
2912,86511,105915,8.50E-02,1.22E+00,4.75E-02,1953,1
2913,63978,78747,1.65E-01,1.47E+00,2.32E-02,1999,1
2914,72288,90736,1.13E-01,1.30E+00,6.09E-02,1962,1
2915,78012,91994,2.00E-02,1.83E+00,4.45E-02,2005,8
2916,33268,59152,1.52E-01,4.87E-01,1.07E-03,1942,1
2917,47267,61135,1.42E-01,4.52E-01,2.48E-03,1949,1
2918,50702,67282,2.71E-01,7.66E-01,1.13E-03,1938,1
2919,78493,72670,3.70E-01,8.69E-01,4.01E-03,1953,1
2920,62439,104435,1.51E-01,8.33E-01,1.64E-02,2002,1
2921,72657,80357,1.46E-01,1.17E+00,3.67E-02,1979,1
2922,84669,95083,8.18E-02,1.44E+00,5.84E-02,1993,8
2923,34637,51366,6.39E-02,1.45E-01,1.81E-03,1994,1
2924,42148,70703,2.02E-01,8.69E-01,3.84E-04,1989,1
2925,58138,67230,1.97E-01,8.73E-01,1.07E-03,1955,1
2926,79063,82657,3.57E-01,7.29E-01,9.17E-03,1951,1
2927,68875,88089,1.69E-01,1.34E+00,1.41E-02,1943,1
2928,74750,94091,8.79E-02,1.35E+00,4.77E-02,2017,1
2929,81930,91121,3.42E-03,1.18E+00,5.10E-02,1987,8
2930,37053,48745,4.35E-02,3.19E-01,1.40E-03,1974,1
2931,43506,66777,1.53E-01,5.56E-01,4.39E-03,1923,1
2932,51264,78054,2.06E-01,7.93E-01,1.10E-03,1960,1
2933,82333,111459,3.62E-01,1.03E+00,5.65E-03,1953,1
2934,73417,79803,2.26E-01,9.60E-01,1.20E-02,1977,1
2935,73117,84308,8.58E-03,1.75E+00,5.79E-02,1978,1
2936,80764,99749,3.42E-02,1.22E+00,3.87E-02,2019,8
2937,44915,72745,2.18E-01,6.44E-01,2.96E-03,1939,8
2938,53383,78813,2.52E-01,7.71E-01,9.79E-04,1958,8
2939,75955,97869,2.17E-01,1.25E+00,2.89E-02,1955,8
2940,68070,85789,1.40E-01,8.49E-01,7.43E-04,1970,8
2941,70659,86830,1.70E-01,1.18E+00,6.08E-02,1955,8
2942,81684,96290,4.02E-02,1.29E+00,7.75E-02,1996,8
2943,36798,55933,4.04E-02,3.04E-01,1.12E-03,1964,1
2944,37928,55243,1.60E-01,7.74E-01,4.06E-03,1977,1
2945,58344,75369,2.68E-01,7.43E-01,8.31E-04,1954,1
2946,87853,91763,2.89E-01,1.17E+00,5.85E-03,1951,1
2947,65515,89748,2.73E-01,9.84E-01,5.67E-03,1956,1
2948,69100,88246,1.39E-01,1.37E+00,5.95E-02,1975,1
2949,82283,91822,5.72E-02,1.31E+00,4.41E-02,1994,8
2950,34477,44923,4.25E-02,5.56E-01,2.26E-04,1946,1
2951,42042,67128,1.88E-01,8.04E-01,2.03E-03,1936,1
2952,58506,74756,2.19E-01,7.11E-01,8.37E-04,1955,1
2953,89221,95522,3.15E-01,1.02E+00,1.16E-02,1953,1
2954,67998,96450,1.29E-01,9.95E-01,2.73E-02,1977,1
2955,68130,92152,1.58E-01,1.09E+00,4.26E-02,1986,1
2956,81754,100688,2.30E-02,1.27E+00,6.41E-02,1994,8
2957,37590,52959,6.74E-02,3.12E-01,1.19E-03,1942,1
2958,40904,56786,1.74E-01,3.51E-01,1.09E-03,1953,1
2959,55206,77463,2.74E-01,7.34E-01,2.64E-04,1942,1
2960,82259,93461,3.13E-01,1.04E+00,1.41E-02,1955,1
2961,63608,80158,2.56E-01,1.41E+00,3.32E-02,1967,1
2962,74731,96774,1.77E-01,1.10E+00,4.60E-02,1981,1
2963,76531,100487,3.43E-02,1.38E+00,6.09E-02,2004,8
2964,36370,59086,8.87E-02,2.39E-01,6.10E-04,1963,1
2965,40296,68916,1.67E-01,7.89E-01,3.32E-03,1928,1
2966,60340,72786,2.58E-01,9.40E-01,8.69E-04,1954,1
2967,85569,94670,1.86E-01,1.68E+00,9.14E-04,1954,1
2968,65470,93883,2.48E-01,9.25E-01,5.68E-02,1960,1
2969,70735,81188,1.75E-01,1.37E+00,3.93E-02,1993,1
2970,85520,85260,6.09E-02,1.60E+00,6.45E-02,2012,8
2971,36850,49470,3.43E-03,5.16E-01,9.07E-04,1956,1
2972,43034,46967,2.47E-01,5.00E-01,4.65E-03,1933,1
2973,56044,74564,2.38E-01,8.92E-01,8.78E-04,1946,1
2974,89267,97802,3.98E-01,1.10E+00,5.04E-02,1954,1
2975,72966,81820,1.01E-01,1.16E+00,4.54E-02,2001,1
2976,79608,92084,7.72E-02,1.81E+00,3.70E-02,1996,8
2977,33509,54078,8.65E-02,3.84E-01,1.72E-03,1957,1
2978,41785,77206,1.76E-01,2.65E-01,5.79E-04,1975,1
2979,50706,73018,2.78E-01,9.42E-01,1.70E-03,1971,1
2980,89924,89132,5.47E-01,7.99E-01,6.72E-03,1953,1
2981,75378,90695,2.02E-01,1.22E+00,1.80E-02,1980,1
2982,71020,86720,1.29E-01,1.20E+00,5.46E-02,2006,1
2983,81963,96069,5.09E-02,1.23E+00,5.14E-02,2006,8
2984,32965,50572,3.41E-03,7.20E-01,1.56E-03,1959,1
2985,40415,72644,2.38E-01,6.19E-01,6.49E-04,1946,1
2986,56089,73477,2.63E-01,6.88E-01,2.39E-03,1962,1
2987,89105,86663,2.83E-01,7.26E-01,2.90E-02,1948,1
2988,66881,82904,1.52E-01,1.10E+00,2.48E-02,1989,1
2989,74566,87959,1.73E-01,7.16E-01,4.39E-02,2000,1
2990,78496,96244,6.52E-02,1.66E+00,2.08E-02,1987,8
2991,44523,56798,2.79E-01,6.51E-01,1.72E-03,1963,8
2992,53625,71570,1.86E-01,6.66E-01,9.52E-04,1949,8
2993,90976,106619,4.41E-01,1.13E+00,1.30E-02,1956,8
2994,68294,89898,2.15E-01,1.08E+00,5.80E-03,1979,8
2995,70794,78897,1.61E-02,1.13E+00,4.38E-02,2003,8
2996,77526,92929,2.66E-02,1.62E+00,7.84E-02,1988,8
2997,36105,61877,3.42E-02,4.26E-01,1.62E-03,1964,1
2998,44099,53710,1.44E-01,5.22E-01,2.12E-03,2004,1
2999,54524,63227,2.39E-01,8.64E-01,1.70E-03,1966,1
3000,88196,86074,2.50E-01,9.40E-01,2.33E-02,1948,1
3001,64554,84786,2.44E-01,1.09E+00,2.10E-02,1957,1
3002,74532,90505,1.35E-01,1.23E+00,3.84E-02,2018,1
3003,83603,101136,7.25E-03,1.60E+00,3.46E-02,1999,8
3004,32933,47154,8.11E-02,4.43E-01,1.17E-03,1957,1
3005,57046,54031,9.07E-02,8.91E-01,3.41E-03,1976,1
3006,58846,88859,2.51E-01,5.92E-01,1.35E-03,1945,1
3007,84921,102512,3.12E-01,1.28E+00,2.50E-02,1949,1
3008,63709,86409,2.13E-01,1.05E+00,4.14E-02,1976,1
3009,72981,82619,1.03E-01,1.24E+00,2.04E-02,2008,1
3010,78941,99174,6.12E-02,1.68E+00,5.44E-02,2006,8
3011,34386,54857,4.64E-02,6.95E-01,3.59E-04,1950,1
3012,44281,74679,1.57E-01,8.10E-01,4.07E-03,1974,1
3013,59170,69685,2.24E-01,6.97E-01,2.36E-05,1937,1
3014,86343,110674,2.37E-01,9.25E-01,2.92E-02,1953,1
3015,64195,86373,1.17E-01,1.19E+00,1.61E-02,1967,1
3016,69913,80557,1.60E-01,1.44E+00,4.91E-02,2030,1
3017,80155,94003,3.48E-02,1.23E+00,5.83E-02,2001,8
3018,35943,55655,7.99E-02,5.88E-01,1.98E-03,1960,1
3019,40822,70799,2.14E-01,4.59E-01,2.59E-03,1972,1
3020,51221,70176,2.94E-01,6.09E-01,8.73E-04,1945,1
3021,85851,95677,3.50E-01,8.76E-01,2.73E-02,1954,1
3022,61038,91263,2.37E-01,1.13E+00,2.40E-02,1965,1
3023,70009,82302,7.47E-02,1.14E+00,4.89E-02,1989,1
