ID,Yield_Strength,Tensile_Strength,C,Mn,Nb,Pipe_Vintage,Pipe_Grade
2228,46174,62275,1.28E-01,8.31E-01,5.76E-04,1950,1
2229,51044,64495,2.50E-01,7.97E-01,4.23E-03,1951,1
2230,55687,81523,2.36E-01,8.28E-01,2.10E-03,1939,1
2231,61961,94799,2.28E-01,1.10E+00,5.26E-03,1943,1
2232,85482,90254,3.71E-01,5.28E-01,5.12E-03,1956,1
2233,69175,84455,2.36E-01,1.28E+00,2.18E-02,1983,1
2234,69606,84615,1.85E-01,1.13E+00,5.02E-02,1997,1
2235,81501,96458,8.64E-02,1.82E+00,8.59E-02,1974,8
2236,33669,54502,6.85E-02,6.54E-01,1.27E-03,1964,1
2237,52027,61260,2.11E-01,6.42E-01,1.23E-03,2000,1
2238,46455,70001,1.24E-01,7.41E-01,4.44E-03,1944,1
2239,58638,75143,2.14E-01,8.22E-01,1.34E-03,1956,1
2240,59253,83043,1.84E-01,1.22E+00,2.37E-02,1951,1
2241,84135,101956,2.59E-01,9.51E-01,1.64E-02,1952,1
2242,75043,88803,2.12E-01,1.51E+00,3.02E-02,1974,1
2243,70179,87528,4.21E-02,1.60E+00,4.62E-02,1991,1
2244,79340,97676,4.21E-02,1.39E+00,6.05E-02,2008,8
2245,31471,63294,8.25E-02,5.12E-01,9.12E-04,1938,1
2246,59353,51155,2.18E-01,4.38E-01,1.18E-03,1959,1
2247,53845,71136,2.19E-01,9.71E-01,7.06E-03,1956,1
2248,50627,73943,2.34E-01,7.30E-01,6.68E-04,1957,1
2249,64794,81798,2.79E-01,1.16E+00,1.13E-02,1977,1
2250,77609,88622,2.48E-01,1.26E+00,1.40E-02,1952,1
2251,72443,98137,2.46E-01,1.11E+00,3.27E-02,1977,1
2252,71787,84673,8.24E-02,1.18E+00,4.57E-02,2006,1
2253,78113,95433,3.80E-02,1.56E+00,4.23E-02,2002,8
2254,37233,55664,4.01E-02,3.94E-01,9.62E-04,1940,1
2255,42138,63608,1.55E-01,1.07E+00,3.30E-04,1966,1
2256,48171,68908,2.08E-01,7.70E-01,7.41E-03,1967,1
2257,55927,71731,2.27E-01,7.18E-01,8.23E-04,1973,1
2258,60165,86853,2.47E-01,1.06E+00,3.06E-02,1961,1
2259,80896,97484,3.11E-01,1.20E+00,1.76E-02,1952,1
2260,69518,85291,1.86E-01,9.04E-01,1.74E-02,1969,1
2261,71750,95614,1.13E-01,1.28E+00,4.41E-02,2004,1
2262,83340,92701,5.70E-02,1.84E+00,4.44E-02,1968,8
2263,32756,60730,8.74E-02,3.90E-01,5.48E-04,1939,1
2264,36329,85352,2.19E-01,7.66E-01,7.54E-05,1954,1
2265,58280,80051,3.41E-01,9.85E-01,4.19E-03,1961,1
2266,49542,74133,2.38E-01,6.49E-01,8.46E-04,1965,1
2267,54465,93736,3.15E-01,9.93E-01,1.90E-02,1963,1
2268,80562,97420,4.68E-01,9.11E-01,3.22E-02,1954,1
2269,69770,75574,2.42E-01,1.41E+00,5.36E-03,1941,1
2270,69335,87758,2.38E-01,1.34E+00,5.39E-02,1967,1
2271,77972,98843,4.89E-02,1.09E+00,8.39E-02,1993,8
2272,37092,50221,1.33E-01,4.97E-01,3.22E-04,1949,1
2273,41838,77954,1.52E-01,5.96E-01,4.00E-04,1970,1
2274,49733,72419,1.65E-01,7.08E-01,1.56E-03,1965,1
2275,48573,72059,2.73E-01,9.72E-01,2.34E-03,1949,1
2276,58362,82197,2.68E-01,1.40E+00,1.28E-02,1974,1
2277,92091,87090,3.74E-01,1.41E+00,4.11E-02,1953,1
2278,69137,84416,2.78E-01,1.35E+00,3.74E-02,1986,1
2279,71780,78255,1.64E-01,1.07E+00,3.19E-02,2013,1
2280,85637,98534,1.63E-02,1.30E+00,5.64E-02,2036,8
2281,38385,48279,1.19E-01,7.18E-01,8.24E-04,1969,1
2282,49320,75276,2.32E-01,4.74E-01,7.37E-04,1974,1
2283,58535,69075,2.25E-01,6.67E-01,2.50E-03,1966,1
2284,48228,77580,2.34E-01,6.33E-01,1.87E-03,1950,1
2285,65900,80446,2.46E-01,1.26E+00,7.63E-03,1964,1
2286,88533,112620,2.68E-01,9.59E-01,3.70E-03,1950,1
2287,71616,80039,1.61E-01,1.09E+00,3.01E-03,1956,1
2288,74269,93218,1.65E-01,1.23E+00,4.92E-02,2005,1
2289,80917,95243,1.99E-02,1.19E+00,5.95E-02,2009,8
2290,32418,56361,1.79E-01,3.05E-01,2.17E-03,1961,1
2291,42275,62003,3.35E-01,3.61E-01,5.82E-04,1997,1
2292,61759,77830,2.83E-01,8.90E-01,1.07E-02,1967,1
2293,57889,71929,2.54E-01,9.69E-01,1.22E-04,1955,1
2294,91474,90464,3.27E-01,6.73E-01,7.64E-03,1955,1
2295,72306,81170,1.58E-01,1.00E+00,2.17E-02,1969,1
2296,72041,90347,5.59E-02,1.01E+00,4.55E-02,1990,1
2297,79640,83332,5.76E-02,1.86E+00,4.66E-02,1983,8
2298,31184,57167,9.04E-02,7.73E-01,8.16E-06,1957,1
2299,44201,68216,2.92E-01,5.53E-01,2.09E-03,1944,1
2300,45281,80698,1.99E-01,1.20E+00,9.14E-04,1976,1
2301,59604,62576,2.93E-01,7.24E-01,8.10E-04,1952,1
2302,80604,103627,1.97E-01,9.73E-01,7.86E-03,1953,1
2303,73280,82887,1.79E-01,1.11E+00,1.98E-02,1977,1
2304,72806,87727,4.38E-02,1.34E+00,5.26E-02,1991,1
2305,85845,87191,6.70E-02,1.68E+00,5.79E-02,1983,8
2306,37458,44859,8.10E-02,1.10E-01,1.02E-03,1945,1
2307,58546,59621,2.04E-01,6.36E-01,3.01E-03,1987,1
2308,55787,68778,3.06E-01,8.33E-01,6.23E-03,1991,1
2309,48476,76361,2.37E-01,8.46E-01,2.41E-03,1937,1
2310,86257,99305,2.80E-01,1.63E+00,1.13E-02,1953,1
2311,72140,92151,1.52E-01,9.30E-01,2.28E-02,1944,1
2312,72578,81837,7.51E-02,1.39E+00,6.20E-02,1979,1
2313,84663,98286,3.28E-02,1.43E+00,6.19E-02,1999,8
2314,35420,52480,7.54E-02,1.96E-01,7.61E-04,1943,1
2315,50125,58414,1.65E-01,8.06E-01,1.69E-03,1986,1
2316,63008,70713,2.21E-01,4.15E-01,2.28E-04,1985,1
2317,56155,71957,2.28E-01,7.96E-01,2.16E-03,1956,1
2318,78569,92030,2.21E-01,1.59E+00,1.48E-03,1955,1
2319,71548,88572,1.48E-01,1.24E+00,2.24E-02,1945,1
2320,70917,83883,2.24E-01,1.39E+00,6.04E-02,1989,1
2321,77734,94996,2.93E-02,1.19E+00,5.78E-02,2009,8
2322,32054,55453,4.55E-02,3.68E-01,1.44E-03,1957,1
2323,54406,63663,2.64E-01,7.20E-01,2.18E-03,1945,1
2324,58662,71049,1.95E-01,8.63E-01,2.99E-04,1984,1
2325,50458,73902,2.34E-01,7.81E-01,1.54E-03,1957,1
2326,82333,88639,3.03E-01,9.38E-01,1.06E-03,1952,1
2327,74644,86689,2.34E-01,1.08E+00,1.02E-02,1965,1
2328,72141,86678,1.29E-01,1.32E+00,1.74E-02,1975,1
2329,84662,93446,5.07E-02,1.27E+00,7.60E-02,1991,8
2330,35051,54718,1.18E-01,5.69E-01,1.71E-03,1955,1
2331,51731,66005,2.54E-01,6.89E-01,3.09E-03,1949,1
2332,55610,72580,2.84E-01,9.17E-01,4.23E-03,1983,1
2333,55688,74902,2.29E-01,7.38E-01,2.45E-03,1961,1
2334,83184,90224,1.72E-01,1.50E+00,5.22E-03,1955,1
2335,73389,76072,1.60E-01,1.23E+00,1.45E-02,1981,1
2336,73288,85630,9.37E-02,9.67E-01,5.15E-02,1973,1
2337,79206,94129,5.94E-02,1.02E+00,4.70E-02,1968,8
2338,34267,58138,4.40E-02,6.90E-01,1.44E-03,1953,1
2339,38832,75628,1.97E-01,6.63E-01,1.69E-03,1939,1
2340,49666,72299,2.65E-01,9.83E-01,1.58E-03,1958,1
2341,50908,77969,2.23E-01,5.98E-01,2.11E-03,1947,1
2342,81536,108028,4.17E-01,7.56E-01,1.27E-02,1947,1
2343,69228,90136,3.65E-01,1.27E+00,2.04E-02,1965,1
2344,71877,91170,9.19E-02,1.82E+00,3.61E-02,1986,1
2345,75789,95524,6.46E-02,1.12E+00,2.12E-02,2028,8
2346,35868,53132,1.07E-01,4.93E-01,7.54E-04,1961,1
2347,56410,74425,2.18E-01,6.06E-01,1.23E-03,1956,1
2348,58822,62889,1.46E-01,7.61E-01,3.67E-03,1973,1
2349,56138,81460,2.15E-01,7.22E-01,2.35E-03,1968,1
2350,88124,87928,3.66E-01,9.49E-01,8.51E-03,1954,1
2351,70872,80211,2.61E-01,1.17E+00,7.22E-03,1972,1
2352,75910,91803,7.86E-02,1.05E+00,4.85E-02,1968,1
2353,77516,100264,2.67E-03,9.90E-01,6.08E-02,1995,8
2354,33806,46986,1.22E-01,2.72E-01,5.90E-04,1969,1
2355,47157,72160,1.96E-01,6.56E-01,1.86E-03,1978,1
2356,57992,68262,2.97E-01,5.97E-01,5.07E-03,1998,1
2357,58425,81223,2.12E-01,6.13E-01,1.52E-03,1943,1
2358,49916,73111,2.22E-01,7.43E-01,1.83E-03,1965,1
2359,54659,72985,2.42E-01,8.29E-01,1.18E-03,1965,1
2360,50602,77265,2.23E-01,7.04E-01,2.34E-03,1961,1
2361,51017,70377,2.55E-01,8.22E-01,4.92E-04,1936,1
2362,57679,72693,2.79E-01,7.20E-01,1.15E-03,1957,1
2363,58890,76722,2.10E-01,8.77E-01,4.86E-05,1946,1
2364,55398,75243,2.10E-01,6.91E-01,2.76E-03,1950,1
2365,55696,73611,2.59E-01,8.27E-01,5.89E-04,1987,1
2366,58313,74668,2.42E-01,8.45E-01,1.44E-03,1962,1
2367,58238,71916,2.35E-01,7.92E-01,9.54E-04,1959,1
2368,59344,76663,2.46E-01,9.06E-01,9.22E-04,1958,1
2369,56737,78040,2.45E-01,8.09E-01,2.24E-03,1953,1
2370,57961,81210,2.36E-01,8.03E-01,3.11E-03,1955,1
2371,54253,81253,2.48E-01,8.61E-01,1.75E-03,1968,1
2372,60222,80414,1.78E-01,7.38E-01,1.25E-03,1967,1
2373,60016,76356,2.87E-01,1.09E+00,2.06E-03,1974,1
2374,55696,78882,2.64E-01,7.21E-01,1.16E-03,1973,1
2375,54098,78712,2.25E-01,7.95E-01,1.92E-03,1951,1
2376,58153,77978,2.42E-01,8.06E-01,2.44E-03,1954,1
2377,49791,78267,2.56E-01,7.18E-01,1.51E-03,1949,1
2378,59913,73666,2.16E-01,8.19E-01,3.80E-04,1956,1
2379,53364,73684,2.41E-01,6.93E-01,1.14E-03,1960,1
2380,56050,73178,2.24E-01,7.61E-01,2.36E-03,1948,1
2381,50471,78854,3.16E-01,7.04E-01,1.02E-03,1960,1
2382,49702,71820,2.08E-01,6.49E-01,4.33E-04,1954,1
2383,52864,81381,2.42E-01,6.73E-01,2.84E-03,1943,1
2384,50236,78852,2.12E-01,8.37E-01,6.17E-04,1946,1
2385,56614,70879,1.96E-01,7.56E-01,1.06E-03,1982,1
2386,59334,77603,2.14E-01,6.27E-01,2.80E-03,1968,1
2387,49051,80410,2.94E-01,8.91E-01,2.84E-04,1942,1
2388,56537,70465,2.15E-01,8.65E-01,1.53E-03,1974,1
2389,52439,65621,2.74E-01,8.73E-01,1.79E-03,1967,1
2390,53598,73356,2.33E-01,7.13E-01,1.16E-03,1964,1
2391,54747,78051,2.12E-01,8.79E-01,1.94E-03,1964,1
2392,60648,78591,2.24E-01,6.71E-01,1.50E-03,1970,1
2393,57034,72260,2.89E-01,7.18E-01,1.13E-03,1942,1
2394,50924,74548,2.31E-01,5.90E-01,1.79E-03,1962,1
2395,55175,77213,2.48E-01,8.14E-01,2.30E-03,1962,1
2396,55738,71977,2.36E-01,6.87E-01,1.92E-03,1959,1
2397,59753,78212,2.04E-01,7.33E-01,2.74E-03,1972,1
2398,53550,66127,2.24E-01,8.30E-01,8.01E-04,1952,1
2399,57799,83200,2.59E-01,7.44E-01,7.15E-04,1964,1
2400,50464,71530,2.33E-01,6.64E-01,3.57E-03,1956,1
2401,52682,73676,2.73E-01,7.14E-01,1.24E-03,1943,1
2402,56425,77946,2.80E-01,5.88E-01,1.56E-03,1971,1
2403,49663,69733,2.47E-01,6.95E-01,2.61E-03,1951,1
2404,54919,76196,2.93E-01,7.12E-01,4.39E-03,1955,1
2405,51196,68321,2.54E-01,7.05E-01,7.54E-04,1961,1
2406,51832,76862,2.22E-01,8.15E-01,1.14E-03,1972,1
2407,57931,72239,2.46E-01,8.49E-01,1.50E-03,1954,1
2408,50134,69749,2.86E-01,7.25E-01,2.03E-03,1955,1
2409,55547,76209,2.42E-01,1.11E+00,2.61E-03,1947,1
2410,52356,73239,2.74E-01,9.26E-01,7.96E-04,1965,1
2411,48924,67879,2.27E-01,7.49E-01,6.49E-04,1952,1
2412,54033,72351,2.27E-01,9.23E-01,1.52E-03,1958,1
2413,54522,74256,1.99E-01,7.50E-01,1.27E-03,1972,1
2414,51879,75965,1.94E-01,9.26E-01,2.48E-03,1956,1
2415,53810,72530,2.71E-01,8.27E-01,1.43E-03,1957,1
2416,56931,69454,2.08E-01,7.75E-01,1.72E-03,1957,1
2417,49554,74743,2.13E-01,6.12E-01,1.40E-03,1954,1
2418,53071,69346,2.43E-01,7.70E-01,2.67E-03,1950,1
2419,59430,78245,2.76E-01,5.76E-01,3.39E-04,1971,1
2420,49184,85221,2.02E-01,6.15E-01,1.39E-03,1982,1
2421,56455,73063,2.20E-01,6.79E-01,1.71E-03,1952,1
2422,58528,71949,2.05E-01,8.64E-01,2.03E-03,1954,1
2423,57297,73945,2.17E-01,7.84E-01,2.77E-03,1949,1
2424,51995,75468,2.17E-01,8.99E-01,1.69E-03,1958,1
2425,49936,74136,2.24E-01,6.63E-01,1.53E-03,1969,1
2426,50731,71976,1.88E-01,7.69E-01,1.96E-03,1972,1
2427,54816,70663,2.59E-01,8.73E-01,2.64E-04,1969,1
2428,94901,82445,3.18E-01,1.37E+00,1.70E-02,1949,1
2429,69961,78613,1.75E-01,5.19E-01,2.93E-02,1983,1
2430,72598,87793,1.89E-01,1.48E+00,3.48E-02,1998,1
2431,81186,98473,4.88E-02,1.66E+00,7.44E-02,1997,8
2432,38371,59277,1.07E-01,4.54E-01,1.35E-04,1926,1
2433,46834,68368,1.84E-01,5.75E-01,7.44E-05,1980,1
2434,51072,72838,1.52E-01,8.34E-01,1.34E-03,1970,1
2435,85444,111993,4.68E-01,9.26E-01,3.98E-02,1951,1
2436,72476,84993,1.62E-01,1.32E+00,9.64E-03,1995,1
2437,68161,97558,8.33E-02,1.51E+00,3.87E-02,2021,1
2438,84851,82772,5.03E-02,1.66E+00,6.18E-02,2008,8
2439,34416,51631,1.45E-01,4.49E-01,1.08E-03,1951,1
2440,44444,66258,2.20E-01,6.05E-01,3.45E-03,1923,1
2441,58113,72023,2.19E-01,5.30E-01,6.83E-03,1964,1
2442,76637,100825,2.64E-01,1.52E+00,1.36E-02,1950,1
2443,69666,84511,2.19E-01,9.24E-01,1.67E-02,1989,1
2444,69845,86320,1.40E-01,1.15E+00,5.54E-02,1985,1
2445,80338,92078,5.78E-02,1.40E+00,6.45E-02,2003,8
2446,33221,60135,1.21E-01,7.09E-01,8.92E-04,1961,1
2447,38584,84116,2.99E-01,3.61E-01,1.98E-03,1963,1
2448,51037,75561,2.11E-01,9.75E-01,8.21E-03,1956,1
2449,95002,79924,3.24E-01,1.14E+00,9.42E-03,1950,1
2450,75350,90154,7.76E-02,1.21E+00,4.23E-02,1984,1
2451,79708,92137,5.45E-02,1.01E+00,7.46E-02,1965,8
2452,35445,49767,1.02E-01,6.45E-01,2.00E-03,1951,1
2453,42256,75632,1.68E-01,6.74E-01,1.72E-03,1961,1
2454,53439,66177,2.35E-01,7.60E-01,9.69E-03,1942,1
2455,89863,108989,2.70E-01,1.49E+00,2.97E-02,1954,1
2456,76258,91622,1.56E-01,8.45E-01,2.86E-02,1967,1
2457,76534,86190,1.15E-01,1.17E+00,2.06E-02,1992,1
2458,78071,84095,8.17E-02,1.72E+00,6.09E-02,2004,8
2459,35195,53163,5.66E-02,3.09E-01,9.84E-04,1950,1
2460,40407,54061,1.28E-01,3.56E-01,2.30E-04,1956,1
2461,57274,78003,2.45E-01,7.26E-01,4.48E-03,1995,1
2462,78466,90312,2.86E-01,1.21E+00,1.97E-02,1954,1
2463,76062,92562,2.37E-01,1.37E+00,2.11E-02,1979,1
2464,69860,88274,8.41E-02,1.07E+00,2.78E-02,2029,1
2465,81896,89547,2.37E-02,1.43E+00,7.30E-02,2013,8
2466,36894,56866,8.40E-02,7.02E-01,7.90E-04,1947,1
2467,45488,50095,1.85E-01,6.34E-01,1.40E-03,1966,1
2468,79848,92345,3.35E-01,4.23E-01,2.76E-02,1955,1
2469,60184,76764,1.53E-01,1.15E+00,1.82E-02,1977,1
2470,74974,82934,6.43E-03,8.57E-01,2.67E-02,1996,1
2471,78361,101122,7.24E-02,1.62E+00,7.33E-02,2034,8
2472,32433,64812,3.96E-02,3.21E-01,9.76E-04,1974,1
2473,51800,69290,1.67E-01,5.30E-01,1.97E-03,1961,1
2474,52278,71188,2.89E-01,5.96E-01,7.49E-03,1955,1
2475,82975,89796,3.79E-01,1.29E+00,7.40E-04,1955,1
2476,64713,110998,2.64E-01,1.01E+00,1.44E-02,1967,1
2477,72368,87387,1.76E-01,1.37E+00,4.95E-02,1996,1
2478,78968,98453,2.44E-02,1.29E+00,8.33E-02,1996,8
2479,35949,51508,8.47E-02,2.92E-01,1.78E-03,1959,1
2480,38489,64458,1.65E-01,7.13E-01,5.72E-04,1999,1
2481,55452,64222,2.64E-01,6.02E-01,2.21E-03,1965,1
2482,80248,94599,4.86E-01,7.70E-01,1.71E-02,1952,1
2483,64247,85538,1.64E-01,7.56E-01,3.64E-02,1955,1
2484,70955,92707,1.90E-01,1.86E+00,3.25E-02,1991,1
2485,86455,93787,3.48E-02,1.61E+00,1.60E-02,2030,8
2486,37024,46286,1.53E-01,5.11E-01,1.48E-03,1969,1
2487,50536,68369,1.86E-01,7.57E-01,1.41E-03,1991,1
2488,44229,79079,3.00E-01,1.03E+00,2.85E-03,1979,1
2489,86517,102047,2.31E-01,1.22E+00,2.65E-03,1953,1
2490,65844,99235,1.86E-01,9.44E-01,1.23E-02,1967,1
2491,71518,85944,6.03E-02,1.01E+00,6.54E-02,1971,1
2492,82446,99020,1.98E-02,1.22E+00,4.41E-02,1994,8
2493,38163,53472,1.78E-02,4.50E-01,2.95E-04,1949,1
2494,35768,44954,9.48E-02,5.16E-01,1.46E-03,1970,1
2495,34142,63159,8.66E-03,3.42E-01,4.17E-04,1957,1
2496,35302,54532,5.29E-02,5.22E-01,9.14E-04,1952,1
2497,32666,58420,5.73E-02,6.65E-01,1.28E-03,1956,1
2498,35561,48939,1.47E-01,3.16E-01,1.01E-03,1940,1
2499,31412,56593,4.82E-02,3.40E-01,8.38E-04,1956,1
2500,35407,54569,2.11E-02,4.60E-01,1.21E-03,1958,1
2501,37634,39160,4.86E-02,7.05E-01,2.16E-03,1947,1
2502,36194,59674,1.44E-01,1.05E-01,5.83E-04,1955,1
2503,39387,54218,9.44E-02,3.27E-01,1.71E-04,1974,1
2504,31185,55075,1.91E-02,4.14E-01,5.13E-05,1939,1
2505,36812,53098,1.62E-01,6.57E-01,1.61E-04,1940,1
2506,37120,56604,8.54E-02,7.56E-01,1.28E-03,1967,1
2507,38876,54145,4.41E-02,5.77E-01,1.23E-03,1936,1
2508,33591,54097,6.71E-02,5.50E-01,8.21E-04,1959,1
2509,35338,67370,2.78E-02,4.85E-01,2.02E-03,1952,1
2510,38294,73317,2.23E-01,1.76E-01,3.10E-03,1946,1
2511,59104,60290,1.74E-01,8.89E-01,3.49E-04,1984,1
2512,49298,68291,2.23E-01,7.66E-01,1.21E-04,1947,1
2513,81363,83055,4.87E-01,1.10E+00,2.33E-02,1956,1
2514,68613,80042,2.10E-01,1.23E+00,2.00E-02,1962,1
2515,69905,87980,5.84E-02,7.76E-01,6.20E-02,1986,1
2516,83651,102902,1.52E-02,1.29E+00,5.38E-02,1993,8
2517,38397,60671,3.26E-02,3.73E-02,6.08E-04,1976,1
2518,51915,52531,2.35E-01,5.17E-01,2.70E-03,1985,1
2519,52107,67229,2.61E-01,9.05E-01,1.04E-03,1951,1
2520,91753,82252,3.74E-01,9.67E-01,9.83E-03,1953,1
2521,67494,94221,2.09E-01,1.22E+00,3.56E-02,1970,1
2522,68052,91676,1.05E-01,1.50E+00,5.38E-02,2015,1
2523,79465,97691,8.61E-02,1.62E+00,3.33E-02,2011,8
2524,37239,39950,1.29E-01,6.50E-01,1.41E-03,1945,1
2525,55660,72266,3.12E-01,5.04E-01,1.88E-03,1931,1
2526,59331,75964,2.92E-01,7.61E-01,2.38E-03,1932,1
2527,54084,73112,3.20E-01,6.34E-01,1.78E-03,1951,1
2528,91499,100458,2.98E-01,5.90E-01,1.37E-02,1954,1
2529,66516,73036,1.58E-01,8.98E-01,1.21E-02,1967,1
2530,70533,85803,9.50E-02,1.14E+00,4.11E-02,2012,1
2531,81039,86869,5.48E-02,1.18E+00,8.59E-02,1985,8
2532,36858,48678,6.15E-02,3.82E-01,1.81E-03,1949,1
2533,38901,77874,1.74E-01,4.95E-01,2.08E-03,1938,1
2534,63369,76554,1.70E-01,6.71E-01,2.67E-03,1965,1
2535,55540,76824,2.43E-01,9.81E-01,2.78E-03,1969,1
2536,79639,102542,3.81E-01,1.24E+00,2.28E-02,1951,1
2537,63842,83775,2.41E-01,9.65E-01,3.30E-02,1967,1
2538,71375,85822,6.03E-02,7.79E-01,5.38E-02,2003,1
2539,82331,93711,2.32E-02,1.70E+00,5.39E-02,2026,8
2540,51485,65335,1.91E-01,9.85E-01,7.36E-04,1972,8
2541,54549,73002,2.42E-01,6.19E-01,1.98E-03,1955,8
2542,85108,98330,3.85E-01,8.60E-01,1.83E-02,1952,8
2543,68453,85124,1.83E-01,1.22E+00,1.95E-02,1959,8
2544,70280,94355,1.44E-01,1.03E+00,4.99E-02,1977,8
2545,76143,103037,6.08E-02,1.24E+00,6.55E-02,1980,8
2546,36926,53916,1.42E-01,3.70E-01,1.07E-03,1957,1
2547,57978,79165,2.07E-01,3.50E-01,2.90E-03,1954,1
2548,51608,63105,2.55E-01,1.05E+00,1.30E-03,1945,1
2549,59090,74413,1.93E-01,8.12E-01,1.91E-03,1968,1
2550,87721,104217,2.80E-01,7.19E-01,1.00E-02,1956,1
2551,74241,91191,2.28E-01,1.35E+00,3.98E-03,1969,1
2552,70386,94591,1.57E-01,1.42E+00,2.23E-02,1991,1
2553,82395,92528,1.06E-03,2.13E+00,4.82E-02,1982,8
2554,36254,50272,6.76E-02,5.37E-01,1.57E-03,1960,1
2555,42299,52821,1.60E-01,2.65E-01,1.12E-05,1954,1
2556,55934,74803,2.22E-01,7.71E-01,8.55E-03,1963,1
2557,55569,79378,2.27E-01,7.95E-01,6.77E-04,1953,1
2558,88020,74687,2.18E-01,8.01E-01,4.41E-02,1952,1
2559,62734,79624,2.89E-01,8.06E-01,6.74E-03,1968,1
2560,71989,90353,1.36E-01,7.09E-01,5.63E-02,2031,1
2561,78289,95721,4.38E-02,1.27E+00,8.66E-02,2015,8
2562,35645,48559,2.22E-02,7.28E-02,1.31E-03,1960,1
2563,55278,66223,1.65E-01,3.33E-01,2.98E-03,1976,1
2564,55187,72494,1.55E-01,8.71E-01,3.27E-03,1942,1
2565,55532,79073,2.28E-01,7.09E-01,2.27E-03,1952,1
2566,78456,101927,3.39E-01,6.67E-01,3.43E-02,1955,1
2567,66042,79170,1.11E-01,1.11E+00,6.00E-02,1975,1
2568,74927,91220,2.09E-02,1.84E+00,2.33E-02,1994,1
2569,79523,95363,6.34E-02,1.42E+00,4.61E-02,2014,8
2570,31434,56641,1.10E-01,7.49E-01,1.33E-03,1954,1
2571,46233,62690,2.36E-01,3.87E-01,3.51E-03,1976,1
2572,55002,77662,2.55E-01,6.02E-01,7.63E-03,1946,1
2573,60032,76532,2.31E-01,6.98E-01,2.73E-03,1951,1
2574,92896,110667,3.56E-01,1.15E+00,7.22E-03,1955,1
2575,65201,87839,1.22E-01,9.20E-01,1.41E-02,1953,1
2576,71451,81189,1.93E-01,5.51E-01,3.10E-02,1985,1
2577,83240,92160,2.93E-02,2.02E+00,3.50E-02,1992,8
2578,35604,62412,1.11E-01,3.47E-01,1.15E-03,1961,1
2579,54748,80242,2.37E-01,8.06E-01,4.67E-04,1933,1
2580,58859,79490,2.23E-01,8.99E-01,5.00E-03,1979,1
2581,54542,70061,2.57E-01,8.06E-01,1.38E-03,1935,1
2582,93617,112905,1.96E-01,1.13E+00,2.29E-02,1956,1
2583,64885,86984,2.39E-01,1.54E+00,3.75E-02,1963,1
2584,75485,91012,1.55E-01,1.48E+00,4.75E-02,1994,1
2585,80574,89854,6.52E-02,1.63E+00,1.89E-02,1991,8
2586,34948,66890,9.83E-02,4.03E-01,1.32E-03,1956,1
2587,39711,62422,2.63E-01,5.61E-01,5.05E-03,1950,1
2588,60277,63316,1.73E-01,6.19E-01,3.27E-03,1961,1
2589,56103,72814,2.08E-01,7.38E-01,6.80E-04,1972,1
2590,89054,104071,3.35E-01,9.04E-01,2.84E-02,1952,1
2591,68416,88038,2.33E-01,1.01E+00,2.95E-02,1956,1
2592,75446,79481,2.04E-01,1.45E+00,1.00E-02,1976,1
2593,81023,96671,4.30E-02,1.51E+00,5.58E-02,2023,8
2594,32233,54761,4.32E-02,4.42E-01,1.04E-03,1977,1
2595,37165,67581,2.69E-01,4.88E-01,8.19E-04,1934,1
2596,54651,80905,2.50E-01,7.41E-01,8.08E-03,1971,1
2597,52295,69933,2.02E-01,8.76E-01,8.13E-04,1957,1
2598,88798,102888,3.58E-01,8.07E-01,5.09E-02,1952,1
2599,67018,79073,2.73E-01,6.97E-01,7.78E-03,1992,1
2600,73447,85335,1.59E-01,9.48E-01,7.14E-02,1972,1
2601,77553,100704,9.57E-02,1.29E+00,2.08E-02,1981,8
2602,36476,48061,7.09E-02,2.11E-01,1.46E-03,1951,1
2603,48273,76322,1.08E-01,6.80E-01,2.06E-03,1963,1
2604,59506,69320,1.20E-01,6.60E-01,5.54E-03,1958,1
2605,50816,74791,2.52E-01,7.64E-01,2.02E-03,1965,1
2606,79608,90923,1.88E-01,6.55E-01,8.78E-03,1949,1
2607,63673,88453,1.19E-01,1.20E+00,2.28E-02,1965,1
2608,73738,83688,1.14E-01,1.81E+00,5.95E-02,1988,1
2609,79178,97895,4.72E-02,1.34E+00,1.73E-02,2015,8
2610,35021,49487,4.67E-02,3.56E-01,7.23E-04,1971,1
2611,44339,64772,2.18E-01,5.30E-01,4.07E-03,1966,1
2612,59103,67775,2.12E-01,8.45E-01,5.02E-03,2009,1
2613,54014,74140,1.95E-01,9.66E-01,2.89E-03,1954,1
2614,84776,101898,3.49E-01,1.33E+00,1.35E-02,1954,1
2615,66697,90680,2.69E-01,1.23E+00,2.77E-02,1991,1
2616,69365,90920,1.91E-01,1.29E+00,1.21E-03,1950,1
2617,78639,92889,4.75E-02,1.76E+00,8.67E-02,1976,8
2618,37188,63417,6.16E-02,3.51E-01,1.39E-03,1957,1
2619,51731,70926,1.33E-01,3.84E-01,3.07E-03,1989,1
2620,61775,73893,1.48E-01,6.15E-01,6.37E-04,1956,1
2621,58303,74693,2.98E-01,6.90E-01,1.16E-03,1956,1
2622,90568,98298,2.00E-01,1.18E+00,4.06E-02,1954,1
2623,72423,80729,2.33E-01,1.18E+00,1.02E-02,1966,1
2624,74638,93219,9.99E-02,1.54E+00,3.99E-02,1987,1
2625,81823,96742,5.92E-02,7.52E-01,6.85E-02,2022,8
