ID,OD_WT_Ratio,Pipe_WT,Pipe_OD,Yield_Strength,Tensile_Strength,Pipe Vintage,%C,%Mn,%S,%Si,%P,%Al,%Cr,%Mo,%V,%Ni,%Cu,%Sn,%Ti,%Nb,%Co,binary
1047,0.017333333,0.312,18.0,55500,82000,1949,0.27899999999999997,0.83,0.031,0.109,0.01,0.001,0.03,0.006999999999999999,0.0,0.062,0.225,0.040999999999999995,0.001,0.001,0.008,0
1048,0.017333333,0.312,18.0,55000,73000,1950,0.254,0.63,0.022000000000000002,0.077,0.009000000000000001,0.006,0.033,0.009000000000000001,0.0,0.067,0.154,0.026000000000000002,0.001,0.001,0.008,0
1049,0.015615385,0.406,26.0,60000,81500,1998,0.073,0.87,0.003,0.209,0.006999999999999999,0.04,0.023,0.005,0.0,0.013000000000000001,0.024,0.01,0.018000000000000002,0.022000000000000002,0.0,0
1050,0.0203,0.406,20.0,60500,75500,1998,0.057,1.3,0.002,0.297,0.013999999999999999,0.039,0.012,0.004,0.008,0.005,0.005,0.001,0.013999999999999999,0.025,0.0,0
1051,0.021797101,0.188,8.625,52000,69500,1970,0.2,0.67,0.01,0.01,0.005,0.013999999999999999,0.008,0.003,0.0,0.013000000000000001,0.075,0.003,0.001,0.001,0.024,0
1052,0.028985507,0.25,8.625,51000,62500,1970,0.223,0.6,0.019,0.013999999999999999,0.012,0.003,0.042,0.01,0.0,0.054000000000000006,0.094,0.005,0.001,0.001,0.008,0
1053,0.032115942,0.27699999999999997,8.625,65000,72500,1980,0.107,0.92,0.005,0.011000000000000001,0.008,0.013000000000000001,0.033,0.005,0.0,0.011000000000000001,0.006999999999999999,0.0,0.001,0.018000000000000002,0.001,0
1054,0.037333332999999996,0.322,8.625,69000,75000,1980,0.059000000000000004,1.07,0.004,0.252,0.019,0.038,0.018000000000000002,0.004,0.0,0.009000000000000001,0.015,0.001,0.002,0.02,0.001,0
1055,0.032115942,0.27699999999999997,8.625,62000,70000,1990,0.102,0.92,0.008,0.013999999999999999,0.011000000000000001,0.021,0.018000000000000002,0.005,0.0,0.008,0.006999999999999999,0.005,0.001,0.017,0.002,0
1056,0.037333332999999996,0.322,8.625,65000,70000,1990,0.047,0.092,0.006,0.20800000000000002,0.008,0.042,0.022000000000000002,0.006,0.0,0.01,0.022000000000000002,0.001,0.002,0.022000000000000002,0.0,0
1057,0.037333332999999996,0.322,8.625,66000,72000,1990,0.039,1.19,0.003,0.18899999999999997,0.013000000000000001,0.025,0.028999999999999998,0.013000000000000001,0.0,0.040999999999999995,0.081,0.005,0.01,0.033,0.002,0
1058,0.037333332999999996,0.322,8.625,68500,76000,1990,0.033,1.15,0.002,0.205,0.013000000000000001,0.023,0.047,0.015,0.0,0.046,0.13,0.009000000000000001,0.011000000000000001,0.034,0.004,0
1059,0.037333332999999996,0.322,8.625,71000,76000,1990,0.051,1.24,0.006,0.205,0.01,0.040999999999999995,0.017,0.005,0.0,0.004,0.004,0.001,0.002,0.027999999999999997,0.0,0
1060,0.028985507,0.25,8.625,61500,73500,1990,0.055999999999999994,1.0,0.005,0.22,0.006,0.040999999999999995,0.004,0.013000000000000001,0.0,0.004,0.004,0.0,0.002,0.023,0.0,0
1061,0.037333332999999996,0.322,8.625,66000,72500,1990,0.073,1.01,0.002,0.237,0.01,0.037000000000000005,0.005,0.008,0.0,0.005,0.005,0.001,0.003,0.018000000000000002,0.001,0
1062,0.029019153,0.25,8.615,64800,87800,1947,0.272,0.978,0.02,0.031,0.017,0.019,0.009000000000000001,0.003,0.0,0.006,0.013000000000000001,0.001,0.001,0.001,0.001,0
1063,0.029019153,0.25,8.615,66600,88600,1947,0.251,0.8270000000000001,0.023,0.027999999999999997,0.013000000000000001,0.013000000000000001,0.011000000000000001,0.003,0.0,0.009000000000000001,0.012,0.001,0.001,0.001,0.002,0
1064,0.029019153,0.25,8.615,51600,73600,1947,0.228,0.8809999999999999,0.03,0.021,0.019,0.004,0.012,0.006,0.0,0.011000000000000001,0.17,0.001,0.001,0.001,0.002,0
1065,0.029019153,0.25,8.615,50600,75000,1947,0.24,0.873,0.025,0.027000000000000003,0.021,0.013999999999999999,0.01,0.004,0.0,0.006999999999999999,0.011000000000000001,0.001,0.001,0.001,0.001,0
1066,0.019462292,0.312,16.031,57000,73500,1957,0.24,0.763,0.026000000000000002,0.044000000000000004,0.028999999999999998,0.001,0.019,0.008,0.0,0.039,0.115,0.01,0.001,0.001,0.008,0
1067,0.015625,0.25,16.0,53300,66000,1957,0.228,0.696,0.023,0.057999999999999996,0.012,0.001,0.023,0.006999999999999999,0.0,0.042,0.113,0.01,0.0,0.001,0.01,0
1068,0.019462292,0.312,16.031,58500,76000,1957,0.27899999999999997,0.774,0.037000000000000005,0.040999999999999995,0.036000000000000004,0.001,0.027000000000000003,0.006999999999999999,0.0,0.036000000000000004,0.10300000000000001,0.009000000000000001,0.001,0.001,0.008,0
1069,0.015594785,0.25,16.031,48500,65000,1957,0.198,0.7140000000000001,0.019,0.067,0.016,0.001,0.043,0.006999999999999999,0.0,0.039,0.10300000000000001,0.019,0.0,0.001,0.011000000000000001,0
1070,0.015594785,0.25,16.031,50000,65500,1957,0.214,0.708,0.027000000000000003,0.057999999999999996,0.018000000000000002,0.001,0.034,0.006999999999999999,0.0,0.044000000000000004,0.132,0.012,0.0,0.001,0.01,0
1071,0.028627097999999997,0.191,6.672000000000001,63000,75500,1954,0.198,0.633,0.021,0.01,0.02,0.001,0.085,0.012,0.0,0.085,0.319,0.02,0.002,0.001,0.006999999999999999,0
1072,0.028327337999999997,0.18899999999999997,6.672000000000001,59000,71000,1954,0.16699999999999998,0.6679999999999999,0.026000000000000002,0.008,0.01,0.001,0.081,0.012,0.0,0.079,0.385,0.27,0.001,0.001,0.006999999999999999,0
1073,0.027428057999999998,0.183,6.672000000000001,56500,70000,1954,0.209,0.495,0.025,0.032,0.004,0.001,0.052000000000000005,0.016,0.0,0.08900000000000001,0.249,0.021,0.0,0.001,0.006999999999999999,0
1074,0.027043268999999998,0.18,6.656000000000001,53500,66000,1954,0.201,0.624,0.022000000000000002,0.006,0.005,0.001,0.052000000000000005,0.01,0.0,0.07,0.342,0.03,0.001,0.001,0.006999999999999999,0
1075,0.028327337999999997,0.18899999999999997,6.672000000000001,55000,67500,1954,0.179,0.6859999999999999,0.028999999999999998,0.042,0.005,0.009000000000000001,0.042,0.009000000000000001,0.0,0.071,0.212,0.018000000000000002,0.0014,0.001,0.006999999999999999,0
1076,0.027428057999999998,0.183,6.672000000000001,58500,72500,1954,0.16399999999999998,0.6609999999999999,0.023,0.006999999999999999,0.009000000000000001,0.001,0.079,0.001,0.0,0.077,0.375,0.024,0.001,0.001,0.006999999999999999,0
1077,0.029156698999999998,0.195,6.688,65500,81500,1954,0.188,0.655,0.026000000000000002,0.008,0.022000000000000002,0.001,0.086,0.001,0.0,0.086,0.321,0.021,0.001,0.001,0.006999999999999999,0
1078,0.028110048,0.188,6.688,59000,69000,1954,0.22,0.499,0.027999999999999997,0.034,0.004,0.001,0.08800000000000001,0.006999999999999999,0.0,0.08800000000000001,0.24600000000000002,0.02,0.001,0.001,0.006999999999999999,0
1079,0.040829839,0.185,4.531000000000001,63000,67500,2000,0.05,0.965,0.006,0.18100000000000002,0.006999999999999999,0.035,0.02,0.005,0.0,0.004,0.006,0.009000000000000001,0.002,0.021,0.0,0
1080,0.041050541,0.18600000000000003,4.531000000000001,69500,75500,2000,0.068,0.945,0.006,0.26899999999999996,0.016,0.024,0.02,0.013999999999999999,0.0,0.068,0.129,0.005,0.025,0.012,0.005,0
1081,0.023463023,0.158,6.734,54500,66500,1969,0.132,0.8959999999999999,0.018000000000000002,0.147,0.024,0.002,0.012,0.004,0.0,0.006999999999999999,0.01,0.001,0.001,0.001,0.003,0
1082,0.0195,0.312,16.0,57800,75400,1952,0.259,0.9790000000000001,0.032,0.006999999999999999,0.018000000000000002,0.009000000000000001,0.028999999999999998,0.006,0.0,0.021,0.037000000000000005,0.004,0.001,0.001,0.003,0
1083,0.0195,0.312,16.0,59800,76600,1952,0.254,0.965,0.027000000000000003,0.008,0.017,0.015,0.027999999999999997,0.006,0.0,0.021,0.037000000000000005,0.004,0.001,0.001,0.003,0
1084,0.046666667,0.28,6.0,54400,80200,1983,0.226,0.758,0.005,0.261,0.006999999999999999,0.021,0.063,0.02,0.0,0.083,0.16399999999999998,0.01,0.002,0.001,0.005,0
1085,0.05925,0.237,4.0,56200,85100,1983,0.254,0.9520000000000001,0.009000000000000001,0.24600000000000002,0.008,0.03,0.027999999999999997,0.011000000000000001,0.0,0.006999999999999999,0.012,0.001,0.002,0.001,0.0,0
1086,0.024470587999999998,0.312,12.75,46300,73500,1949,0.292,0.685,0.024,0.031,0.006999999999999999,0.002,0.018000000000000002,0.003,0.0,0.006999999999999999,0.006999999999999999,0.001,0.008,0.006999999999999999,0.003,0
1087,0.024470587999999998,0.312,12.75,43500,67600,1949,0.273,0.6659999999999999,0.022000000000000002,0.016,0.005,0.001,0.013000000000000001,0.004,0.0,0.006999999999999999,0.006999999999999999,0.0,0.004,0.006999999999999999,0.003,0
1088,0.024470587999999998,0.312,12.75,43700,70400,1949,0.289,0.609,0.024,0.025,0.01,0.008,0.017,0.003,0.0,0.006999999999999999,0.008,0.001,0.006999999999999999,0.006999999999999999,0.002,0
1089,0.022727273,0.5,22.0,52400,80900,1949,0.235,0.878,0.013999999999999999,0.162,0.011000000000000001,0.016,0.011000000000000001,0.006,0.0,0.012,0.013999999999999999,0.001,0.001,0.001,0.0004,0
1090,0.052666667,0.237,4.5,49000,65100,1954,0.109,0.431,0.035,0.161,0.023,0.021,0.141,0.01,0.0,0.068,0.16399999999999998,0.012,0.001,0.001,0.019,0
1091,0.052666667,0.237,4.5,44000,63000,1954,0.105,0.401,0.027999999999999997,0.159,0.019,0.018000000000000002,0.091,0.012,0.0,0.057,0.131,0.01,0.001,0.001,0.016,0
1092,0.052666667,0.237,4.5,40500,61500,1954,0.141,0.42200000000000004,0.025,0.165,0.011000000000000001,0.02,0.051,0.012,0.0,0.064,0.128,0.012,0.001,0.001,0.016,0
1093,0.052666667,0.237,4.5,44100,73500,1990,0.24600000000000002,0.6629999999999999,0.008,0.231,0.01,0.016,0.067,0.013999999999999999,0.0,0.036000000000000004,0.013999999999999999,0.001,0.001,0.001,0.002,0
1094,0.052666667,0.237,4.5,46700,65600,1954,0.125,0.46799999999999997,0.038,0.161,0.021,0.012,0.057,0.009000000000000001,0.0,0.059000000000000004,0.163,0.013000000000000001,0.001,0.001,0.017,0
1095,0.052666667,0.237,4.5,47900,76700,1990,0.24600000000000002,0.6579999999999999,0.01,0.23199999999999998,0.009000000000000001,0.018000000000000002,0.065,0.019,0.0,0.040999999999999995,0.024,0.002,0.002,0.001,0.002,0
1096,0.052666667,0.237,4.5,61700,73800,1990,0.196,0.68,0.009000000000000001,0.013999999999999999,0.019,0.055,0.040999999999999995,0.004,0.0,0.024,0.023,0.006,0.001,0.001,0.001,0
1097,0.024470587999999998,0.312,12.75,55700,67100,1958,0.226,0.489,0.026000000000000002,0.006999999999999999,0.011000000000000001,0.043,0.03,0.009000000000000001,0.0,0.032,0.048,0.003,0.001,0.001,0.004,0
1098,0.017176471000000002,0.21899999999999997,12.75,65900,83300,1968,0.168,1.03,0.013000000000000001,0.02,0.006999999999999999,0.004,0.013999999999999999,0.005,0.0,0.013999999999999999,0.013999999999999999,0.001,0.001,0.024,0.004,0
1099,0.022285713999999998,0.312,14.0,39500,67500,1983,0.239,0.56,0.015,0.035,0.009000000000000001,0.005,0.008,0.003,0.0,0.005,0.002,0.0,0.001,0.001,0.001,0
1100,0.025882352999999997,0.33,12.75,48300,67000,1983,0.13699999999999998,0.69,0.019,0.040999999999999995,0.01,0.055,0.016,0.003,0.0,0.01,0.023,0.003,0.001,0.001,0.002,0
1101,0.026980392000000002,0.344,12.75,72000,85500,1983,0.065,1.04,0.009000000000000001,0.22,0.008,0.055999999999999994,0.015,0.006,0.0,0.006999999999999999,0.012,0.001,0.001,0.061,0.0,0
1102,0.024470587999999998,0.312,12.75,47200,68000,1983,0.152,0.41,0.011000000000000001,0.009000000000000001,0.012,0.002,0.066,0.002,0.0,0.024,0.071,0.006,0.001,0.001,0.002,0
1103,0.029411765,0.375,12.75,51000,71500,1983,0.195,1.07,0.006,0.213,0.006,0.026000000000000002,0.067,0.024,0.0,0.068,0.013000000000000001,0.001,0.002,0.001,0.0,0
1104,0.024470587999999998,0.312,12.75,56500,69000,1983,0.099,0.94,0.008,0.012,0.01,0.031,0.021,0.006,0.0,0.011000000000000001,0.008,0.002,0.001,0.018000000000000002,0.001,0
1105,0.026980392000000002,0.344,12.75,44000,60500,1983,0.155,0.69,0.023,0.013999999999999999,0.006999999999999999,0.024,0.013000000000000001,0.002,0.0,0.006999999999999999,0.022000000000000002,0.001,0.001,0.001,0.001,0
1106,0.022039216,0.281,12.75,45200,66000,1983,0.247,0.5,0.018000000000000002,0.012,0.008,0.004,0.026000000000000002,0.001,0.0,0.005,0.008,0.0,0.005,0.001,0.002,0
1107,0.024470587999999998,0.312,12.75,78000,89000,1983,0.055,1.06,0.009000000000000001,0.2,0.011000000000000001,0.053,0.015,0.006,0.0,0.008,0.013999999999999999,0.001,0.001,0.064,0.0,0
1108,0.022039216,0.281,12.75,46000,69900,1983,0.264,0.45,0.022000000000000002,0.006999999999999999,0.021,0.001,0.069,0.003,0.0,0.026000000000000002,0.077,0.01,0.001,0.001,0.003,0
1109,0.026139535,0.281,10.75,57000,67000,1983,0.091,0.88,0.006,0.015,0.012,0.026000000000000002,0.026000000000000002,0.006,0.0,0.012,0.017,0.002,0.001,0.015,0.0,0
1110,0.026139535,0.281,10.75,54500,68000,1983,0.10400000000000001,1.0,0.008,0.017,0.013000000000000001,0.027000000000000003,0.028999999999999998,0.008,0.0,0.01,0.01,0.001,0.001,0.018000000000000002,0.001,0
1111,0.032,0.344,10.75,41000,60500,1983,0.163,0.64,0.012,0.011000000000000001,0.006,0.02,0.01,0.002,0.0,0.008,0.018000000000000002,0.001,0.001,0.001,0.002,0
1112,0.018883721000000003,0.203,10.75,56500,74200,1954,0.253,0.8079999999999999,0.02,0.006999999999999999,0.015,0.016,0.038,0.005,0.0,0.01,0.016,0.001,0.001,0.001,0.003,0
1113,0.020372093,0.21899999999999997,10.75,55500,72400,1954,0.248,0.777,0.025,0.006999999999999999,0.013999999999999999,0.002,0.021,0.005,0.0,0.015,0.027000000000000003,0.003,0.001,0.001,0.003,0
1114,0.019607843,0.25,12.75,59700,71200,1954,0.253,0.474,0.037000000000000005,0.086,0.006999999999999999,0.002,0.047,0.009000000000000001,0.0,0.071,0.20800000000000002,0.027000000000000003,0.001,0.001,0.009000000000000001,0
1115,0.019607843,0.25,12.75,59000,70000,1954,0.249,0.46799999999999997,0.038,0.078,0.009000000000000001,0.002,0.040999999999999995,0.006999999999999999,0.0,0.061,0.228,0.036000000000000004,0.001,0.001,0.009000000000000001,0
1116,0.019607843,0.25,12.75,56600,69200,1954,0.261,0.45,0.034,0.084,0.011000000000000001,0.001,0.043,0.006999999999999999,0.0,0.06,0.21600000000000003,0.034,0.001,0.001,0.009000000000000001,0
1117,0.041777778,0.188,4.5,57600,73900,1965,0.223,0.574,0.019,0.008,0.005,0.001,0.026000000000000002,0.003,0.0,0.012,0.07200000000000001,0.004,0.0,0.001,0.019,0
1118,0.041777778,0.188,4.5,57200,75400,1965,0.242,0.575,0.019,0.008,0.006,0.001,0.026000000000000002,0.003,0.0,0.013000000000000001,0.07400000000000001,0.004,0.0,0.001,0.02,0
1119,0.017176471000000002,0.21899999999999997,12.75,56500,75500,1961,0.222,1.03,0.03,0.048,0.023,0.003,0.028999999999999998,0.006,0.0,0.031,0.069,0.006,0.001,0.001,0.013999999999999999,0
1120,0.0195,0.312,16.0,48191,75441,1959,0.272,0.825,0.025,0.033,0.008,0.004,0.021,0.013000000000000001,0.0,0.009000000000000001,0.01,0.001,0.006,0.001,0.003,0
1121,0.030080000000000003,0.188,6.25,45961,57208,1946,0.12,0.40700000000000003,0.02,0.004,0.004,0.001,0.033,0.02,0.0,0.11199999999999999,0.113,0.009000000000000001,0.001,0.001,0.004,0
1122,0.030080000000000003,0.188,6.25,46500,60706,1946,0.157,0.585,0.027999999999999997,0.006999999999999999,0.006,0.001,0.03,0.009000000000000001,0.0,0.049,0.09300000000000001,0.01,0.001,0.001,0.003,0
1123,0.030080000000000003,0.188,6.25,51908,63246,1946,0.16399999999999998,0.45799999999999996,0.024,0.011000000000000001,0.013000000000000001,0.004,0.037000000000000005,0.006,0.0,0.026000000000000002,0.032,0.002,0.001,0.001,0.003,0
1124,0.028377358,0.188,6.625,59600,71900,1965,0.203,1.0,0.018000000000000002,0.05,0.005,0.001,0.018000000000000002,0.01,0.0,0.021,0.027999999999999997,0.002,0.001,0.001,0.008,0
1125,0.028377358,0.188,6.625,59000,71800,1965,0.201,1.011,0.02,0.03,0.005,0.001,0.018000000000000002,0.01,0.0,0.022000000000000002,0.027000000000000003,0.002,0.001,0.001,0.009000000000000001,0
1126,0.011466667,0.344,30.0,49700,78700,1956,0.248,0.972,0.021,0.057999999999999996,0.01,0.011000000000000001,0.025,0.006999999999999999,0.0,0.015,0.02,0.001,0.005,0.001,0.004,0
1127,0.011466667,0.344,30.0,55100,79000,1956,0.248,0.972,0.021,0.057999999999999996,0.01,0.011000000000000001,0.025,0.006999999999999999,0.0,0.015,0.02,0.001,0.005,0.001,0.004,0
1128,0.011466667,0.344,30.0,47700,72600,1956,0.237,0.903,0.02,0.034,0.011000000000000001,0.005,0.023,0.011000000000000001,0.0,0.023,0.037000000000000005,0.003,0.004,0.001,0.005,0
1129,0.011466667,0.344,30.0,47900,72100,1956,0.237,0.903,0.02,0.034,0.011000000000000001,0.005,0.023,0.011000000000000001,0.0,0.023,0.037000000000000005,0.003,0.004,0.001,0.005,0
1130,0.021797101,0.188,8.625,47732,61487,1950,0.22899999999999998,0.428,0.033,0.08199999999999999,0.016,0.001,0.021,0.004,0.0,0.07,0.066,0.006999999999999999,0.001,0.001,0.021,0
1131,0.02809633,0.245,8.72,82900,104000,1967,0.223,0.8809999999999999,0.011000000000000001,0.02,0.009000000000000001,0.001,0.015,0.006,0.038,0.016,0.009000000000000001,0.001,0.001,0.001,0.004,0
1132,0.028037383,0.24,8.56,81400,102200,1967,0.223,0.887,0.013000000000000001,0.02,0.01,0.001,0.015,0.006,0.038,0.016,0.009000000000000001,0.001,0.001,0.001,0.004,0
1133,0.028205128,0.242,8.58,76700,98000,1967,0.22,0.8859999999999999,0.018000000000000002,0.013999999999999999,0.008,0.001,0.013000000000000001,0.005,0.034,0.013999999999999999,0.008,0.001,0.001,0.001,0.002,0
1134,0.041441441,0.276,6.66,79700,92000,1992,0.195,0.773,0.011000000000000001,0.239,0.006999999999999999,0.024,0.126,0.042,0.0,0.159,0.162,0.01,0.004,0.001,0.006999999999999999,0
1135,0.028377358,0.188,6.625,57700,74200,1946,0.153,0.6940000000000001,0.021,0.006999999999999999,0.008,0.001,0.053,0.026000000000000002,0.0,0.08900000000000001,0.114,0.025,0.001,0.001,0.005,0
1136,0.028377358,0.188,6.625,54500,68600,1946,0.184,0.701,0.023,0.008,0.008,0.001,0.054000000000000006,0.026000000000000002,0.0,0.09,0.11599999999999999,0.027000000000000003,0.001,0.001,0.005,0
1137,0.028377358,0.188,6.625,53300,67600,1946,0.177,0.7170000000000001,0.03,0.009000000000000001,0.008,0.001,0.053,0.026000000000000002,0.0,0.88,0.113,0.027000000000000003,0.001,0.001,0.004,0
1138,0.02354717,0.156,6.625,55083,69225,1966,0.237,0.784,0.025,0.034,0.008,0.004,0.036000000000000004,0.008,0.0,0.023,0.059000000000000004,0.006,0.001,0.001,0.006,0
1139,0.02354717,0.156,6.625,55481,69483,1966,0.24600000000000002,0.792,0.024,0.036000000000000004,0.008,0.002,0.037000000000000005,0.009000000000000001,0.0,0.023,0.059000000000000004,0.006999999999999999,0.001,0.001,0.006,0
1140,0.033056603999999996,0.21899999999999997,6.625,48939,70424,1966,0.225,0.732,0.027000000000000003,0.017,0.012,0.002,0.018000000000000002,0.008,0.0,0.022000000000000002,0.094,0.008,0.001,0.001,0.005,0
1141,0.0175625,0.281,16.0,61400,91500,1948,0.315,1.29,0.023,0.011000000000000001,0.057999999999999996,0.046,0.025,0.01,0.0,0.071,0.079,0.011000000000000001,0.001,0.001,0.006,0
1142,0.019607843,0.25,12.75,52788,68279,1958,0.293,0.733,0.013999999999999999,0.006999999999999999,0.005,0.001,0.149,0.005,0.0,0.017,0.268,0.001,0.001,0.001,0.003,0
1143,0.019607843,0.25,12.75,53232,69271,1958,0.293,0.733,0.013999999999999999,0.006999999999999999,0.005,0.001,0.149,0.005,0.0,0.017,0.268,0.001,0.001,0.001,0.003,0
1144,0.019607843,0.25,12.75,54187,68674,1958,0.293,0.733,0.013999999999999999,0.006999999999999999,0.005,0.001,0.149,0.005,0.0,0.017,0.268,0.001,0.001,0.001,0.003,0
1145,0.037735849,0.25,6.625,57500,70200,1954,0.182,0.514,0.025,0.031,0.005,0.008,0.042,0.017,0.0,0.078,0.254,0.019,0.001,0.001,0.006,0
1146,0.037735849,0.25,6.625,54400,67200,1954,0.228,0.589,0.027000000000000003,0.038,0.004,0.001,0.068,0.021,0.0,0.086,0.28300000000000003,0.026000000000000002,0.001,0.001,0.006999999999999999,0
1147,0.037735849,0.25,6.625,52700,67700,1954,0.21600000000000003,0.5479999999999999,0.018000000000000002,0.037000000000000005,0.004,0.002,0.057999999999999996,0.019,0.0,0.068,0.171,0.013999999999999999,0.001,0.001,0.006,0
1148,0.037735849,0.25,6.625,50700,65300,1954,0.183,0.485,0.036000000000000004,0.028999999999999998,0.004,0.011000000000000001,0.044000000000000004,0.02,0.0,0.07200000000000001,0.244,0.03,0.001,0.001,0.008,0
1149,0.037735849,0.25,6.625,54200,65200,1954,0.203,0.523,0.024,0.031,0.008,0.002,0.067,0.022000000000000002,0.0,0.076,0.20199999999999999,0.018000000000000002,0.001,0.001,0.006999999999999999,0
1150,0.0175625,0.281,16.0,48574,80225,1953,0.267,0.654,0.032,0.045,0.011000000000000001,0.022000000000000002,0.022000000000000002,0.004,0.0,0.009000000000000001,0.011000000000000001,0.001,0.006,0.001,0.004,0
1151,0.0175625,0.281,16.0,47682,73044,1953,0.28300000000000003,0.5379999999999999,0.016,0.153,0.018000000000000002,0.018000000000000002,0.02,0.009000000000000001,0.0,0.023,0.036000000000000004,0.003,0.001,0.001,0.003,0
1152,0.028985507,0.25,8.625,52100,69100,1968,0.223,0.5710000000000001,0.015,0.01,0.005,0.004,0.035,0.015,0.0,0.07400000000000001,0.107,0.006999999999999999,0.001,0.001,0.006999999999999999,0
1153,0.021797101,0.188,8.625,50700,69700,1968,0.239,0.617,0.019,0.017,0.009000000000000001,0.002,0.045,0.008,0.0,0.039,0.102,0.005,0.001,0.001,0.006999999999999999,0
1154,0.022028986,0.19,8.625,54800,73900,1968,0.28600000000000003,0.642,0.024,0.013999999999999999,0.008,0.001,0.031,0.01,0.0,0.049,0.08900000000000001,0.006,0.001,0.001,0.006999999999999999,0
1155,0.021797101,0.188,8.625,54300,72900,1968,0.28300000000000003,0.63,0.019,0.013000000000000001,0.008,0.002,0.031,0.009000000000000001,0.0,0.048,0.087,0.006,0.001,0.001,0.006999999999999999,0
1156,0.04226415099999999,0.28,6.625,52136,67127,1997,0.253,0.726,0.002,0.133,0.006999999999999999,0.046,0.01,0.006,0.0,0.018000000000000002,0.069,0.002,0.002,0.001,0.002,0
1157,0.04226415099999999,0.28,6.625,53481,67079,1997,0.24600000000000002,0.722,0.002,0.132,0.006999999999999999,0.046,0.01,0.006,0.0,0.018000000000000002,0.068,0.002,0.002,0.001,0.002,0
1158,0.02354717,0.156,6.625,53005,67131,1966,0.258,0.888,0.02,0.013000000000000001,0.009000000000000001,0.002,0.009000000000000001,0.005,0.0,0.008,0.006,0.001,0.001,0.001,0.002,0
1159,0.02354717,0.156,6.625,66754,79601,1966,0.258,0.861,0.021,0.012,0.009000000000000001,0.001,0.009000000000000001,0.005,0.0,0.009000000000000001,0.006,0.001,0.001,0.001,0.002,0
1160,0.02354717,0.156,6.625,64440,77767,1966,0.257,0.879,0.018000000000000002,0.013000000000000001,0.009000000000000001,0.003,0.009000000000000001,0.005,0.0,0.008,0.006,0.001,0.001,0.001,0.002,0
1161,0.02354717,0.156,6.625,67649,80008,1997,0.20800000000000002,0.846,0.015,0.027999999999999997,0.006999999999999999,0.002,0.015,0.009000000000000001,0.0,0.02,0.027999999999999997,0.002,0.001,0.001,0.008,0
1162,0.028985507,0.25,8.625,51500,67000,1967,0.209,0.809,0.024,0.013999999999999999,0.008,0.039,0.019,0.004,0.0,0.011000000000000001,0.071,0.001,0.001,0.001,0.023,0
1163,0.028985507,0.25,8.625,48000,64500,1967,0.209,0.809,0.024,0.013999999999999999,0.008,0.039,0.019,0.004,0.0,0.011000000000000001,0.071,0.001,0.001,0.001,0.023,0
1164,0.028985507,0.25,8.625,48700,66000,1967,0.209,0.809,0.024,0.013999999999999999,0.008,0.039,0.019,0.004,0.0,0.011000000000000001,0.071,0.001,0.001,0.001,0.023,0
1165,0.028985507,0.25,8.625,51000,66000,1967,0.209,0.809,0.024,0.013999999999999999,0.008,0.039,0.019,0.004,0.0,0.011000000000000001,0.071,0.001,0.001,0.001,0.023,0
1166,0.028985507,0.25,8.625,52500,65500,1967,0.209,0.809,0.024,0.013999999999999999,0.008,0.039,0.019,0.004,0.0,0.011000000000000001,0.071,0.001,0.001,0.001,0.023,0
1167,0.028985507,0.25,8.625,51500,64500,1967,0.209,0.809,0.024,0.013999999999999999,0.008,0.039,0.019,0.004,0.0,0.011000000000000001,0.071,0.001,0.001,0.001,0.023,0
1168,0.06171428599999999,0.21600000000000003,3.5,73268,74913,2014,0.053,1.03,0.001,0.17,0.006,0.025,0.009000000000000001,0.003,0.0,0.008,0.008,0.001,0.001,0.02,0.004,0
1169,0.033056603999999996,0.21899999999999997,6.625,58595,67924,1977,0.203,0.963,0.018000000000000002,0.022000000000000002,0.008,0.04,0.025,0.006,0.0,0.012,0.012,0.0,0.002,0.001,0.001,0
1170,0.02855814,0.307,10.75,36120,51352,1948,0.048,0.33,0.008,0.004,0.003,0.001,0.03,0.009000000000000001,0.0,0.025,0.022000000000000002,0.002,0.001,0.001,0.002,0
1171,0.02855814,0.307,10.75,35548,51030,1948,0.048,0.33,0.008,0.004,0.003,0.001,0.03,0.009000000000000001,0.0,0.025,0.022000000000000002,0.002,0.001,0.001,0.002,0
1172,0.02855814,0.307,10.75,34476,49733,1948,0.048,0.33,0.008,0.004,0.003,0.001,0.03,0.009000000000000001,0.0,0.025,0.022000000000000002,0.002,0.001,0.001,0.002,0
1173,0.02855814,0.307,10.75,35309,50591,1948,0.038,0.37799999999999995,0.013000000000000001,0.005,0.013000000000000001,0.001,0.025,0.012,0.0,0.031,0.022000000000000002,0.001,0.001,0.001,0.003,0
1174,0.02855814,0.307,10.75,33401,49099,1948,0.038,0.37799999999999995,0.013000000000000001,0.005,0.013000000000000001,0.001,0.025,0.012,0.0,0.031,0.022000000000000002,0.001,0.001,0.001,0.003,0
1175,0.02855814,0.307,10.75,33065,49868,1948,0.038,0.37799999999999995,0.013000000000000001,0.005,0.013000000000000001,0.001,0.025,0.012,0.0,0.031,0.022000000000000002,0.001,0.001,0.001,0.003,0
1176,0.02855814,0.307,10.75,33217,45492,1948,0.048,0.33,0.008,0.004,0.003,0.001,0.03,0.009000000000000001,0.0,0.025,0.022000000000000002,0.002,0.001,0.001,0.002,0
