ID,OD_WT_Ratio,Pipe_WT,Pipe_OD,Yield_Strength,Tensile_Strength,Pipe_Vintage,C,Mn,Nb,Pipe_Grade
732,0.025391304,0.219,8.625,69250,92750,1960,0.29,1.14,0,5
733,0.033056604,0.219,6.625,60000,76764,1993,0.076,0.945,0.002,3
734,0.033056604,0.219,6.625,61500,73000,1960,0.21,0.48,0.001,3
735,0.048666667,0.219,4.5,45800,73500,1981,0.249,0.855,0.001,3
736,0.048666667,0.219,4.5,46700,73500,1981,0.226,0.829,0.001,3
737,0.0126875,0.203,16,56000,72000,1965,0.243,1.22,0.021,6
738,0.0126875,0.203,16,56000,76000,1965,0.257,1.25,0.011,6
739,0.0126875,0.203,16,56500,72000,1965,0.226,1.22,0.019,6
740,0.0126875,0.203,16,57500,75000,1965,0.243,1.22,0.021,6
741,0.0126875,0.203,16,57500,74500,1965,0.221,1.26,0.018,6
742,0.0126875,0.203,16,58000,73500,1965,0.232,1.26,0.019,6
743,0.0126875,0.203,16,58000,74000,1965,0.232,1.26,0.019,6
744,0.0126875,0.203,16,59500,76000,1965,0.218,1.3,0.023,6
745,0.0126875,0.203,16,60500,79000,1965,0.275,1.41,0.025,6
746,0.0126875,0.203,16,61500,79000,1965,0.24,1.32,0.026,6
747,0.0126875,0.203,16,62000,78500,1965,0.215,1.25,0.019,6
748,0.0126875,0.203,16,62000,78000,1965,0.228,1.24,0.021,6
749,0.0126875,0.203,16,62500,84500,1965,0.259,1.35,0.025,6
750,0.0126875,0.203,16,62500,80000,1965,0.231,1.22,0.02,6
751,0.0126875,0.203,16,62500,82500,1965,0.252,1.34,0.028,6
752,0.0126875,0.203,16,63500,88500,1965,0.262,1.33,0.024,6
753,0.0126875,0.203,16,66000,83000,1965,0.218,1.23,0.018,6
754,0.015921569,0.203,12.75,50000,68000,1966,0.194,0.699,0.002,4
755,0.015921569,0.203,12.75,50000,69500,1966,0.221,0.841,0.001,4
756,0.015921569,0.203,12.75,51500,70000,1965,0.19,0.601,0.003,4
757,0.015921569,0.203,12.75,53000,68000,1964,0.225,1.04,0.012,5
758,0.015921569,0.203,12.75,54500,79500,1966,0.221,0.857,0.001,4
759,0.015921569,0.203,12.75,61500,74000,1965,0.255,1.12,0.014,3
760,0.015921569,0.203,12.75,62000,78500,1969,0.251,1.03,0.017,5
761,0.015921569,0.203,12.75,65000,82500,1969,0.268,1.12,0.016,5
762,0.015921569,0.203,12.75,65500,81000,1969,0.269,1.2,0.01,5
763,0.015921569,0.203,12.75,70000,91500,1969,0.262,1.15,0.014,5
764,0.018883721,0.203,10.75,47300,70000,1959,0.253,0.79,0.001,3
765,0.018883721,0.203,10.75,51500,71000,1955,0.224,0.681,0.001,4
766,0.018883721,0.203,10.75,52000,72000,1968,0.267,1.13,0.002,4
767,0.018883721,0.203,10.75,52000,70000,1957,0.219,0.583,0.001,2
768,0.018883721,0.203,10.75,55500,77000,1967,0.19,1.03,0.002,5
769,0.018883721,0.203,10.75,63500,79500,1965,0.278,0.873,0.001,4
770,0.018883721,0.203,10.75,68700,82300,1967,0.16,0.88,0.024,5
771,0.018883721,0.203,10.75,71600,88100,1967,0.19,0.91,0.025,5
772,0.023536232,0.203,8.625,45000,69000,1946,0.153,0.727,0.001,2
773,0.023536232,0.203,8.625,46700,72500,1975,0.253,0.748,0.002,2
774,0.023536232,0.203,8.625,47600,68500,1970,0.136,0.766,0.001,3
775,0.023536232,0.203,8.625,47700,70000,1969,0.148,0.605,0.001,3
776,0.023536232,0.203,8.625,48700,65000,1946,0.23,0.541,0.002,2
777,0.023536232,0.203,8.625,49600,64000,1946,0.201,0.557,0.002,2
778,0.023536232,0.203,8.625,49700,62800,1946,0.197,0.639,0.004,2
779,0.023536232,0.203,8.625,50000,69500,1964,0.281,0.666,0.003,2
780,0.023536232,0.203,8.625,50500,73000,1970,0.151,0.748,0.001,3
781,0.023536232,0.203,8.625,51000,69000,1954,0.246,0.728,0.001,3
782,0.023536232,0.203,8.625,51500,65000,1954,0.225,0.739,0.001,3
783,0.023536232,0.203,8.625,53000,78500,1962,0.29,0.507,0.002,3
784,0.023536232,0.203,8.625,54000,68500,1964,0.233,0.769,0.001,3
785,0.023536232,0.203,8.625,55000,74500,1964,0.195,0.87,0.001,3
786,0.023536232,0.203,8.625,56000,74000,1961,0.23,1.12,0.013,5
787,0.023536232,0.203,8.625,56000,71500,1963,0.206,0.903,0.001,3
788,0.023536232,0.203,8.625,56000,76500,1946,0.245,0.498,0.001,2
789,0.023536232,0.203,8.625,57000,73500,1963,0.206,0.903,0.001,3
790,0.023536232,0.203,8.625,57500,97000,1975,0.27,0.77,0,2
791,0.023536232,0.203,8.625,58000,74000,1964,0.195,0.87,0.001,3
792,0.023536232,0.203,8.625,58000,74000,1963,0.217,0.924,0.001,3
793,0.023536232,0.203,8.625,58500,75500,1964,0.202,0.952,0.001,3
794,0.023536232,0.203,8.625,59000,76500,1964,0.2,0.991,0.001,3
795,0.023536232,0.203,8.625,62500,79000,1964,0.21,1.01,0.001,3
796,0.023536232,0.203,8.625,63000,87000,1965,0.25,1.07,0.002,5
797,0.023536232,0.203,8.625,63500,88000,1946,0.34,0.858,0.001,2
798,0.023536232,0.203,8.625,63500,81500,1964,0.21,1.01,0.001,3
799,0.023536232,0.203,8.625,67000,79500,1964,0.195,0.87,0.001,3
800,0.023536232,0.203,8.625,67500,81500,1964,0.21,1.01,0.001,3
801,0.025375,0.203,8,68500,94000,1962,0.248,1.11,0.001,5
802,0.025375,0.203,8,76500,98000,1962,0.248,1.11,0.001,5
803,0.030641509,0.203,6.625,45000,63500,1969,0.148,0.502,0.002,3
804,0.030641509,0.203,6.625,45200,64000,1969,0.146,0.502,0.002,3
805,0.022376812,0.193,8.625,45000,51000,1958,0.092,0.381,0.001,1
806,0.014745098,0.188,12.75,48500,69000,1974,0.226,0.961,0.002,3
807,0.014745098,0.188,12.75,58000,74000,1963,0.261,0.936,0.002,5
808,0.017488372,0.188,10.75,44700,62900,1956,0.244,0.708,0,2
809,0.017488372,0.188,10.75,47900,71000,1956,0.21,0.848,0.001,2
810,0.017488372,0.188,10.75,47900,71000,1956,0.21,0.848,0.001,2
811,0.017488372,0.188,10.75,47900,69000,1956,0.199,0.832,0.001,2
812,0.017488372,0.188,10.75,48000,69000,1956,0.231,0.687,0.001,2
813,0.017488372,0.188,10.75,49500,62000,1956,0.217,0.548,0.001,2
814,0.017488372,0.188,10.75,49700,69500,1956,0.261,0.719,0.001,2
815,0.017488372,0.188,10.75,50500,69000,1970,0.153,0.55,0.002,5
816,0.017488372,0.188,10.75,50500,71000,1956,0.159,0.476,0.001,2
817,0.017488372,0.188,10.75,51000,73000,1956,0.241,0.717,0.001,2
818,0.017488372,0.188,10.75,52000,72500,1956,0.237,0.713,0.001,2
819,0.017488372,0.188,10.75,54500,69500,1970,0.192,0.76,0.025,5
820,0.017488372,0.188,10.75,54500,71000,1970,0.191,0.85,0.028,5
821,0.017488372,0.188,10.75,54500,71000,1970,0.173,0.82,0.023,5
822,0.017488372,0.188,10.75,54500,72500,1970,0.196,0.93,0.027,5
823,0.017488372,0.188,10.75,55000,75000,1970,0.185,1.04,0.031,5
824,0.017488372,0.188,10.75,55000,71500,1970,0.195,0.89,0.026,5
825,0.017488372,0.188,10.75,55000,69500,1970,0.158,0.78,0.024,5
826,0.017488372,0.188,10.75,56000,73000,1970,0.192,0.86,0.03,5
827,0.017488372,0.188,10.75,56000,71000,1970,0.157,0.78,0.024,5
828,0.017488372,0.188,10.75,56500,73500,1970,0.167,0.083,0.03,5
829,0.017488372,0.188,10.75,57000,75000,1973,0.206,1.07,0.051,6
830,0.017488372,0.188,10.75,57500,70500,1970,0.169,0.9,0.034,5
831,0.017488372,0.188,10.75,57800,83400,1972,0.259,1.13,0.002,5
832,0.017488372,0.188,10.75,58000,71500,1970,0.173,0.81,0.03,5
833,0.017488372,0.188,10.75,58000,75000,1970,0.195,1,0.029,5
834,0.017488372,0.188,10.75,58000,82000,1973,0.253,1.33,0.001,5
835,0.017488372,0.188,10.75,58500,83000,1972,0.24,1.18,0.004,5
836,0.017488372,0.188,10.75,58500,73500,1970,0.167,0.82,0.03,5
837,0.017488372,0.188,10.75,59000,74500,1970,0.185,0.94,0.025,5
838,0.017488372,0.188,10.75,59000,74500,1970,0.185,0.94,0.025,5
839,0.017488372,0.188,10.75,59500,70500,1970,0.182,0.81,0.03,5
840,0.017488372,0.188,10.75,60500,73500,1970,0.162,0.85,0.029,5
841,0.017488372,0.188,10.75,61000,82000,1970,0.167,1,0.032,5
842,0.017488372,0.188,10.75,61000,88000,1973,0.275,1.42,0.001,5
843,0.017488372,0.188,10.75,61500,79500,1970,0.18,0.931,0.038,5
844,0.017488372,0.188,10.75,61500,80000,1970,0.168,1.03,0.028,5
845,0.017488372,0.188,10.75,61500,81500,1973,0.253,1.33,0.001,5
846,0.017488372,0.188,10.75,62000,78500,1970,0.189,1.03,0.03,5
847,0.017488372,0.188,10.75,62000,79500,1970,0.189,0.94,0.035,5
848,0.017488372,0.188,10.75,62500,83000,1973,0.24,1.12,0.01,5
849,0.017488372,0.188,10.75,63000,77000,1970,0.172,0.78,0.03,5
850,0.017488372,0.188,10.75,63000,86500,1972,0.25,1.22,0.002,5
851,0.017488372,0.188,10.75,69500,86000,1972,0.24,1.18,0.004,5
852,0.017488372,0.188,10.75,69500,79000,1970,0.18,0.931,0.038,5
853,0.0188,0.188,10,40800,60000,1928,0.12,0.54,0,1
854,0.0188,0.188,10,47900,53500,1928,0.1,0.48,0,1
855,0.021797101,0.188,8.625,35500,53000,1928,0.087,0.44,0,1
856,0.021797101,0.188,8.625,49000,66500,1965,0.271,0.99,0.001,2
857,0.021797101,0.188,8.625,50000,73500,1962,0.257,1.04,0.002,5
858,0.021797101,0.188,8.625,51000,72750,1962,0.257,1.04,0.002,5
859,0.021797101,0.188,8.625,51500,75500,1965,0.26,1.07,0.001,2
860,0.021797101,0.188,8.625,51500,71000,1979,0.199,1.33,0.001,3
861,0.021797101,0.188,8.625,52500,72000,1982,0.205,0.869,0.002,3
862,0.021797101,0.188,8.625,52500,74500,1973,0.246,1.14,0.001,2
863,0.021797101,0.188,8.625,53000,70000,1969,0.233,0.858,0.001,3
864,0.021797101,0.188,8.625,53500,66500,1960,0.232,0.79,0.003,3
865,0.021797101,0.188,8.625,53900,74500,1961,0.237,0.97,0.003,5
866,0.021797101,0.188,8.625,54000,72000,1963,0.23,0.83,0.001,3
867,0.021797101,0.188,8.625,54000,65000,1969,0.225,0.8,0.001,3
868,0.021797101,0.188,8.625,54500,74500,1980,0.241,0.893,0.001,5
869,0.021797101,0.188,8.625,55000,65500,1969,0.225,0.8,0.001,3
870,0.021797101,0.188,8.625,56000,78500,1967,0.25,0.824,0.001,5
871,0.021797101,0.188,8.625,57000,77500,1967,0.249,0.82,0.001,5
872,0.021797101,0.188,8.625,57500,68000,1968,0.229,0.83,0.001,5
873,0.021797101,0.188,8.625,58000,77500,1961,0.24,0.99,0.001,5
874,0.021797101,0.188,8.625,58000,75500,1982,0.247,0.838,0.003,3
875,0.021797101,0.188,8.625,58000,75500,1963,0.208,0.747,0.018,5
876,0.021797101,0.188,8.625,58000,70000,1967,0.152,1.11,0.011,5
877,0.021797101,0.188,8.625,58500,66000,1996,0.071,0.995,0.017,5
878,0.021797101,0.188,8.625,58500,78000,1967,0.255,0.82,0.001,5
879,0.021797101,0.188,8.625,59000,74000,1961,0.233,0.98,0.001,5
880,0.021797101,0.188,8.625,59000,80500,1981,0.19,0.726,0.001,5
881,0.021797101,0.188,8.625,59500,80500,1967,0.25,0.822,0.001,5
882,0.021797101,0.188,8.625,59500,74000,1968,0.201,0.7,0.001,5
883,0.021797101,0.188,8.625,60000,88500,1967,0.276,0.851,0.001,5
884,0.021797101,0.188,8.625,60500,83000,1964,0.21,1.07,0,5
885,0.021797101,0.188,8.625,60500,72500,1961,0.227,0.95,0.001,5
886,0.021797101,0.188,8.625,60500,71000,1968,0.228,0.67,0.001,5
887,0.021797101,0.188,8.625,62000,74500,1968,0.221,0.79,0.001,5
888,0.021797101,0.188,8.625,63000,79500,1961,0.234,1.29,0.002,5
889,0.021797101,0.188,8.625,63000,77500,1973,0.246,1.14,0.001,2
890,0.021797101,0.188,8.625,63500,81500,1961,0.271,1.13,0.003,5
891,0.021797101,0.188,8.625,63500,81500,1983,0.159,0.734,0.001,5
892,0.021797101,0.188,8.625,64000,93500,1962,0.28,1.21,0.003,5
893,0.021797101,0.188,8.625,64500,81000,1968,0.188,0.61,0.001,5
894,0.021797101,0.188,8.625,66500,86000,1962,0.269,1.21,0.001,5
895,0.021797101,0.188,8.625,67500,80000,1983,0.159,0.734,0.001,5
896,0.021797101,0.188,8.625,67500,87500,1983,0.13,0.76,0.001,5
897,0.021797101,0.188,8.625,69000,89000,1972,0.239,1.09,0.001,5
898,0.021797101,0.188,8.625,69000,90000,1972,0.242,1.08,0.001,5
899,0.021797101,0.188,8.625,69000,81500,1963,0.208,0.747,0.018,5
900,0.021797101,0.188,8.625,69000,77500,1983,0.13,0.76,0.001,5
901,0.021797101,0.188,8.625,70500,90500,1972,0.26,1.2,0.001,5
902,0.021797101,0.188,8.625,70500,95000,1962,0.272,1.08,0.001,5
903,0.021797101,0.188,8.625,71500,95500,1962,0.275,1.09,0.001,5
904,0.028377358,0.188,6.625,46600,66000,1955,0.262,0.715,0.003,2
905,0.028377358,0.188,6.625,48566,60233,1965,0.24,1.31,0.001,3
906,0.028377358,0.188,6.625,49100,63000,1946,0.184,0.536,0.003,2
907,0.028377358,0.188,6.625,49900,66000,1946,0.186,0.668,0.003,2
908,0.028377358,0.188,6.625,50500,65000,1954,0.261,0.76,0.002,2
909,0.028377358,0.188,6.625,52000,67000,1946,0.177,0.721,0.003,2
910,0.028377358,0.188,6.625,52000,78500,1960,0.249,1.06,0.002,3
911,0.028377358,0.188,6.625,53000,70500,1946,0.253,0.775,0.003,2
912,0.028377358,0.188,6.625,53000,71000,1982,0.248,0.804,0.001,4
913,0.028377358,0.188,6.625,54000,74000,1957,0.197,0.434,0.001,4
914,0.028377358,0.188,6.625,54500,69000,1946,0.15,0.751,0.012,2
915,0.028377358,0.188,6.625,54500,79500,1960,0.245,1.08,0.002,3
916,0.028377358,0.188,6.625,55000,70000,1946,0.216,0.794,0.002,2
917,0.028377358,0.188,6.625,57000,73000,1963,0.271,0.57,0.002,3
918,0.028377358,0.188,6.625,57000,71000,1946,0.149,0.685,0.002,2
919,0.028377358,0.188,6.625,57500,70000,1988,0.198,0.418,0.002,3
920,0.028377358,0.188,6.625,58000,76000,1955,0.262,0.713,0.003,2
921,0.028377358,0.188,6.625,58500,73500,1960,0.22,0.65,0.003,3
922,0.028377358,0.188,6.625,58500,76500,1979,0.197,0.77,0.001,5
923,0.028377358,0.188,6.625,60000,73500,1960,0.219,0.88,0.002,3
924,0.028377358,0.188,6.625,60000,73000,1966,0.177,0.599,0.001,4
925,0.028377358,0.188,6.625,60500,73500,1988,0.198,0.418,0.002,3
926,0.028377358,0.188,6.625,60500,67500,1965,0.185,0.64,0.002,3
927,0.028377358,0.188,6.625,61000,75500,1981,0.176,0.79,0.001,5
928,0.028377358,0.188,6.625,61000,74500,1966,0.19,0.836,0.001,4
929,0.028377358,0.188,6.625,62500,76500,1965,0.247,1.02,0.001,3
930,0.028377358,0.188,6.625,63200,71200,1994,0.133,1.19,0.031,3
931,0.028377358,0.188,6.625,63500,69000,1946,0.193,0.529,0.002,2
932,0.028377358,0.188,6.625,64500,78500,1964,0.244,0.856,0.001,3
933,0.028377358,0.188,6.625,68500,82000,1973,0.17,0.52,0,2
934,0.028377358,0.188,6.625,76500,87500,1973,0.2,0.54,0,2
935,0.031333333,0.188,6,50000,61500,1970,0.162,0.532,0.002,2
936,0.031333333,0.188,6,61500,80500,1960,0.25,0.822,0.001,4
937,0.041777778,0.188,4.5,45800,69500,1975,0.16,0.494,0.001,2
938,0.041777778,0.188,4.5,45800,69500,1970,0.169,0.571,0.001,2
939,0.041777778,0.188,4.5,46300,71000,1970,0.186,0.561,0.002,2
940,0.041777778,0.188,4.5,47100,66500,1989,0.205,0.547,0.001,2
941,0.041777778,0.188,4.5,47700,72500,1970,0.186,0.54,0.002,2
942,0.041777778,0.188,4.5,57500,74000,1965,0.218,0.609,0.001,4
943,0.041777778,0.188,4.5,57500,69000,1965,0.137,0.63,0.001,2
944,0.041777778,0.188,4.5,58000,68500,1969,0.183,0.46,0.001,2
945,0.041777778,0.188,4.5,58500,76500,1976,0.182,0.747,0.001,5
946,0.041777778,0.188,4.5,59500,71500,1972,0.215,0.786,0.002,2
947,0.041777778,0.188,4.5,60500,72500,1962,0.279,0.709,0.001,2
948,0.041777778,0.188,4.5,61000,71000,1965,0.274,0.68,0.001,2
949,0.047,0.188,4,64000,77500,1981,0.217,0.563,0.002,3
950,0.053714286,0.188,3.5,74500,84000,1992,0.196,0.85,0.002,2
951,0.021449275,0.185,8.625,54000,70000,1965,0.276,0.645,0.001,3
952,0.021449275,0.185,8.625,62500,77500,1965,0.269,0.649,0.001,3
953,0.021449275,0.185,8.625,72000,83000,1965,0.269,0.649,0.001,3
954,0.013490196,0.172,12.75,53000,65000,1965,0.222,0.89,0.001,5
955,0.013490196,0.172,12.75,59500,79500,1965,0.273,1.13,0.001,5
956,0.019942029,0.172,8.625,75000,89000,1993,0.059,1.42,0.069,6
957,0.014511628,0.156,10.75,55500,82500,1977,0.254,1.25,0.001,5
958,0.018086957,0.156,8.625,51500,66500,1971,0.258,0.68,0.002,5
959,0.018086957,0.156,8.625,52000,71000,1968,0.22,1.02,0,4
960,0.018086957,0.156,8.625,53500,80000,1968,0.24,1.14,0.003,4
961,0.018086957,0.156,8.625,55500,73000,1962,0.206,1.11,0.001,5
962,0.018086957,0.156,8.625,56000,80500,1966,0.29,1.18,0.003,5
963,0.018086957,0.156,8.625,56000,72500,1971,0.211,0.649,0.001,5
964,0.018086957,0.156,8.625,56500,74000,1962,0.22,1.18,0.001,5
965,0.018086957,0.156,8.625,57000,76000,1962,0.227,1.1,0.001,5
966,0.018086957,0.156,8.625,60000,85000,1965,0.291,1.25,0.001,5
967,0.018086957,0.156,8.625,60500,93000,1965,0.291,1.25,0.001,5
968,0.018086957,0.156,8.625,60500,86000,1962,0.264,1.13,0.001,5
969,0.018086957,0.156,8.625,61500,82000,1968,0.252,0.943,0.002,4
970,0.018086957,0.156,8.625,61500,82500,1969,0.27,1.21,0.02,5
971,0.018086957,0.156,8.625,62000,75500,1969,0.255,1.08,0.018,5
972,0.018086957,0.156,8.625,67000,86000,1962,0.206,1.11,0.001,5
973,0.018086957,0.156,8.625,68500,85000,1962,0.22,1.18,0.001,5
974,0.018086957,0.156,8.625,69500,83000,1985,0.06,1.32,0.088,7
975,0.018086957,0.156,8.625,71500,90500,1962,0.264,1.13,0.001,5
976,0.018086957,0.156,8.625,73000,87000,1962,0.227,1.1,0.001,5
977,0.018086957,0.156,8.625,76500,93500,1985,0.064,1.34,0.092,7
978,0.0195,0.156,8,58500,76000,1973,0.224,0.819,0.001,4
979,0.0195,0.156,8,63500,78500,1973,0.224,0.819,0.001,4
980,0.02354717,0.156,6.625,49200,67500,1961,0.183,0.953,0.001,4
981,0.02354717,0.156,6.625,51500,65000,1959,0.202,0.468,0.001,2
982,0.02354717,0.156,6.625,52500,68000,1965,0.201,0.547,0.001,3
983,0.02354717,0.156,6.625,54000,69500,1963,0.206,0.544,0.002,3
984,0.02354717,0.156,6.625,54500,74000,1970,0.282,0.584,0.001,3
985,0.02354717,0.156,6.625,54500,69000,1964,0.178,0.5,0.001,3
986,0.02354717,0.156,6.625,55000,71500,1964,0.216,0.543,0.001,3
987,0.02354717,0.156,6.625,56000,72500,1964,0.237,0.582,0.002,3
988,0.02354717,0.156,6.625,57500,75000,1979,0.144,0.779,0.014,5
989,0.02354717,0.156,6.625,57500,74500,1964,0.233,0.573,0.001,3
990,0.02354717,0.156,6.625,58000,74500,1964,0.234,0.575,0.002,3
991,0.02354717,0.156,6.625,59000,73000,1961,0.183,0.953,0.001,4
992,0.02354717,0.156,6.625,60500,75500,1962,0.23,0.532,0.003,3
993,0.02354717,0.156,6.625,62000,79000,1968,0.221,0.744,0.003,4
994,0.02354717,0.156,6.625,62500,79000,1968,0.248,0.662,0.001,4
995,0.02354717,0.156,6.625,70500,81000,1972,0.226,0.976,0.001,5
996,0.026,0.156,6,60500,72500,1966,0.216,0.811,0.001,3
997,0.034666667,0.156,4.5,49500,69000,1964,0.288,0.63,0.002,3
998,0.044571429,0.156,3.5,52000,63000,1968,0.268,0.488,0.001,3
999,0.064842105,0.154,2.375,45600,79000,1965,0.251,0.41,0.001,2
1000,0.064842105,0.154,2.375,45600,79000,1965,0.215,0.74,0.001,2
1001,0.021283019,0.141,6.625,68500,79000,1968,0.209,0.964,0.019,5
1002,0.031333333,0.141,4.5,57500,74500,1977,0.238,0.838,0.004,2
1003,0.031333333,0.141,4.5,58500,77000,1977,0.23,0.851,0.004,2
1004,0.019320755,0.128,6.625,70400,89900,1980,0.26,0.7,0.003,5
1005,0.018867925,0.125,6.625,62500,82500,1981,0.187,0.723,0.002,6
1006,0.018867925,0.125,6.625,66000,82000,1983,0.188,0.744,0.001,6
1007,0.018867925,0.125,6.625,68500,87500,1983,0.192,0.827,0.002,6
1008,0.018867925,0.125,6.625,68500,75500,1983,0.197,0.742,0.001,6
1009,0.018867925,0.125,6.625,69200,84200,1983,0.186,0.775,0.001,6
1010,0.018867925,0.125,6.625,70000,77000,1983,0.195,0.745,0.001,6
1011,0.018867925,0.125,6.625,70200,77800,1983,0.18,0.69,0.002,6
1012,0.018867925,0.125,6.625,71700,82100,1983,0.186,0.766,0.002,6
1013,0.018867925,0.125,6.625,73100,89400,1983,0.194,0.761,0.002,6
1014,0.018867925,0.125,6.625,77800,87100,1982,0.18,0.715,0.001,6
1015,0.018867925,0.125,6.625,78000,87000,1982,0.176,0.759,0.002,6
1016,0.018867925,0.125,6.625,78200,87300,1983,0.185,0.725,0.002,6
1017,0.018867925,0.125,6.625,82300,90900,1982,0.181,0.763,0.001,6
1018,0.0135,0.405,30,69800,87800,1976,0.171,0.12,0.022,7
1019,0.017666667,0.53,30,72000,91000,2015,0.068,0.156,0.068,8
1020,0.021797101,0.188,8.625,48900,64300,1960,0.235,0.801,0.001,3
1021,0.043417853,0.375,8.637,50100,61700,1982,0.065,0.882,0.032,5
1022,0.026093007,0.225,8.623,58600,71200,1982,0.09,0.741,0.018,3
1023,0.043478261,0.375,8.625,74500,82600,1982,0.062,0.907,0.035,5
1024,0.025977038,0.224,8.623,60200,73000,1982,0.094,0.753,0.018,3
1025,0.043689883,0.377,8.629,73400,86600,1982,0.061,1.007,0.038,5
1026,0.017488372,0.188,10.75,56800,79200,1970,0.165,0.933,0.034,5
1027,0.017488372,0.188,10.75,62800,78300,1970,0.192,0.927,0.033,5
1028,0.0156,0.312,20,50300,75700,1958,0.256,1.04,0.001,3
1029,0.0156,0.312,20,44400,68900,1958,0.24,0.57,0.001,3
1030,0.032,0.344,10.75,48500,65000,1955,0.208,0.693,0.001,5
1031,0.021797101,0.188,8.625,57500,76700,1962,0.274,0.99,0.001,5
1032,0.065207547,0.432,6.625,50700,80100,1970,0.262,0.813,0.001,2
1033,0.074888889,0.337,4.5,40600,71000,1970,0.19,0.795,0.001,2
1034,0.042264151,0.28,6.625,39400,61000,1970,0.197,0.665,0.001,2
1035,0.052666667,0.237,4.5,42500,65900,1970,0.21,0.655,0.001,2
1036,0.015625,0.25,16,48600,65700,1970,0.209,0.926,0.001,3
1037,0.017488372,0.188,10.75,50000,69100,1963,0.237,0.751,0.001,3
1038,0.019117104,0.207,10.828,71000,82000,1992,0.09,1.15,0.04,6
1039,0.019486516,0.211,10.828,65500,79500,1992,0.084,1.09,0.04,6
1040,0.014127925,0.283,20.03125,68000,84000,1982,0.079,1.01,0.06,6
1041,0.0172,0.344,20,64000,81500,1982,0.066,0.97,0.074,6
1042,0.019607843,0.25,12.75,48600,67400,1954,0.235,0.739,0.001,4
1043,0.019607843,0.25,12.75,50000,65700,1954,0.239,0.768,0.001,4
1044,0.032115942,0.277,8.625,57900,78000,1950,0.122,0.412,0.001,2
1045,0.032115942,0.277,8.625,60700,82300,1950,0.185,0.465,0.001,2
1046,0.041507246,0.358,8.625,69400,74400,1979,0.074,0.946,0.011,5
1047,0.017333333,0.312,18,55500,82000,1949,0.279,0.83,0.001,3
1048,0.017333333,0.312,18,55000,73000,1950,0.254,0.63,0.001,3
1049,0.015615385,0.406,26,60000,81500,1998,0.073,0.87,0.022,5
1050,0.0203,0.406,20,60500,75500,1998,0.057,1.3,0.025,5
1051,0.021797101,0.188,8.625,52000,69500,1970,0.2,0.67,0.001,4
1052,0.028985507,0.25,8.625,51000,62500,1970,0.223,0.6,0.001,3
1053,0.032115942,0.277,8.625,65000,72500,1980,0.107,0.92,0.018,5
1054,0.037333333,0.322,8.625,69000,75000,1980,0.059,1.07,0.02,5
1055,0.032115942,0.277,8.625,62000,70000,1990,0.102,0.92,0.017,5
1056,0.037333333,0.322,8.625,65000,70000,1990,0.047,0.092,0.022,5
1057,0.037333333,0.322,8.625,66000,72000,1990,0.039,1.19,0.033,5
1058,0.037333333,0.322,8.625,68500,76000,1990,0.033,1.15,0.034,5
1059,0.037333333,0.322,8.625,71000,76000,1990,0.051,1.24,0.028,5
1060,0.028985507,0.25,8.625,61500,73500,1990,0.056,1,0.023,5
1061,0.037333333,0.322,8.625,66000,72500,1990,0.073,1.01,0.018,5
1062,0.029019153,0.25,8.615,64800,87800,1947,0.272,0.978,0.001,2
1063,0.029019153,0.25,8.615,66600,88600,1947,0.251,0.827,0.001,2
1064,0.029019153,0.25,8.615,51600,73600,1947,0.228,0.881,0.001,2
1065,0.029019153,0.25,8.615,50600,75000,1947,0.24,0.873,0.001,2
1066,0.019462292,0.312,16.031,57000,73500,1957,0.24,0.763,0.001,4
1067,0.015625,0.25,16,53300,66000,1957,0.228,0.696,0.001,4
1068,0.019462292,0.312,16.031,58500,76000,1957,0.279,0.774,0.001,4
1069,0.015594785,0.25,16.031,48500,65000,1957,0.198,0.714,0.001,4
1070,0.015594785,0.25,16.031,50000,65500,1957,0.214,0.708,0.001,4
1071,0.028627098,0.191,6.672,63000,75500,1954,0.198,0.633,0.001,3
1072,0.028327338,0.189,6.672,59000,71000,1954,0.167,0.668,0.001,3
1073,0.027428058,0.183,6.672,56500,70000,1954,0.209,0.495,0.001,3
1074,0.027043269,0.18,6.656,53500,66000,1954,0.201,0.624,0.001,3
1075,0.028327338,0.189,6.672,55000,67500,1954,0.179,0.686,0.001,3
1076,0.027428058,0.183,6.672,58500,72500,1954,0.164,0.661,0.001,3
1077,0.029156699,0.195,6.688,65500,81500,1954,0.188,0.655,0.001,3
1078,0.028110048,0.188,6.688,59000,69000,1954,0.22,0.499,0.001,3
1079,0.040829839,0.185,4.531,63000,67500,2000,0.05,0.965,0.021,3
1080,0.041050541,0.186,4.531,69500,75500,2000,0.068,0.945,0.012,3
1081,0.023463023,0.158,6.734,54500,66500,1969,0.132,0.896,0.001,5
1082,0.0195,0.312,16,57800,75400,1952,0.259,0.979,0.001,5
1083,0.0195,0.312,16,59800,76600,1952,0.254,0.965,0.001,5
1084,0.046666667,0.28,6,54400,80200,1983,0.226,0.758,0.001,3
1085,0.05925,0.237,4,56200,85100,1983,0.254,0.952,0.001,3
1086,0.024470588,0.312,12.75,46300,73500,1949,0.292,0.685,0.007,3
1087,0.024470588,0.312,12.75,43500,67600,1949,0.273,0.666,0.007,3
1088,0.024470588,0.312,12.75,43700,70400,1949,0.289,0.609,0.007,3
1089,0.022727273,0.5,22,52400,80900,1949,0.235,0.878,0.001,3
