ID,OD_WT_Ratio,Pipe_WT,Pipe_OD,Yield_Strength,Tensile_Strength,Pipe_Vintage,C,Mn,Nb,YS_TS_Ratio,C_Mn_Ratio,WT_OD_YS,WT_OD_C_Mn,YS_C,YS_Mn,WT_OD_YS_C,WT_OD_YS_Mn,WT_OD_YS_TS_C_Mn,Pipe_Grade
1012,0.018867925,0.125,6.625,71700,82100,1983,0.186,0.766,0.002,0.873,0.243,1352.8,0.1180,13336,54922,10002.2,45482,0.10304,6
1013,0.018867925,0.125,6.625,73100,89400,1983,0.194,0.761,0.002,0.818,0.255,1379.2,0.1223,14181,55629,10636.1,46068,0.09997,6
1014,0.018867925,0.125,6.625,77800,87100,1982,0.18,0.715,0.001,0.893,0.252,1467.9,0.1066,14004,55627,10503.0,46066,0.09520,6
1015,0.018867925,0.125,6.625,78000,87000,1982,0.176,0.759,0.002,0.897,0.232,1471.7,0.1106,13728,59202,10296.0,49027,0.09918,6
1016,0.018867925,0.125,6.625,78200,87300,1983,0.185,0.725,0.002,0.896,0.255,1475.5,0.1111,14467,56695,10850.3,46951,0.09949,6
1017,0.018867925,0.125,6.625,82300,90900,1982,0.181,0.763,0.001,0.905,0.237,1552.8,0.1144,14896,62795,11172.2,52002,0.10355,6
1038,0.019117104,0.207,10.828,71000,82000,1992,0.09,1.15,0.04,0.866,0.078,1357.3,0.2320,6390,81650,7936.4,183010,0.20086,6
1039,0.019486516,0.211,10.828,65500,79500,1992,0.084,1.09,0.04,0.824,0.077,1276.4,0.2092,5502,71395,6965.5,163117,0.17235,6
1254,0.019607843,0.25,12.75,74600,99600,1968,0.184,1.01,0.026,0.749,0.182,1462.7,0.5924,13726,75346,20589.6,240165,0.44368,6
956,0.019942029,0.172,8.625,75000,89000,1993,0.059,1.42,0.069,0.843,0.042,1495.7,0.1243,4425,106500,4566.6,157993,0.10474,6
389,0.02,0.255,12.75,60500,84500,1970,0.227,1.2,0.023,0.716,0.189,1210.0,0.8856,13734,72600,21012.3,236041,0.63410,6
354,0.022039216,0.281,12.75,62000,84000,1967,0.214,1.15,0.034,0.738,0.186,1366.4,0.8817,13268,71300,22369.8,255450,0.65079,6
293,0.024,0.306,12.75,63000,78000,1972,0.213,1.25,0.031,0.808,0.170,1512.0,1.0388,13419,78750,24637.3,307243,0.83901,6
294,0.024,0.306,12.75,63000,78000,1972,0.213,1.25,0.031,0.808,0.170,1512.0,1.0388,13419,78750,24637.3,307243,0.83901,6
295,0.024,0.306,12.75,63500,80000,1972,0.223,1.32,0.028,0.794,0.169,1524.0,1.1484,14161,83820,25998.7,327024,0.91158,6
296,0.024,0.306,12.75,63500,80000,1972,0.223,1.32,0.028,0.794,0.169,1524.0,1.1484,14161,83820,25998.7,327024,0.91158,6
297,0.024,0.306,12.75,65500,81500,1972,0.205,1.28,0.033,0.804,0.160,1572.0,1.0238,13428,83840,24652.9,327102,0.82277,6
298,0.024,0.306,12.75,65500,81500,1972,0.205,1.28,0.033,0.804,0.160,1572.0,1.0238,13428,83840,24652.9,327102,0.82277,6
268,0.024470588,0.312,12.75,71000,94500,1967,0.194,0.73,0.003,0.751,0.266,1737.4,0.5634,13774,51830,25784.9,206180,0.42327,6
1107,0.024470588,0.312,12.75,78000,89000,1983,0.055,1.06,0.064,0.876,0.052,1908.7,0.2319,4290,82680,8030.9,328901,0.20325,6
1101,0.026980392,0.344,12.75,72000,85500,1983,0.065,1.04,0.061,0.842,0.063,1942.6,0.2965,4680,74880,9659.5,328424,0.24968,6
1132,0.028037383,0.24,8.56,81400,102200,1967,0.223,0.887,0.001,0.796,0.251,2282.2,0.4064,18152,72202,26139.2,148331,0.32366,6
1131,0.02809633,0.245,8.72,82900,104000,1967,0.223,0.881,0.001,0.797,0.253,2329.2,0.4197,18487,73035,27175.4,156032,0.33457,6
1133,0.028205128,0.242,8.58,76700,98000,1967,0.22,0.886,0.001,0.783,0.248,2163.3,0.4047,16874,67956,24501.0,141102,0.31676,6
290,0.02855814,0.307,10.75,81500,99500,1967,0.228,0.981,0.001,0.819,0.232,2327.5,0.7382,18582,79952,34228.0,263860,0.60462,6
291,0.02855814,0.307,10.75,84000,102000,1967,0.223,0.97,0.001,0.824,0.230,2398.9,0.7139,18732,81480,34504.3,268904,0.58790,6
149,0.03255814,0.35,10.75,61000,93000,1970,0.243,1.03,0.002,0.656,0.236,1986.0,0.9417,14823,62830,31128.3,236398,0.61768,6
30,0.009625,0.462,48,77000,81600,1972,0.104,1.33,0.001,0.944,0.078,741.1,3.0674,8008,102410,25897.9,2271044,2.89447,7
51,0.010416667,0.375,36,65500,91000,1971,0.156,1.43,0.043,0.720,0.109,682.3,3.0116,10218,93665,26822.3,1264478,2.16768,7
52,0.010416667,0.375,36,68000,89500,1971,0.161,1.43,0.045,0.760,0.113,708.3,3.1081,10948,97240,28738.5,1312740,2.36147,7
53,0.010416667,0.375,36,69500,93500,1971,0.167,1.44,0.045,0.743,0.116,724.0,3.2465,11607,100080,30467.1,1351080,2.41316,7
54,0.010416667,0.375,36,70500,90000,1971,0.167,1.44,0.045,0.783,0.116,734.4,3.2465,11774,101520,30905.4,1370520,2.54308,7
55,0.010416667,0.375,36,70500,87000,1971,0.161,1.43,0.045,0.810,0.113,734.4,3.1081,11351,100815,29795.1,1361003,2.51864,7
56,0.010416667,0.375,36,73750,96500,1968,0.26,1.37,0.015,0.764,0.190,768.2,4.8087,19175,101038,50334.4,1364006,3.67504,7
57,0.010416667,0.375,36,74000,96500,1968,0.26,1.37,0.015,0.767,0.190,770.8,4.8087,19240,101380,50505.0,1368630,3.68750,7
58,0.010416667,0.375,36,74500,90000,1971,0.156,1.43,0.043,0.828,0.109,776.0,3.0116,11622,106535,30507.8,1438223,2.49292,7
334,0.011708333,0.281,24,72000,91000,1992,0.07,1.41,0.041,0.791,0.050,843.0,0.6656,5040,101520,9913.7,684651,0.52665,7
1018,0.0135,0.405,30,69800,87800,1976,0.171,0.12,0.022,0.795,1.425,942.3,0.2493,11936,8376,33838.0,101768,0.19820,7
245,0.0156,0.312,20,71300,89400,1994,0.069,0.99,0.051,0.798,0.070,1112.3,0.4263,4920,70587,10744.6,440463,0.33995,7
83,0.015625,0.375,24,71500,94000,2011,0.055,1.62,0.042,0.761,0.034,1117.2,0.8019,3933,115830,10322.8,1042470,0.60996,7
84,0.015625,0.375,24,75500,91000,2011,0.059,1.67,0.044,0.830,0.035,1179.7,0.8868,4455,126085,11693.1,1134765,0.73573,7
87,0.015625,0.375,24,84000,96000,2011,0.062,1.68,0.045,0.875,0.037,1312.5,0.9374,5208,141120,13671.0,1270080,0.82026,7
469,0.015625,0.25,16,83500,97500,2012,0.048,1.55,0.053,0.856,0.031,1304.7,0.2976,4008,129425,7014.0,517700,0.25487,7
470,0.015625,0.25,16,87000,98500,2012,0.042,1.58,0.051,0.883,0.027,1359.4,0.2654,3654,137460,6394.5,549840,0.23445,7
677,0.017176471,0.219,12.75,68500,82000,1980,0.058,1.02,0.061,0.835,0.057,1176.6,0.1652,3973,69870,6090.6,195095,0.13799,7
678,0.017176471,0.219,12.75,70000,90500,1981,0.093,1.56,0.05,0.773,0.060,1202.4,0.4051,6510,109200,9979.8,304914,0.31334,7
679,0.017176471,0.219,12.75,73500,90000,1981,0.11,1.5,0.054,0.817,0.073,1262.5,0.4607,8085,110250,12394.3,307846,0.37626,7
304,0.0176875,0.283,16,68000,80000,1999,0.045,1.3,0.056,0.850,0.035,1202.8,0.2649,3060,88400,6061.9,400275,0.22515,7
474,0.017857143,0.25,14,68000,84500,1981,0.058,1.03,0.056,0.805,0.056,1214.3,0.2091,3944,70040,6902.0,245140,0.16826,7
475,0.017857143,0.25,14,70000,86000,1981,0.053,1.05,0.06,0.814,0.050,1250.0,0.1948,3710,73500,6492.5,257250,0.15854,7
476,0.017857143,0.25,14,70000,86000,1981,0.055,1.06,0.06,0.814,0.052,1250.0,0.2041,3850,74200,6737.5,259700,0.16609,7
477,0.017857143,0.25,14,72000,82500,1981,0.05,1.01,0.055,0.873,0.050,1285.7,0.1768,3600,72720,6300.0,254520,0.15425,7
479,0.017857143,0.25,14,75500,87000,1981,0.064,1.03,0.063,0.868,0.062,1348.2,0.2307,4832,77765,8456.0,272178,0.20022,7
974,0.018086957,0.156,8.625,69500,83000,1985,0.06,1.32,0.088,0.837,0.045,1257.0,0.1066,4170,91740,4553.6,123436,0.08923,7
977,0.018086957,0.156,8.625,76500,93500,1985,0.064,1.34,0.092,0.818,0.048,1383.7,0.1154,4896,102510,5346.4,137927,0.09441,7
90,0.01875,0.375,20,78500,84000,2015,0.074,1.36,0.04,0.935,0.054,1471.9,0.7548,5809,106760,15248.6,800700,0.70538,7
91,0.01875,0.375,20,80500,95000,2015,0.074,1.36,0.04,0.847,0.054,1509.4,0.7548,5957,109480,15637.1,821100,0.63959,7
269,0.024470588,0.312,12.75,73500,87500,1999,0.064,1.32,0.036,0.840,0.048,1798.6,0.3361,4704,97020,10273.5,385946,0.28229,7
270,0.024470588,0.312,12.75,77000,83500,2000,0.071,1.21,0.039,0.922,0.059,1884.2,0.3417,5467,93170,11939.9,370630,0.31515,7
4,0.026041667,0.625,24,70000,81500,1997,0.076,1.29,0.036,0.859,0.059,1822.9,1.4706,5320,90300,23275.0,1354500,1.26309,7
5,0.034722222,0.625,18,68500,88000,1996,0.075,1.47,0.042,0.778,0.051,2378.5,1.2403,5138,100695,22476.6,1132819,0.96547,7
25,0.046511628,0.5,10.75,62500,77000,2002,0.135,1.24,0.033,0.812,0.109,2907.0,0.8998,8438,77500,29531.3,416563,0.73034,7
46,0.010047619,0.422,42,85000,94000,2008,0.046,1.7,0.043,0.904,0.027,854.0,1.3860,3910,144500,13200.2,2561118,1.25331,8
146,0.011933333,0.358,30,88000,100000,2001,0.052,1.58,0.073,0.880,0.033,1050.1,0.8824,4576,139040,13105.7,1493290,0.77651,8
424,0.0125,0.25,20,71000,95000,2006,0.047,1.7,0.074,0.747,0.028,887.5,0.3995,3337,120700,6674.0,603500,0.29857,8
425,0.0125,0.25,20,75000,90500,2006,0.036,1.66,0.067,0.829,0.022,937.5,0.2988,2700,124500,5400.0,622500,0.24762,8
426,0.0125,0.25,20,78500,89500,2006,0.036,1.66,0.067,0.877,0.022,981.3,0.2988,2826,130310,5652.0,651550,0.26208,8
427,0.0125,0.25,20,87000,95500,2006,0.047,1.7,0.074,0.911,0.028,1087.5,0.3995,4089,147900,8178.0,739500,0.36394,8
7,0.013888889,0.5,36,72000,89000,2013,0.036,1.56,0.067,0.809,0.023,1000.0,1.0109,2592,112320,10368.0,2021760,0.81779,8
8,0.013888889,0.5,36,72600,90700,2013,0.044,1.75,0.076,0.800,0.025,1008.3,1.3860,3194,127050,12777.6,2286900,1.10941,8
9,0.013888889,0.5,36,74400,88900,2013,0.032,1.56,0.068,0.837,0.021,1033.3,0.8986,2381,116064,9523.2,2089152,0.75200,8
10,0.013888889,0.5,36,74925,92500,2013,0.045,1.74,0.071,0.810,0.026,1040.6,1.4094,3372,130370,13486.5,2346651,1.14161,8
11,0.013888889,0.5,36,76000,94800,2013,0.046,1.74,0.077,0.802,0.026,1055.6,1.4407,3496,132240,13984.0,2380320,1.15501,8
12,0.013888889,0.5,36,79600,93300,2013,0.047,1.55,0.082,0.853,0.030,1105.6,1.3113,3741,123380,14964.8,2220840,1.11875,8
13,0.013888889,0.5,36,80000,93800,2013,0.042,1.75,0.066,0.853,0.024,1111.1,1.3230,3360,140000,13440.0,2520000,1.12836,8
14,0.013888889,0.5,36,80400,96000,2013,0.038,1.54,0.079,0.838,0.025,1116.7,1.0534,3055,123816,12220.8,2228688,0.88219,8
45,0.0143,0.429,30,82500,96500,2011,0.065,1.59,0.049,0.855,0.041,1179.8,1.3301,5363,131175,18404.1,1688222,1.13714,8
71,0.014423077,0.375,26,87500,103100,2016,0.064,1.61,0.072,0.849,0.040,1262.0,1.0046,5600,140875,16800.0,1373531,0.85263,8
33,0.0146,0.438,30,73500,90000,2007,0.116,1.38,0.02,0.817,0.084,1073.1,2.1035,8526,101430,29875.1,1332790,1.71782,8
34,0.0146,0.438,30,73500,89500,2007,0.121,1.37,0.021,0.821,0.088,1073.1,2.1782,8894,100695,31162.8,1323132,1.78882,8
36,0.0146,0.438,30,81000,89500,2007,0.106,1.44,0.017,0.905,0.074,1182.6,2.0057,8586,116640,30085.3,1532650,1.81521,8
3,0.014880952,0.625,42,78500,97500,2008,0.056,1.57,0.075,0.805,0.036,1168.2,2.3079,4396,123245,21980.0,3235181,1.85816,8
246,0.0156,0.312,20,85500,99500,2013,0.055,1.47,0.085,0.859,0.037,1333.8,0.5045,4703,125685,11737.4,784274,0.43352,8
247,0.0156,0.312,20,86000,96000,2013,0.055,1.47,0.085,0.896,0.037,1341.6,0.5045,4730,126420,11806.1,788861,0.45195,8
467,0.015625,0.25,16,78500,91000,2013,0.051,1.59,0.08,0.863,0.032,1226.6,0.3244,4004,124815,8007.0,499260,0.27981,8
468,0.015625,0.25,16,81500,93000,2013,0.048,1.59,0.076,0.876,0.030,1273.4,0.3053,3912,129585,7824.0,518340,0.26753,8
1019,0.017666667,0.53,30,72000,91000,2015,0.068,0.156,0.068,0.791,0.436,1272.0,0.1687,4896,11232,20759.0,178589,0.13345,8
1244,0.020625,0.495,24,83460,90873,2017,0.036,1.56,0.064,0.918,0.023,1721.4,0.6672,3005,130198,11898.1,1546747,0.61276,8
1245,0.020625,0.495,24,82995,92531,2017,0.036,1.56,0.064,0.897,0.023,1711.8,0.6672,2988,129472,11831.8,1538130,0.59842,8
1246,0.020625,0.495,24,87076,96987,2017,0.049,1.55,0.067,0.898,0.032,1795.9,0.9023,4267,134968,16896.2,1603417,0.81008,8
1247,0.020625,0.495,24,88842,100660,2017,0.049,1.55,0.067,0.883,0.032,1832.4,0.9023,4353,137705,17238.9,1635937,0.79635,8
