ID,Pipe OD,Pipe WT,Yield_Strength,Tensile_Strength,%C,%Mn,%S,%P,%Si,%Al,%Cr,%Mo,%V,%Ni,%Cu,%Ti,%Nb,Pipe Vintage,Pipe Grade
828,14,0.375,48700,79000,0.285,0.904,0.024,0.011,0.013,0.016,0.029,0.003,0.001,0.025,0.097,0.004,0.002,1951,X42
828,14,0.375,48700,79000,0.284,0.904,0.022,0.011,0.013,0.017,0.029,0.003,0.001,0.024,0.097,0.004,0.003,1951,X42
845,16,0.375,48800,78000,0.285,0.82,0.02,0.009,0.157,0.046,0.032,0.001,0.001,0.016,0.019,0.001,0.001,1951,X42
845,16,0.375,48800,78000,0.24,1.04,0.024,0.011,0.04,0.009,0.021,0,0.002,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,48800,78000,0.251,1.04,0.024,0.01,0.04,0.008,0.021,0,0.001,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,48800,78000,0.279,0.74,0.025,0.009,0.028,0.001,0.024,0,0.001,0.015,0.017,0.007,0.001,1951,X42
845,16,0.375,48800,78000,0.277,1.09,0.035,0.013,0.041,0.006,0.022,0,0.002,0.011,0.017,0.006,0.002,1951,X42
845,16,0.375,48800,78000,0.239,0.7,0.024,0.008,0.026,0.004,0.023,0.001,0,0.014,0.016,0.006,0.001,1951,X42
845,16,0.375,48800,78000,0.338,0.74,0.035,0.009,0.026,0.001,0.025,0.001,0.001,0.015,0.017,0.007,0.001,1951,X42
845,16,0.375,48800,78000,0.293,1.1,0.026,0.011,0.042,0.006,0.022,0,0.002,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,48800,78000,0.267,0.82,0.018,0.008,0.161,0.054,0.031,0.001,0.001,0.015,0.018,0.001,0.001,1951,X42
845,16,0.375,48800,78000,0.259,1.05,0.02,0.01,0.041,0.008,0.021,0,0.001,0.011,0.014,0.004,0.001,1951,X42
954,12.75,0.75,48800,65500,0.234,0.618,0.027,0.009,0.004,0.001,0.042,0.003,0,0.02,0.036,0.001,0.001,1954,X42
190,12.75,0.33,48900,73500,0.24,0.57,0.022,0.01,0.12,0.018,0.034,0.006,0.001,0.02,0.05,0.002,0,1939,X42
726,8.625,0.322,48900,72000,0.047,0.983,0.005,0.013,0.179,0.018,0.032,0.009,0.002,0.039,0.076,0.007,0.013,2002,X42
726,8.625,0.322,48900,72000,0.046,0.974,0.005,0.013,0.178,0.019,0.031,0.009,0.001,0.039,0.075,0.007,0.012,2002,X42
726,8.625,0.322,48900,72000,0.186,0.562,0.008,0.006,0.318,0.021,0.035,0.003,0.001,0.032,0.126,0.001,0.001,2002,X42
1512,8.625,0.188,48900,64300,0.235,0.801,0.027,0.005,0.017,0.009,0.018,0.016,0,0.029,0.194,0.001,0.001,1960,X42
828,14,0.375,49000,77000,0.283,0.912,0.026,0.012,0.013,0.015,0.029,0.003,0.001,0.025,0.098,0.004,0.002,1951,X42
828,14,0.375,49000,77000,0.283,0.912,0.026,0.012,0.013,0.015,0.029,0.003,0.001,0.025,0.098,0.004,0.002,1951,X42
828,14,0.375,49000,80000,0.283,0.912,0.026,0.012,0.013,0.015,0.029,0.003,0.001,0.025,0.098,0.004,0.002,1951,X42
828,14,0.375,49000,77000,0.286,0.913,0.024,0.011,0.013,0.017,0.029,0.003,0.001,0.025,0.097,0.004,0.002,1951,X42
828,14,0.375,49000,77000,0.286,0.913,0.024,0.011,0.013,0.017,0.029,0.003,0.001,0.025,0.097,0.004,0.002,1951,X42
828,14,0.375,49000,80000,0.286,0.913,0.024,0.011,0.013,0.017,0.029,0.003,0.001,0.025,0.097,0.004,0.002,1951,X42
828,14,0.375,49000,77000,0.284,0.916,0.025,0.011,0.013,0.015,0.03,0.003,0.001,0.025,0.099,0.004,0.002,1951,X42
828,14,0.375,49000,77000,0.284,0.916,0.025,0.011,0.013,0.015,0.03,0.003,0.001,0.025,0.099,0.004,0.002,1951,X42
828,14,0.375,49000,80000,0.284,0.916,0.025,0.011,0.013,0.015,0.03,0.003,0.001,0.025,0.099,0.004,0.002,1951,X42
828,14,0.375,49000,77000,0.285,0.911,0.024,0.011,0.013,0.015,0.029,0.003,0.001,0.025,0.098,0.004,0.002,1951,X42
828,14,0.375,49000,77000,0.285,0.911,0.024,0.011,0.013,0.015,0.029,0.003,0.001,0.025,0.098,0.004,0.002,1951,X42
828,14,0.375,49000,80000,0.285,0.911,0.024,0.011,0.013,0.015,0.029,0.003,0.001,0.025,0.098,0.004,0.002,1951,X42
828,14,0.375,49000,77000,0.285,0.916,0.027,0.012,0.013,0.015,0.03,0.003,0.001,0.025,0.098,0.004,0.002,1951,X42
828,14,0.375,49000,77000,0.285,0.916,0.027,0.012,0.013,0.015,0.03,0.003,0.001,0.025,0.098,0.004,0.002,1951,X42
828,14,0.375,49000,80000,0.285,0.916,0.027,0.012,0.013,0.015,0.03,0.003,0.001,0.025,0.098,0.004,0.002,1951,X42
828,14,0.375,49000,77000,0.285,0.904,0.024,0.011,0.013,0.016,0.029,0.003,0.001,0.025,0.097,0.004,0.002,1951,X42
828,14,0.375,49000,77000,0.285,0.904,0.024,0.011,0.013,0.016,0.029,0.003,0.001,0.025,0.097,0.004,0.002,1951,X42
828,14,0.375,49000,80000,0.285,0.904,0.024,0.011,0.013,0.016,0.029,0.003,0.001,0.025,0.097,0.004,0.002,1951,X42
828,14,0.375,49000,77000,0.284,0.904,0.022,0.011,0.013,0.017,0.029,0.003,0.001,0.024,0.097,0.004,0.003,1951,X42
828,14,0.375,49000,77000,0.284,0.904,0.022,0.011,0.013,0.017,0.029,0.003,0.001,0.024,0.097,0.004,0.003,1951,X42
828,14,0.375,49000,80000,0.284,0.904,0.022,0.011,0.013,0.017,0.029,0.003,0.001,0.024,0.097,0.004,0.003,1951,X42
1134,16,0.312,49000,73500,0.227,1.03,0.019,0.007,0.012,0.006,0.013,0.006,0,0.012,0.009,0.001,0.001,1976,X42
650,12.75,0.312,49100,76000,0.31,0.92,0.041,0.012,0.012,0.006,0.04,0.008,0.002,0.029,0.05,0.006,0.002,1950,X42
650,12.75,0.312,49100,76000,0.29,0.891,0.027,0.008,0.017,0.026,0.023,0.011,0.002,0.019,0.04,0.005,0.003,1950,X42
845,16,0.375,49300,79000,0.285,0.82,0.02,0.009,0.157,0.046,0.032,0.001,0.001,0.016,0.019,0.001,0.001,1951,X42
845,16,0.375,49300,79000,0.24,1.04,0.024,0.011,0.04,0.009,0.021,0,0.002,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,49300,79000,0.251,1.04,0.024,0.01,0.04,0.008,0.021,0,0.001,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,49300,79000,0.279,0.74,0.025,0.009,0.028,0.001,0.024,0,0.001,0.015,0.017,0.007,0.001,1951,X42
845,16,0.375,49300,79000,0.277,1.09,0.035,0.013,0.041,0.006,0.022,0,0.002,0.011,0.017,0.006,0.002,1951,X42
845,16,0.375,49300,79000,0.239,0.7,0.024,0.008,0.026,0.004,0.023,0.001,0,0.014,0.016,0.006,0.001,1951,X42
845,16,0.375,49300,79000,0.338,0.74,0.035,0.009,0.026,0.001,0.025,0.001,0.001,0.015,0.017,0.007,0.001,1951,X42
845,16,0.375,49300,79000,0.293,1.1,0.026,0.011,0.042,0.006,0.022,0,0.002,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,49300,79000,0.267,0.82,0.018,0.008,0.161,0.054,0.031,0.001,0.001,0.015,0.018,0.001,0.001,1951,X42
845,16,0.375,49300,79000,0.259,1.05,0.02,0.01,0.041,0.008,0.021,0,0.001,0.011,0.014,0.004,0.001,1951,X42
1463,12.75,0.25,49300,75500,0.208,0.766,0.016,0.009,0.064,0.007,0.03,0.006,0,0.011,0.017,0.005,0.001,1954,X42
1463,12.75,0.25,49300,75500,0.318,0.852,0.029,0.013,0.071,0.002,0.031,0.006,0,0.012,0.018,0.006,0.001,1954,X42
1463,12.75,0.25,49300,75500,0.237,0.785,0.024,0.01,0.065,0.002,0.03,0.006,0,0.011,0.017,0.005,0.001,1954,X42
1463,12.75,0.25,49300,75500,0.243,0.789,0.024,0.01,0.065,0.002,0.03,0.006,0,0.011,0.018,0.005,0.001,1954,X42
256,4.5,0.156,49500,69000,0.288,0.63,0.015,0.005,0.018,0.004,0.026,0.011,0.001,0.01,0.006,0.002,0.002,1964,X42
1115,16,0.312,49750,68000,0.162,1.06,0.007,0.015,0.189,0.033,0.041,0.007,0.002,0.013,0.016,0.002,0.001,2002,X42
708,6.625,0.25,49800,73500,0.191,0.592,0.027,0.006,0.129,0.027,0.026,0.018,0,0.062,0.077,0.002,0.002,1977,X42
708,6.625,0.25,49800,73500,0.178,0.715,0.018,0.005,0.191,0.047,0.047,0.028,0,0.071,0.079,0.002,0.003,1977,X42
708,6.625,0.25,49800,73500,0.168,0.698,0.016,0.005,0.189,0.048,0.047,0.027,0,0.07,0.078,0.002,0.003,1977,X42
708,6.625,0.25,49800,73500,0.195,0.586,0.028,0.005,0.132,0.028,0.026,0.018,0,0.062,0.077,0.002,0.003,1977,X42
708,6.625,0.25,49800,73500,0.233,0.721,0.024,0.007,0.16,0.047,0.034,0.025,0,0.06,0.072,0.002,0.003,1977,X42
969,16,0.375,49800,68500,0.163,1.02,0.007,0.007,0.215,0.026,0.033,0.004,0.001,0.012,0.033,0.002,0.001,2008,X42
969,16,0.375,49800,68500,0.151,1.03,0.006,0.006,0.225,0.031,0.031,0.004,0.001,0.011,0.027,0.002,0.001,2008,X42
845,16,0.375,50000,74500,0.285,0.82,0.02,0.009,0.157,0.046,0.032,0.001,0.001,0.016,0.019,0.001,0.001,1951,X42
845,16,0.375,50000,79000,0.285,0.82,0.02,0.009,0.157,0.046,0.032,0.001,0.001,0.016,0.019,0.001,0.001,1951,X42
845,16,0.375,50000,74500,0.24,1.04,0.024,0.011,0.04,0.009,0.021,0,0.002,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,50000,79000,0.24,1.04,0.024,0.011,0.04,0.009,0.021,0,0.002,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,50000,74500,0.251,1.04,0.024,0.01,0.04,0.008,0.021,0,0.001,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,50000,79000,0.251,1.04,0.024,0.01,0.04,0.008,0.021,0,0.001,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,50000,74500,0.279,0.74,0.025,0.009,0.028,0.001,0.024,0,0.001,0.015,0.017,0.007,0.001,1951,X42
845,16,0.375,50000,79000,0.279,0.74,0.025,0.009,0.028,0.001,0.024,0,0.001,0.015,0.017,0.007,0.001,1951,X42
845,16,0.375,50000,74500,0.277,1.09,0.035,0.013,0.041,0.006,0.022,0,0.002,0.011,0.017,0.006,0.002,1951,X42
845,16,0.375,50000,79000,0.277,1.09,0.035,0.013,0.041,0.006,0.022,0,0.002,0.011,0.017,0.006,0.002,1951,X42
845,16,0.375,50000,74500,0.239,0.7,0.024,0.008,0.026,0.004,0.023,0.001,0,0.014,0.016,0.006,0.001,1951,X42
845,16,0.375,50000,79000,0.239,0.7,0.024,0.008,0.026,0.004,0.023,0.001,0,0.014,0.016,0.006,0.001,1951,X42
845,16,0.375,50000,74500,0.338,0.74,0.035,0.009,0.026,0.001,0.025,0.001,0.001,0.015,0.017,0.007,0.001,1951,X42
845,16,0.375,50000,79000,0.338,0.74,0.035,0.009,0.026,0.001,0.025,0.001,0.001,0.015,0.017,0.007,0.001,1951,X42
845,16,0.375,50000,74500,0.293,1.1,0.026,0.011,0.042,0.006,0.022,0,0.002,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,50000,79000,0.293,1.1,0.026,0.011,0.042,0.006,0.022,0,0.002,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,50000,74500,0.267,0.82,0.018,0.008,0.161,0.054,0.031,0.001,0.001,0.015,0.018,0.001,0.001,1951,X42
845,16,0.375,50000,79000,0.267,0.82,0.018,0.008,0.161,0.054,0.031,0.001,0.001,0.015,0.018,0.001,0.001,1951,X42
845,16,0.375,50000,74500,0.259,1.05,0.02,0.01,0.041,0.008,0.021,0,0.001,0.011,0.014,0.004,0.001,1951,X42
845,16,0.375,50000,79000,0.259,1.05,0.02,0.01,0.041,0.008,0.021,0,0.001,0.011,0.014,0.004,0.001,1951,X42
1463,12.75,0.25,50000,72000,0.208,0.766,0.016,0.009,0.064,0.007,0.03,0.006,0,0.011,0.017,0.005,0.001,1954,X42
1463,12.75,0.25,50000,72000,0.318,0.852,0.029,0.013,0.071,0.002,0.031,0.006,0,0.012,0.018,0.006,0.001,1954,X42
1463,12.75,0.25,50000,72000,0.237,0.785,0.024,0.01,0.065,0.002,0.03,0.006,0,0.011,0.017,0.005,0.001,1954,X42
1463,12.75,0.25,50000,72000,0.243,0.789,0.024,0.01,0.065,0.002,0.03,0.006,0,0.011,0.018,0.005,0.001,1954,X42
1522,10.75,0.188,50000,69100,0.237,0.751,0.02,0.01,0.08,0.002,0.025,0.004,0,0.053,0.041,0.001,0.001,1963,X42
55,16,0.312,50100,69800,0.24,0.72,0.04,0.01,0.005,0.028,0.024,0.013,0,0.047,0.087,0,0,1959,X42
1516,20,0.312,50300,75700,0.256,1.04,0.023,0.009,0.023,0.002,0.015,0.008,0,0.007,0.008,0.005,0.001,1958,X42
1516,20,0.312,50300,75700,0.24,0.57,0.027,0.007,0.041,0.004,0.015,0.004,0,0.007,0.01,0.009,0.001,1958,X42
196,12.75,0.25,50500,66000,0.27,0.78,0.03,0.012,0.003,0.001,0.028,0.011,0.001,0.036,0.13,0.002,0.002,1950,X42
623,10.75,0.25,50500,60500,0.24,0.566,0.03,0.007,0.007,0.001,0.023,0.009,0.001,0.045,0.17,0.002,0.001,1954,X42
828,14,0.375,50500,79000,0.283,0.912,0.026,0.012,0.013,0.015,0.029,0.003,0.001,0.025,0.098,0.004,0.002,1951,X42
828,14,0.375,50500,79000,0.286,0.913,0.024,0.011,0.013,0.017,0.029,0.003,0.001,0.025,0.097,0.004,0.002,1951,X42
828,14,0.375,50500,79000,0.284,0.916,0.025,0.011,0.013,0.015,0.03,0.003,0.001,0.025,0.099,0.004,0.002,1951,X42
828,14,0.375,50500,79000,0.285,0.911,0.024,0.011,0.013,0.015,0.029,0.003,0.001,0.025,0.098,0.004,0.002,1951,X42
828,14,0.375,50500,79000,0.285,0.916,0.027,0.012,0.013,0.015,0.03,0.003,0.001,0.025,0.098,0.004,0.002,1951,X42
828,14,0.375,50500,79000,0.285,0.904,0.024,0.011,0.013,0.016,0.029,0.003,0.001,0.025,0.097,0.004,0.002,1951,X42
828,14,0.375,50500,79000,0.284,0.904,0.022,0.011,0.013,0.017,0.029,0.003,0.001,0.024,0.097,0.004,0.003,1951,X42
1081,8.625,0.203,50500,73000,0.151,0.748,0.017,0.012,0.239,0.026,0.041,0.009,0,0.043,0.068,0.002,0.001,1970,X42
650,12.75,0.312,51000,75000,0.31,0.92,0.041,0.012,0.012,0.006,0.04,0.008,0.002,0.029,0.05,0.006,0.002,1950,X42
650,12.75,0.312,51000,75000,0.29,0.891,0.027,0.008,0.017,0.026,0.023,0.011,0.002,0.019,0.04,0.005,0.003,1950,X42
845,16,0.375,51000,80500,0.285,0.82,0.02,0.009,0.157,0.046,0.032,0.001,0.001,0.016,0.019,0.001,0.001,1951,X42
845,16,0.375,51000,80500,0.24,1.04,0.024,0.011,0.04,0.009,0.021,0,0.002,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,51000,80500,0.251,1.04,0.024,0.01,0.04,0.008,0.021,0,0.001,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,51000,80500,0.279,0.74,0.025,0.009,0.028,0.001,0.024,0,0.001,0.015,0.017,0.007,0.001,1951,X42
845,16,0.375,51000,80500,0.277,1.09,0.035,0.013,0.041,0.006,0.022,0,0.002,0.011,0.017,0.006,0.002,1951,X42
845,16,0.375,51000,80500,0.239,0.7,0.024,0.008,0.026,0.004,0.023,0.001,0,0.014,0.016,0.006,0.001,1951,X42
845,16,0.375,51000,80500,0.338,0.74,0.035,0.009,0.026,0.001,0.025,0.001,0.001,0.015,0.017,0.007,0.001,1951,X42
845,16,0.375,51000,80500,0.293,1.1,0.026,0.011,0.042,0.006,0.022,0,0.002,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,51000,80500,0.267,0.82,0.018,0.008,0.161,0.054,0.031,0.001,0.001,0.015,0.018,0.001,0.001,1951,X42
845,16,0.375,51000,80500,0.259,1.05,0.02,0.01,0.041,0.008,0.021,0,0.001,0.011,0.014,0.004,0.001,1951,X42
892,12.75,0.219,51000,72000,0.207,0.859,0.016,0.014,0.067,0.006,0.024,0.005,0.001,0.036,0.119,0.001,0.001,1962,X42
1412,12.75,0.25,51000,68000,0.216,0.432,0.027,0.007,0.032,0.003,0.017,0.005,0,0.027,0.073,0.001,0.001,1954,X42
1311,8.625,0.203,51000,69000,0.225,0.739,0.03,0.014,0.014,0.005,0.032,0.006,0,0.031,0.142,0.001,0.001,1954,X42
1311,8.625,0.203,51000,69000,0.246,0.728,0.029,0.008,0.01,0.01,0.025,0.01,0,0.04,0.137,0.001,0.001,1954,X42
1503,22,0.5,51000,79000,0.261,0.838,0.026,0.017,0.143,0.009,0.013,0.008,0,0.016,0.016,0.001,0.001,1949,X42
1503,22,0.5,51000,79000,0.287,0.833,0.016,0.018,0.143,0.001,0.013,0.007,0,0.015,0.015,0.001,0.001,1949,X42
1503,22,0.5,51000,79000,0.276,0.831,0.016,0.016,0.144,0.006,0.011,0.006,0,0.014,0.014,0.001,0.001,1949,X42
1503,22,0.5,51000,79000,0.252,0.825,0.026,0.01,0.155,0.007,0.008,0.006,0,0.009,0.009,0.001,0.001,1949,X42
1531,8.625,0.25,51000,62500,0.223,0.6,0.019,0.012,0.014,0.003,0.042,0.01,0,0.054,0.094,0.001,0.001,1990,X42
134,8.625,0.25,51500,72600,0.25,0.6,0.042,0.025,0.067,0.004,0.023,0.003,0.001,0.065,0.09,0.001,0,1956,X42
462,8.625,0.219,51500,67000,0.211,0.679,0.008,0.016,0.017,0.098,0.038,0.005,0.003,0.016,0.014,0.003,0.002,1989,X42
690,10.75,0.28,51500,76000,0.245,1.01,0.027,0.009,0.015,0.02,0.026,0.007,0.001,0.048,0.057,0.004,0.002,1950,X42
828,14,0.375,51500,79000,0.283,0.912,0.026,0.012,0.013,0.015,0.029,0.003,0.001,0.025,0.098,0.004,0.002,1951,X42
828,14,0.375,51500,79000,0.286,0.913,0.024,0.011,0.013,0.017,0.029,0.003,0.001,0.025,0.097,0.004,0.002,1951,X42
828,14,0.375,51500,79000,0.284,0.916,0.025,0.011,0.013,0.015,0.03,0.003,0.001,0.025,0.099,0.004,0.002,1951,X42
828,14,0.375,51500,79000,0.285,0.911,0.024,0.011,0.013,0.015,0.029,0.003,0.001,0.025,0.098,0.004,0.002,1951,X42
828,14,0.375,51500,79000,0.285,0.916,0.027,0.012,0.013,0.015,0.03,0.003,0.001,0.025,0.098,0.004,0.002,1951,X42
828,14,0.375,51500,79000,0.285,0.904,0.024,0.011,0.013,0.016,0.029,0.003,0.001,0.025,0.097,0.004,0.002,1951,X42
828,14,0.375,51500,79000,0.284,0.904,0.022,0.011,0.013,0.017,0.029,0.003,0.001,0.024,0.097,0.004,0.003,1951,X42
1311,8.625,0.203,51500,65000,0.225,0.739,0.03,0.014,0.014,0.005,0.032,0.006,0,0.031,0.142,0.001,0.001,1954,X42
1311,8.625,0.203,51500,65000,0.246,0.728,0.029,0.008,0.01,0.01,0.025,0.01,0,0.04,0.137,0.001,0.001,1954,X42
1426,8.625,0.188,51500,71000,0.199,1.33,0.013,0.011,0.011,0.001,0.01,0.004,0.002,0.011,0.04,0.001,0.001,1979,X42
1463,12.75,0.25,51500,75500,0.208,0.766,0.016,0.009,0.064,0.007,0.03,0.006,0,0.011,0.017,0.005,0.001,1954,X42
1463,12.75,0.25,51500,75500,0.318,0.852,0.029,0.013,0.071,0.002,0.031,0.006,0,0.012,0.018,0.006,0.001,1954,X42
1463,12.75,0.25,51500,75500,0.237,0.785,0.024,0.01,0.065,0.002,0.03,0.006,0,0.011,0.017,0.005,0.001,1954,X42
1463,12.75,0.25,51500,75500,0.243,0.789,0.024,0.01,0.065,0.002,0.03,0.006,0,0.011,0.018,0.005,0.001,1954,X42
492,6.625,0.25,52000,83000,0.253,0.871,0.023,0.006,0.205,0.021,0.017,0.015,0.002,0.03,0.036,0.003,0.002,1962,X42
631,3.5,0.156,52000,63000,0.268,0.488,0.015,0.008,0.015,0.017,0.056,0.009,0,0.036,0.062,0.002,0.001,1968,X42
749,6.625,0.188,52000,78500,0.249,1.06,0.025,0.016,0.051,0.03,0.027,0.003,0.002,0.012,0.011,0.005,0.002,1960,X42
1187,8.625,0.312,52000,64500,0.193,1.19,0.023,0.022,0.019,0.046,0.02,0.008,0,0.012,0.014,0.003,0.041,1973,X42
1187,8.625,0.312,52000,64500,0.186,0.7,0.012,0.005,0.005,0.002,0.021,0.01,0,0.029,0.031,0.001,0.001,1973,X42
1440,16,0.25,52000,66000,0.213,0.67,0.032,0.011,0.005,0.007,0.04,0.028,0,0.051,0.08,0.001,0.001,1959,X42
1440,16,0.25,52000,66000,0.207,0.67,0.016,0.006,0.004,0.006,0.033,0.014,0,0.029,0.06,0.001,0.001,1959,X42
1440,16,0.25,52000,66000,0.243,0.71,0.025,0.008,0.004,0.007,0.031,0.027,0,0.029,0.045,0.001,0.001,1959,X42
1471,12.75,0.312,52000,71500,0.238,0.746,0.016,0.008,0.009,0.01,0.025,0.005,0,0.03,0.158,0.001,0.001,1955,X42
588,10.75,0.25,52500,72000,0.215,0.734,0.014,0.007,0.003,0.001,0.022,0.004,0.001,0.011,0.016,0.002,0.002,1954,X42
260,18,0.25,52500,80500,0.338,0.517,0.03,0.036,0.069,0.003,0.039,0.007,0,0.026,0.054,0.002,0.001,1943,X42
372,8.625,0.188,52500,72000,0.205,0.869,0.024,0.008,0.006,0.003,0.028,0.005,0.001,0.022,0.016,0.002,0.002,1982,X42
434,16,0.219,52500,71500,0.209,0.816,0.015,0.008,0.013,0.008,0.015,0.007,0.001,0.008,0.008,0.002,0.001,1971,X42
1078,6.625,0.156,52500,68000,0.201,0.547,0.007,0.008,0.016,0.005,0.035,0.006,0,0.009,0.074,0.001,0.001,1965,X42
1135,12.75,0.25,52500,72000,0.231,0.84,0.022,0.009,0.036,0.005,0.016,0.005,0,0.024,0.101,0.002,0.001,1957,X42
1207,8.625,0.375,52500,63000,0.177,0.805,0.017,0.006,0.005,0.001,0.017,0.003,0,0.009,0.01,0.001,0.001,1957,X42
1399,12.75,0.203,52500,73500,0.229,0.829,0.017,0.016,0.025,0.003,0.016,0.005,0,0.021,0.059,0.001,0.001,1966,X42
1431,10.75,0.219,52500,61500,0.168,0.671,0.02,0.006,0.011,0.003,0.028,0.01,0,0.028,0.042,0.001,0.001,1958,X42
737,14,0.281,53000,69500,0.219,0.866,0.022,0.007,0.017,0.003,0.031,0,0.002,0.011,0.014,0.001,0.002,1964,X42
330,8.625,0.203,53000,78500,0.29,0.507,0.021,0.011,0.113,0.006,0.013,0.014,0.001,0.006,0.013,0.002,0.002,1962,X42
845,16,0.375,53000,75500,0.285,0.82,0.02,0.009,0.157,0.046,0.032,0.001,0.001,0.016,0.019,0.001,0.001,1951,X42
845,16,0.375,53000,75500,0.24,1.04,0.024,0.011,0.04,0.009,0.021,0,0.002,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,53000,75500,0.251,1.04,0.024,0.01,0.04,0.008,0.021,0,0.001,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,53000,75500,0.279,0.74,0.025,0.009,0.028,0.001,0.024,0,0.001,0.015,0.017,0.007,0.001,1951,X42
845,16,0.375,53000,75500,0.277,1.09,0.035,0.013,0.041,0.006,0.022,0,0.002,0.011,0.017,0.006,0.002,1951,X42
845,16,0.375,53000,75500,0.239,0.7,0.024,0.008,0.026,0.004,0.023,0.001,0,0.014,0.016,0.006,0.001,1951,X42
845,16,0.375,53000,75500,0.338,0.74,0.035,0.009,0.026,0.001,0.025,0.001,0.001,0.015,0.017,0.007,0.001,1951,X42
845,16,0.375,53000,75500,0.293,1.1,0.026,0.011,0.042,0.006,0.022,0,0.002,0.011,0.015,0.005,0.001,1951,X42
845,16,0.375,53000,75500,0.267,0.82,0.018,0.008,0.161,0.054,0.031,0.001,0.001,0.015,0.018,0.001,0.001,1951,X42
845,16,0.375,53000,75500,0.259,1.05,0.02,0.01,0.041,0.008,0.021,0,0.001,0.011,0.014,0.004,0.001,1951,X42
1133,20,0.312,53000,75500,0.165,1.06,0.009,0.015,0.196,0.029,0.054,0.007,0.001,0.013,0.019,0.001,0.001,1976,X42
1151,8.625,0.188,53000,70000,0.233,0.858,0.023,0.01,0.014,0.005,0.014,0.005,0,0.012,0.012,0.001,0.001,1969,X42
573,8.625,0.188,53500,66500,0.232,0.79,0.027,0.005,0.014,0.023,0.017,0.017,0.002,0.027,0.198,0.002,0.003,1960,X42
708,6.625,0.25,53500,81000,0.191,0.592,0.027,0.006,0.129,0.027,0.026,0.018,0,0.062,0.077,0.002,0.002,1977,X42
708,6.625,0.25,53500,81000,0.178,0.715,0.018,0.005,0.191,0.047,0.047,0.028,0,0.071,0.079,0.002,0.003,1977,X42
708,6.625,0.25,53500,81000,0.168,0.698,0.016,0.005,0.189,0.048,0.047,0.027,0,0.07,0.078,0.002,0.003,1977,X42
708,6.625,0.25,53500,81000,0.195,0.586,0.028,0.005,0.132,0.028,0.026,0.018,0,0.062,0.077,0.002,0.003,1977,X42
708,6.625,0.25,53500,81000,0.233,0.721,0.024,0.007,0.16,0.047,0.034,0.025,0,0.06,0.072,0.002,0.003,1977,X42
145,8.625,0.188,54000,72000,0.23,0.83,0.009,0.01,0.009,0.002,0.018,0.005,0.002,0.014,0.023,0.002,0.001,1963,X42
511,6.625,0.156,54000,69500,0.206,0.544,0.038,0.014,0.057,0.005,0.027,0.01,0.001,0.046,0.178,0.002,0.002,1963,X42
587,10.75,0.25,54000,67000,0.177,0.616,0.015,0.006,0.003,0.001,0.023,0.005,0.001,0.016,0.058,0.002,0.002,1954,X42
691,10.75,0.28,54000,77000,0.259,0.76,0.024,0.01,0.052,0.018,0.033,0.005,0,0.028,0.036,0.005,0.002,1950,X42
765,8.625,0.188,54000,65000,0.225,0.8,0.018,0.006,0.013,0.005,0.012,0.003,0,0.013,0.017,0.001,0.001,1969,X42
765,8.625,0.188,54000,65000,0.225,0.8,0.02,0.006,0.013,0.005,0.012,0.003,0,0.013,0.018,0.001,0.001,1969,X42
975,4.5,0.237,54000,63500,0.221,0.634,0.032,0.007,0.011,0.001,0.012,0.002,0,0.013,0.009,0.001,0.001,1968,X42
1063,8.625,0.219,54000,71500,0.226,0.58,0.015,0.006,0.01,0.006,0.027,0.008,0,0.045,0.118,0.001,0.001,1960,X42
1089,8.625,0.5,54000,74000,0.185,1.07,0.007,0.005,0.215,0.034,0.021,0.007,0,0.013,0.024,0.002,0.001,2005,X42
1089,8.625,0.5,54000,74000,0.198,1.07,0.007,0.005,0.214,0.034,0.021,0.006,0,0.013,0.024,0.002,0.001,2005,X42
1107,8.625,0.185,54000,70000,0.276,0.645,0.018,0.003,0.006,0.005,0.011,0.003,0,0.019,0.081,0.001,0.001,1965,X42
1234,8.625,0.203,54000,68500,0.233,0.769,0.024,0.008,0.013,0.006,0.01,0.005,0,0.011,0.026,0.001,0.001,1964,X42
1491,10.75,0.219,54000,73000,0.237,0.592,0.018,0.005,0.056,0.002,0.022,0.005,0,0.014,0.068,0.001,0.001,1965,X42
1491,10.75,0.219,54000,73500,0.237,0.592,0.018,0.005,0.056,0.002,0.022,0.005,0,0.014,0.068,0.001,0.001,1965,X42
