ID,OD_WT_Ratio,Pipe_WT,Pipe_OD,Yield_Strength,Tensile_Strength,Pipe_Vintage,C,Mn,Nb,YS/TS,C/Mn,WT/OD*YS,WT*OD*C*Mn,YS*C,YS*Mn,WT*YS*C,WT*OD*YS*Mn,WT*OD*YS*TS*C*Mn,Pipe_Grade
233,0.0156,0.312,20,37800,61000,1929,0.039,0.37,0.002,0.62,0.105,589.7,0.0900,1474,13986,460.0,87273,0.05580,1
234,0.0156,0.312,20,38300,60000,1929,0.044,0.35,0.002,0.64,0.126,597.5,0.0961,1685,13405,525.8,83647,0.06134,1
72,0.015625,0.375,24,35100,51500,1948,0.042,0.32,0.002,0.68,0.131,548.4,0.1210,1474,11232,552.8,101088,0.08244,1
73,0.015625,0.375,24,36300,56000,1948,0.099,0.49,0.001,0.65,0.202,567.2,0.4366,3594,17787,1347.6,160083,0.28300,1
74,0.015625,0.375,24,37000,53500,1948,0.064,0.38,0.001,0.69,0.168,578.1,0.2189,2368,14060,888.0,126540,0.15137,1
75,0.015625,0.375,24,37400,56000,1948,0.099,0.49,0.001,0.67,0.202,584.4,0.4366,3703,18326,1388.5,164934,0.29158,1
76,0.015625,0.375,24,41700,52500,1948,0.064,0.38,0.001,0.79,0.168,651.6,0.2189,2669,15846,1000.8,142614,0.17385,1
853,0.0188,0.188,10,40800,60000,1928,0.12,0.54,0,0.68,0.222,767.0,0.1218,4896,22032,920.4,41420,0.08284,1
854,0.0188,0.188,10,47900,53500,1928,0.1,0.48,0,0.90,0.208,900.5,0.0902,4790,22992,900.5,43225,0.08079,1
482,0.019607843,0.25,12.75,38500,46800,1962,0.052,0.363,0.001,0.82,0.143,754.9,0.0602,2002,13976,500.5,44547,0.04950,1
483,0.019607843,0.25,12.75,40400,53200,1962,0.075,0.405,0.001,0.76,0.185,792.2,0.0968,3030,16362,757.5,52154,0.07353,1
855,0.021797101,0.188,8.625,35500,53000,1928,0.087,0.44,0,0.67,0.198,773.8,0.0621,3089,15620,580.6,25328,0.04158,1
805,0.022376812,0.193,8.625,45000,51000,1958,0.092,0.381,0.001,0.88,0.241,1007.0,0.0583,4140,17145,799.0,28540,0.05148,1
143,0.033953488,0.365,10.75,36600,52500,1927,0.086,0.405,0.001,0.70,0.212,1242.7,0.1367,3148,14823,1148.9,58162,0.09527,1
144,0.033953488,0.365,10.75,39100,55500,1927,0.105,0.427,0.001,0.70,0.246,1327.6,0.1759,4106,16696,1498.5,65510,0.12394,1
209,0.036521739,0.315,8.625,32796,50860,1953,0.199,0.573,0.002,0.64,0.347,1197.8,0.3098,6526,18792,2055.8,51056,0.19977,1
185,0.037333333,0.322,8.625,36100,49000,1943,0.037,0.361,0.002,0.74,0.102,1347.7,0.0371,1336,13032,430.1,36193,0.02733,1
186,0.037333333,0.322,8.625,37000,55500,1957,0.051,0.483,0.001,0.67,0.106,1381.3,0.0684,1887,17871,607.6,49632,0.04561,1
189,0.037333333,0.322,8.625,38200,60000,1957,0.03,0.332,0.001,0.64,0.090,1426.1,0.0277,1146,12682,369.0,35222,0.01761,1
190,0.037333333,0.322,8.625,38300,55000,1943,0.036,0.374,0.002,0.70,0.096,1429.9,0.0374,1379,14324,444.0,39782,0.02604,1
1296,0.04025,0.322,8,25559,47173,1929,0.039,0.4,0.001,0.54,0.098,1028.7,0.0402,997,10224,321.0,26336,0.02177,1
1297,0.04025,0.322,8,26652,47054,1929,0.076,0.297,0.001,0.57,0.256,1072.7,0.0581,2026,7916,652.2,20391,0.03293,1
1298,0.04025,0.322,8,25428,46492,1929,0.053,0.392,0.001,0.55,0.135,1023.5,0.0535,1348,9968,434.0,25677,0.02927,1
1278,0.045735849,0.303,6.625,29214,52386,1929,0.105,0.506,0.001,0.56,0.208,1336.1,0.1067,3067,14782,929.4,29674,0.05948,1
277,0.04709434,0.312,6.625,46400,53500,1955,0.045,0.415,0.002,0.87,0.108,2185.2,0.0386,2088,19256,651.5,39802,0.03348,1
278,0.04709434,0.312,6.625,47700,54500,1955,0.056,0.44,0.002,0.88,0.127,2246.4,0.0509,2671,20988,833.4,43382,0.04458,1
636,0.052666667,0.237,4.5,36500,57500,1951,0.073,0.413,0.001,0.63,0.177,1922.3,0.0322,2665,15075,631.5,16077,0.02041,1
639,0.052666667,0.237,4.5,47800,66500,1950,0.049,0.408,0.001,0.72,0.120,2517.5,0.0213,2342,19502,555.1,20799,0.01533,1
1268,0.05475,0.219,4,35453,60037,1958,0.123,0.607,0.001,0.59,0.203,1941.1,0.0654,4361,21520,955.0,18851,0.03862,1
390,0.010416667,0.25,24,42200,61500,1970,0.215,0.47,0.001,0.69,0.457,439.6,0.6063,9073,19834,2268.3,119004,0.41603,2
413,0.0125,0.25,20,45900,62500,1974,0.22,0.76,0.002,0.73,0.289,573.8,0.8360,10098,34884,2524.5,174420,0.61396,2
414,0.0125,0.25,20,49700,65000,1974,0.22,0.76,0.002,0.76,0.289,621.3,0.8360,10934,37772,2733.5,188860,0.63922,2
415,0.0125,0.25,20,51500,66500,1974,0.22,0.76,0.002,0.77,0.289,643.8,0.8360,11330,39140,2832.5,195700,0.64743,2
416,0.0125,0.25,20,53500,68500,1969,0.278,0.841,0.002,0.78,0.331,668.8,1.1690,14873,44994,3718.3,224968,0.91301,2
336,0.01405,0.281,20,42100,64500,1958,0.271,0.441,0.001,0.65,0.615,591.5,0.6717,11409,18566,3206.0,104341,0.43840,2
228,0.014181818,0.312,22,41500,71000,1949,0.232,0.486,0.002,0.58,0.477,588.5,0.7739,9628,20169,3003.9,138440,0.45237,2
229,0.014181818,0.312,22,48300,74000,1949,0.232,0.486,0.002,0.65,0.477,685.0,0.7739,11206,23474,3496.1,161124,0.50515,2
236,0.0156,0.312,20,46600,68500,1971,0.165,1.06,0.001,0.68,0.156,727.0,1.0914,7689,49396,2399.0,308231,0.74245,2
241,0.0156,0.312,20,53000,73500,1987,0.224,0.09,0.001,0.72,2.489,826.8,0.1258,11872,4770,3704.1,29765,0.09071,2
244,0.0156,0.312,20,60500,78000,1971,0.225,0.94,0.018,0.78,0.239,943.8,1.3198,13613,56870,4247.1,354869,1.02366,2
432,0.015625,0.25,16,39100,55500,1953,0.059,0.334,0.001,0.70,0.177,610.9,0.0788,2307,13059,576.7,52238,0.05553,2
433,0.015625,0.25,16,39800,61500,1940,0.132,0.451,0.001,0.65,0.293,621.9,0.2381,5254,17950,1313.4,71799,0.15411,2
436,0.015625,0.25,16,48800,60000,1953,0.059,0.334,0.001,0.81,0.177,762.5,0.0788,2879,16299,719.8,65197,0.06411,2
441,0.015625,0.25,16,53500,70000,1940,0.142,0.68,0.001,0.76,0.209,835.9,0.3862,7597,36380,1899.3,145520,0.29520,2
152,0.015636364,0.344,22,42100,72000,1949,0.22,0.498,0.001,0.58,0.442,658.3,0.8292,9262,20966,3186.1,158669,0.48482,2
153,0.015636364,0.344,22,47000,73000,1949,0.22,0.498,0.001,0.64,0.442,734.9,0.8292,10340,23406,3557.0,177137,0.53384,2
808,0.017488372,0.188,10.75,44700,62900,1956,0.244,0.708,0,0.71,0.345,781.7,0.3491,10907,31648,2050.5,63960,0.24811,2
809,0.017488372,0.188,10.75,47900,71000,1956,0.21,0.848,0.001,0.67,0.248,837.7,0.3599,10059,40619,1891.1,82091,0.24281,2
810,0.017488372,0.188,10.75,47900,71000,1956,0.21,0.848,0.001,0.67,0.248,837.7,0.3599,10059,40619,1891.1,82091,0.24281,2
811,0.017488372,0.188,10.75,47900,69000,1956,0.199,0.832,0.001,0.69,0.239,837.7,0.3346,9532,39853,1792.0,80543,0.23229,2
812,0.017488372,0.188,10.75,48000,69000,1956,0.231,0.687,0.001,0.70,0.336,839.4,0.3207,11088,32976,2084.5,66644,0.22311,2
813,0.017488372,0.188,10.75,49500,62000,1956,0.217,0.548,0.001,0.80,0.396,865.7,0.2403,10742,27126,2019.4,54822,0.19188,2
814,0.017488372,0.188,10.75,49700,69500,1956,0.261,0.719,0.001,0.72,0.363,869.2,0.3793,12972,35734,2438.7,72219,0.27121,2
816,0.017488372,0.188,10.75,50500,71000,1956,0.159,0.476,0.001,0.71,0.334,883.2,0.1530,8030,24038,1509.5,48581,0.10879,2
817,0.017488372,0.188,10.75,51000,73000,1956,0.241,0.717,0.001,0.70,0.336,891.9,0.3492,12291,36567,2310.7,73902,0.24398,2
818,0.017488372,0.188,10.75,52000,72500,1956,0.237,0.713,0.001,0.72,0.332,909.4,0.3415,12324,37076,2316.9,74931,0.24495,2
471,0.017857143,0.25,14,46800,69500,1950,0.21,0.46,0.003,0.67,0.457,835.7,0.3381,9828,21528,2457.0,75348,0.22767,2
767,0.018883721,0.203,10.75,52000,70000,1957,0.219,0.583,0.001,0.74,0.376,982.0,0.2786,11388,30316,2311.8,66157,0.20698,2
254,0.0195,0.312,16,49700,77000,1979,0.302,1.07,0.001,0.65,0.282,969.2,1.6131,15009,53179,4682.9,265470,1.04119,2
1282,0.0195,0.312,16,41435,68318,1955,0.258,0.535,0.001,0.61,0.482,808.0,0.6890,10690,22168,3335.4,110661,0.41791,2
541,0.019607843,0.25,12.75,57000,77500,1941,0.237,0.59,0.001,0.74,0.402,1117.6,0.4457,13509,33630,3377.3,107196,0.32781,2
1263,0.019607843,0.25,12.75,55218,76711,1972,0.216,0.701,0.001,0.72,0.308,1082.7,0.4826,11927,38708,2981.8,123381,0.34741,2
1299,0.019607843,0.25,12.75,51299,76839,1970,0.292,1.01,0.001,0.67,0.289,1005.9,0.9401,14979,51812,3744.8,165151,0.62760,2
683,0.020372093,0.219,10.75,50500,66500,1950,0.261,0.765,0.001,0.76,0.341,1028.8,0.4701,13181,38633,2886.5,90951,0.35696,2
685,0.020372093,0.219,10.75,51000,66500,1952,0.218,0.591,0.001,0.77,0.369,1039.0,0.3033,11118,30141,2434.8,70959,0.23262,2
856,0.021797101,0.188,8.625,49000,66500,1965,0.271,0.99,0.001,0.74,0.274,1068.1,0.4350,13279,48510,2496.5,78659,0.32055,2
859,0.021797101,0.188,8.625,51500,75500,1965,0.26,1.07,0.001,0.68,0.243,1122.6,0.4511,13390,55105,2517.3,89353,0.30770,2
862,0.021797101,0.188,8.625,52500,74500,1973,0.246,1.14,0.001,0.70,0.216,1144.3,0.4547,12915,59850,2428.0,97047,0.32045,2
889,0.021797101,0.188,8.625,63000,77500,1973,0.246,1.14,0.001,0.81,0.216,1373.2,0.4547,15498,71820,2913.6,116456,0.36965,2
1130,0.021797101,0.188,8.625,47732,61487,1950,0.229,0.428,0.001,0.78,0.535,1040.4,0.1589,10931,20429,2055.0,33126,0.12337,2
353,0.022039216,0.281,12.75,48650,69100,1953,0.27,0.54,0,0.70,0.500,1072.2,0.5224,13136,26271,3691.1,94122,0.36777,2
1099,0.022285714,0.312,14,39500,67500,1983,0.239,0.56,0.001,0.59,0.427,880.3,0.5846,9441,22120,2945.4,96620,0.34211,2
574,0.023255814,0.25,10.75,41100,62000,1939,0.165,0.433,0.001,0.66,0.381,955.8,0.1920,6782,17796,1695.4,47828,0.12728,2
575,0.023255814,0.25,10.75,42800,71500,1930,0.299,0.53,0.002,0.60,0.564,995.3,0.4259,12797,22684,3199.3,60963,0.25494,2
576,0.023255814,0.25,10.75,44300,68000,1946,0.206,0.583,0.001,0.65,0.353,1030.2,0.3228,9126,25827,2281.5,69410,0.21027,2
577,0.023255814,0.25,10.75,44500,65500,1956,0.228,0.541,0.002,0.68,0.421,1034.9,0.3315,10146,24075,2536.5,64700,0.22522,2
580,0.023255814,0.25,10.75,49700,68500,1948,0.236,0.466,0.002,0.73,0.506,1155.8,0.2956,11729,23160,2932.3,62243,0.21444,2
582,0.023255814,0.25,10.75,51500,68000,1948,0.222,0.542,0.001,0.76,0.410,1197.7,0.3234,11433,27913,2858.3,75016,0.24491,2
584,0.023255814,0.25,10.75,52500,68000,1948,0.196,0.458,0.001,0.77,0.428,1220.9,0.2413,10290,24045,2572.5,64621,0.18626,2
589,0.023255814,0.25,10.75,60000,73500,1948,0.222,0.542,0.001,0.82,0.410,1395.3,0.3234,13320,32520,3330.0,87398,0.26398,2
1228,0.023255814,0.25,10.75,49700,65900,1956,0.172,0.65,0.001,0.75,0.265,1155.8,0.3005,8548,32305,2137.1,86820,0.22660,2
772,0.023536232,0.203,8.625,45000,69000,1946,0.153,0.727,0.001,0.65,0.210,1059.1,0.1948,6885,32715,1397.7,57280,0.12701,2
773,0.023536232,0.203,8.625,46700,72500,1975,0.253,0.748,0.002,0.64,0.338,1099.1,0.3313,11815,34932,2398.5,61161,0.21343,2
776,0.023536232,0.203,8.625,48700,65000,1946,0.23,0.541,0.002,0.75,0.425,1146.2,0.2179,11201,26347,2273.8,46130,0.16323,2
777,0.023536232,0.203,8.625,49600,64000,1946,0.201,0.557,0.002,0.78,0.361,1167.4,0.1960,9970,27627,2023.8,48372,0.15192,2
778,0.023536232,0.203,8.625,49700,62800,1946,0.197,0.639,0.004,0.79,0.308,1169.8,0.2204,9791,31758,1987.6,55605,0.17443,2
779,0.023536232,0.203,8.625,50000,69500,1964,0.281,0.666,0.003,0.72,0.422,1176.8,0.3277,14050,33300,2852.2,58304,0.23573,2
788,0.023536232,0.203,8.625,56000,76500,1946,0.245,0.498,0.001,0.73,0.492,1318.0,0.2136,13720,27888,2785.2,48828,0.15638,2
790,0.023536232,0.203,8.625,57500,97000,1975,0.27,0.77,0,0.59,0.351,1353.3,0.3640,15525,44275,3151.6,77520,0.21578,2
797,0.023536232,0.203,8.625,63500,88000,1946,0.34,0.858,0.001,0.72,0.396,1494.6,0.5108,21590,54483,4382.8,95393,0.36856,2
981,0.02354717,0.156,6.625,51500,65000,1959,0.202,0.468,0.001,0.79,0.432,1212.7,0.0977,10403,24102,1622.9,24909,0.07741,2
260,0.024470588,0.312,12.75,50500,66500,1949,0.23,0.49,0.001,0.76,0.469,1235.8,0.4483,11615,24745,3623.9,98436,0.34045,2
262,0.024470588,0.312,12.75,54500,69000,1949,0.23,0.49,0.001,0.79,0.469,1333.6,0.4483,12535,26705,3910.9,106232,0.35411,2
266,0.024470588,0.312,12.75,64000,74000,1949,0.23,0.49,0.001,0.86,0.469,1566.1,0.4483,14720,31360,4592.6,124750,0.38774,2
1097,0.024470588,0.312,12.75,55700,67100,1958,0.226,0.489,0.001,0.83,0.462,1363.0,0.4396,12588,27237,3927.5,108350,0.36493,2
19,0.025,0.5,20,37400,64500,1955,0.255,0.631,0.001,0.58,0.404,935.0,1.6091,9537,23599,4768.5,235994,0.93300,2
1267,0.025,0.25,10,49465,74285,1945,0.232,0.664,0.001,0.67,0.349,1236.6,0.3851,11476,32845,2869.0,82112,0.25644,2
711,0.025391304,0.219,8.625,33400,51000,1953,0.149,0.617,0.001,0.65,0.241,848.1,0.1736,4977,20608,1089.9,38926,0.11372,2
712,0.025391304,0.219,8.625,34300,52500,1953,0.149,0.617,0.001,0.65,0.241,870.9,0.1736,5111,21163,1119.2,39974,0.11345,2
713,0.025391304,0.219,8.625,34800,52500,1953,0.149,0.617,0.001,0.66,0.241,883.6,0.1736,5185,21472,1135.6,40557,0.11511,2
717,0.025391304,0.219,8.625,54500,72000,1946,0.231,0.44,0.002,0.76,0.525,1383.8,0.1920,12590,23980,2757.1,45295,0.14532,2
721,0.025391304,0.219,8.625,56000,71500,1973,0.241,0.893,0.001,0.78,0.270,1421.9,0.4065,13496,50008,2955.6,94459,0.31839,2
1222,0.025391304,0.219,8.625,54896,69026,1946,0.229,0.435,0.001,0.80,0.526,1393.9,0.1882,12571,23880,2753.1,45106,0.14964,2
1223,0.025391304,0.219,8.625,58731,72953,1946,0.229,0.435,0.001,0.81,0.526,1491.3,0.1882,13449,25548,2945.4,48257,0.15148,2
1251,0.025882353,0.33,12.75,46773,74686,1952,0.254,0.676,0.001,0.63,0.376,1210.6,0.7224,11880,31619,3920.5,133035,0.45244,2
1252,0.025882353,0.33,12.75,47882,73734,1952,0.25,0.67,0.001,0.65,0.373,1239.3,0.7048,11971,32081,3950.3,134981,0.45766,2
370,0.025953488,0.279,10.75,39200,60000,1930,0.164,0.513,0.001,0.65,0.320,1017.4,0.2523,6429,20110,1793.6,60314,0.16486,2
374,0.025953488,0.279,10.75,58000,71500,1948,0.255,0.553,0.004,0.81,0.461,1505.3,0.4229,14790,32074,4126.4,96198,0.34308,2
120,0.026785714,0.375,14,44200,77000,1951,0.2,0.52,0,0.57,0.385,1183.9,0.5460,8840,22984,3315.0,120666,0.31342,2
37,0.027375,0.438,16,38000,62000,1953,0.194,0.534,0.001,0.61,0.363,1040.3,0.7260,7372,20292,3228.9,142206,0.44497,2
38,0.027375,0.438,16,38500,64000,1951,0.205,0.429,0.001,0.60,0.478,1053.9,0.6163,7893,16517,3456.9,115748,0.37075,2
39,0.027375,0.438,16,40400,64500,1953,0.254,0.563,0.001,0.63,0.451,1106.0,1.0022,10262,22745,4494.6,159398,0.62771,2
40,0.027375,0.438,16,40500,66000,1953,0.259,0.562,0.001,0.61,0.461,1108.7,1.0201,10490,22761,4594.4,159509,0.62595,2
41,0.027375,0.438,16,40900,63000,1951,0.196,0.423,0.001,0.65,0.463,1119.6,0.5810,8016,17301,3511.2,121243,0.37720,2
42,0.027375,0.438,16,42200,63500,1951,0.218,0.392,0.001,0.66,0.556,1155.2,0.5989,9200,16542,4029.4,115929,0.39799,2
43,0.027375,0.438,16,42300,68500,1951,0.319,0.515,0.001,0.62,0.619,1158.0,1.1513,13494,21785,5910.2,152666,0.71095,2
44,0.027375,0.438,16,43000,66500,1951,0.271,0.459,0.001,0.65,0.590,1177.1,0.8717,11653,19737,5104.0,138317,0.56367,2
904,0.028377358,0.188,6.625,46600,66000,1955,0.262,0.715,0.003,0.71,0.366,1322.4,0.2333,12209,33319,2295.3,41499,0.16474,2
906,0.028377358,0.188,6.625,49100,63000,1946,0.184,0.536,0.003,0.78,0.343,1393.3,0.1228,9034,26318,1698.5,32779,0.09573,2
907,0.028377358,0.188,6.625,49900,66000,1946,0.186,0.668,0.003,0.76,0.278,1416.0,0.1548,9281,33333,1744.9,41517,0.11700,2
908,0.028377358,0.188,6.625,50500,65000,1954,0.261,0.76,0.002,0.78,0.343,1433.1,0.2471,13181,38380,2477.9,47802,0.19194,2
909,0.028377358,0.188,6.625,52000,67000,1946,0.177,0.721,0.003,0.78,0.245,1475.6,0.1589,9204,37492,1730.4,46696,0.12336,2
911,0.028377358,0.188,6.625,53000,70500,1946,0.253,0.775,0.003,0.75,0.326,1504.0,0.2442,13409,41075,2520.9,51159,0.18359,2
914,0.028377358,0.188,6.625,54500,69000,1946,0.15,0.751,0.012,0.79,0.200,1546.6,0.1403,8175,40930,1536.9,50978,0.11082,2
916,0.028377358,0.188,6.625,55000,70000,1946,0.216,0.794,0.002,0.79,0.272,1560.8,0.2136,11880,43670,2233.4,54391,0.16784,2
918,0.028377358,0.188,6.625,57000,71000,1946,0.149,0.685,0.002,0.80,0.218,1617.5,0.1271,8493,39045,1596.7,48631,0.10206,2
920,0.028377358,0.188,6.625,58000,76000,1955,0.262,0.713,0.003,0.76,0.367,1645.9,0.2327,15196,41354,2856.8,51506,0.17756,2
931,0.028377358,0.188,6.625,63500,69000,1946,0.193,0.529,0.002,0.92,0.365,1802.0,0.1272,12256,33592,2304.0,41838,0.11703,2
933,0.028377358,0.188,6.625,68500,82000,1973,0.17,0.52,0,0.84,0.327,1943.8,0.1101,11645,35620,2189.3,44365,0.09198,2
934,0.028377358,0.188,6.625,76500,87500,1973,0.2,0.54,0,0.87,0.370,2170.9,0.1345,15300,41310,2876.4,51452,0.11760,2
1135,0.028377358,0.188,6.625,57700,74200,1946,0.153,0.694,0.001,0.78,0.220,1637.4,0.1322,8828,40044,1659.7,49875,0.10284,2
1136,0.028377358,0.188,6.625,54500,68600,1946,0.184,0.701,0.001,0.79,0.262,1546.6,0.1606,10028,38205,1885.3,47584,0.12763,2
1137,0.028377358,0.188,6.625,53300,67600,1946,0.177,0.717,0.001,0.79,0.247,1512.5,0.1581,9434,38216,1773.6,47598,0.12463,2
1219,0.028377358,0.188,6.625,49136,63969,1956,0.225,0.736,0.001,0.77,0.306,1394.3,0.2063,11056,36164,2078.5,45042,0.15843,2
1220,0.028377358,0.188,6.625,53662,68462,1956,0.241,0.716,0.001,0.78,0.337,1522.8,0.2149,12933,38422,2431.3,47855,0.16846,2
1269,0.028377358,0.188,6.625,51985,62029,1960,0.096,0.63,0.007,0.84,0.152,1475.2,0.0753,4991,32751,938.2,40791,0.06313,2
280,0.02855814,0.307,10.75,45600,73000,1929,0.192,0.896,0.001,0.62,0.214,1302.3,0.5677,8755,40858,2687.8,134840,0.35465,2
281,0.02855814,0.307,10.75,48200,78500,1929,0.218,0.927,0.001,0.61,0.235,1376.5,0.6669,10508,44681,3225.8,147460,0.40951,2
282,0.02855814,0.307,10.75,48700,76000,1930,0.227,0.795,0.001,0.64,0.286,1390.8,0.5956,11055,38717,3393.9,127774,0.38164,2
284,0.02855814,0.307,10.75,55500,71000,1959,0.15,0.588,0.001,0.78,0.255,1585.0,0.2911,8325,32634,2555.8,107700,0.22754,2
285,0.02855814,0.307,10.75,57500,69000,1959,0.15,0.588,0.001,0.83,0.255,1642.1,0.2911,8625,33810,2647.9,111581,0.24257,2
1170,0.02855814,0.307,10.75,36120,51352,1948,0.048,0.33,0.001,0.70,0.145,1031.5,0.0523,1734,11920,532.3,39338,0.03677,2
1171,0.02855814,0.307,10.75,35548,51030,1948,0.048,0.33,0.001,0.70,0.145,1015.2,0.0523,1706,11731,523.8,38715,0.03642,2
1172,0.02855814,0.307,10.75,34476,49733,1948,0.048,0.33,0.001,0.69,0.145,984.6,0.0523,1655,11377,508.0,37547,0.03624,2
1173,0.02855814,0.307,10.75,35309,50591,1948,0.038,0.378,0.001,0.70,0.101,1008.4,0.0474,1342,13347,411.9,44048,0.03309,2
1174,0.02855814,0.307,10.75,33401,49099,1948,0.038,0.378,0.001,0.68,0.101,953.9,0.0474,1269,12626,389.7,41668,0.03225,2
1175,0.02855814,0.307,10.75,33065,49868,1948,0.038,0.378,0.001,0.66,0.101,944.3,0.0474,1256,12499,385.7,41248,0.03143,2
1176,0.02855814,0.307,10.75,33217,45492,1948,0.048,0.33,0.001,0.73,0.145,948.6,0.0523,1594,10962,489.5,36176,0.03817,2
1177,0.02855814,0.307,10.75,34015,45814,1948,0.048,0.33,0.001,0.74,0.145,971.4,0.0523,1633,11225,501.2,37045,0.03881,2
1178,0.02855814,0.307,10.75,34073,46183,1948,0.048,0.33,0.001,0.74,0.145,973.1,0.0523,1636,11244,502.1,37108,0.03857,2
1179,0.02855814,0.307,10.75,35448,48143,1948,0.038,0.378,0.001,0.74,0.101,1012.3,0.0474,1347,13399,413.5,44221,0.03490,2
1180,0.02855814,0.307,10.75,35619,47387,1948,0.038,0.378,0.001,0.75,0.101,1017.2,0.0474,1354,13464,415.5,44435,0.03563,2
1181,0.02855814,0.307,10.75,35184,46681,1948,0.038,0.378,0.001,0.75,0.101,1004.8,0.0474,1337,13300,410.5,43892,0.03573,2
595,0.028985507,0.25,8.625,35200,48400,1952,0.055,0.4,0.001,0.73,0.138,1020.3,0.0474,1936,14080,484.0,30360,0.03450,2
596,0.028985507,0.25,8.625,42800,72500,1952,0.25,0.84,0.001,0.59,0.298,1240.6,0.4528,10700,35952,2675.0,77522,0.26732,2
597,0.028985507,0.25,8.625,43500,79500,1952,0.284,0.92,0.002,0.55,0.309,1260.9,0.5634,12354,40020,3088.5,86293,0.30827,2
598,0.028985507,0.25,8.625,47300,64000,1952,0.238,0.76,0.001,0.74,0.313,1371.0,0.3900,11257,35948,2814.4,77513,0.28825,2
600,0.028985507,0.25,8.625,48200,76500,1952,0.282,0.92,0.001,0.63,0.307,1397.1,0.5594,13592,44344,3398.1,95617,0.35247,2
606,0.028985507,0.25,8.625,55000,69500,1954,0.183,0.374,0.001,0.79,0.489,1594.2,0.1476,10065,20570,2516.3,44354,0.11679,2
1250,0.028985507,0.25,8.625,51025,72529,1957,0.162,0.639,0.001,0.70,0.254,1479.0,0.2232,8266,32605,2066.5,70304,0.15703,2
1062,0.029019153,0.25,8.615,64800,87800,1947,0.272,0.978,0.001,0.74,0.278,1880.4,0.5729,17626,63374,4406.4,136493,0.42285,2
1063,0.029019153,0.25,8.615,66600,88600,1947,0.251,0.827,0.001,0.75,0.304,1932.7,0.4471,16717,55078,4179.2,118625,0.33606,2
1064,0.029019153,0.25,8.615,51600,73600,1947,0.228,0.881,0.001,0.70,0.259,1497.4,0.4326,11765,45460,2941.2,97909,0.30330,2
1065,0.029019153,0.25,8.615,50600,75000,1947,0.24,0.873,0.001,0.67,0.275,1468.4,0.4513,12144,44174,3036.0,95139,0.30445,2
131,0.029411765,0.375,12.75,53000,67000,1984,0.28,0.55,0.001,0.79,0.509,1558.8,0.7363,14840,29150,5565.0,139373,0.58246,2
1199,0.029411765,0.375,12.75,46732,73596,1937,0.245,0.783,0.001,0.63,0.313,1374.5,0.9172,11449,36591,4293.5,174951,0.58241,2
1200,0.029411765,0.375,12.75,55476,74505,1937,0.245,0.783,0.001,0.74,0.313,1631.6,0.9172,13592,43438,5096.9,207687,0.68295,2
1221,0.029411765,0.375,12.75,41519,71107,1978,0.254,0.741,0,0.58,0.343,1221.1,0.8999,10546,30766,3954.7,147098,0.52545,2
1121,0.03008,0.188,6.25,45961,57208,1946,0.12,0.407,0.001,0.80,0.295,1382.5,0.0574,5515,18706,1036.9,21980,0.04610,2
1122,0.03008,0.188,6.25,46500,60706,1946,0.157,0.585,0.001,0.77,0.268,1398.7,0.1079,7301,27203,1372.5,31963,0.08266,2
1123,0.03008,0.188,6.25,51908,63246,1946,0.164,0.458,0.001,0.82,0.358,1561.4,0.0883,8513,23774,1600.4,27934,0.07243,2
386,0.031304348,0.27,8.625,36000,59000,1942,0.059,0.359,0.001,0.61,0.164,1127.0,0.0493,2124,12924,573.5,30097,0.03010,2
935,0.031333333,0.188,6,50000,61500,1970,0.162,0.532,0.002,0.81,0.305,1566.7,0.0972,8100,26600,1522.8,30005,0.07904,2
1002,0.031333333,0.141,4.5,57500,74500,1977,0.238,0.838,0.004,0.77,0.284,1801.7,0.1265,13685,48185,1929.6,30573,0.09767,2
1003,0.031333333,0.141,4.5,58500,77000,1977,0.23,0.851,0.004,0.76,0.270,1833.0,0.1242,13455,49784,1897.2,31588,0.09435,2
164,0.032,0.344,10.75,41900,70000,1934,0.259,0.463,0.002,0.60,0.559,1340.8,0.4435,10852,19400,3733.1,71740,0.26544,2
165,0.032,0.344,10.75,42700,69000,1934,0.271,0.463,0.002,0.62,0.585,1366.4,0.4640,11572,19770,3980.7,73110,0.28714,2
166,0.032,0.344,10.75,46600,72500,1934,0.268,0.438,0.002,0.64,0.612,1491.2,0.4341,12489,20411,4296.1,75479,0.27901,2
167,0.032,0.344,10.75,49500,62000,1948,0.202,0.461,0.001,0.80,0.438,1584.0,0.3444,9999,22820,3439.7,84387,0.27494,2
168,0.032,0.344,10.75,51000,65500,1948,0.261,0.549,0.003,0.78,0.475,1632.0,0.5299,13311,27999,4579.0,103540,0.41258,2
169,0.032,0.344,10.75,52000,66000,1948,0.243,0.485,0.002,0.79,0.501,1664.0,0.4358,12636,25220,4346.8,93264,0.34338,2
170,0.032,0.344,10.75,52500,66000,1948,0.207,0.64,0.006,0.80,0.323,1680.0,0.4899,10868,33600,3738.4,124253,0.38970,2
1111,0.032,0.344,10.75,41000,60500,1983,0.163,0.64,0.001,0.68,0.255,1312.0,0.3858,6683,26240,2299.0,97036,0.26143,2
375,0.032115942,0.277,8.625,31300,54000,1929,0.143,0.481,0.001,0.58,0.297,1005.2,0.1643,4476,15055,1239.8,35969,0.09525,2
